#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS_term15_2.txt -l -iN 15 -iC 15
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2086.511485815048
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv3144c	PPE52	PPE-FAMILY PROTEIN 	13	142.3	193.2	0.44	5550.0	5024.01	50.9	0.40490	0.92034
Rv3145	nuoA	NADH dehydrogenase subunit A 	7	174.4	201.0	0.21	3661.6	2814.21	26.7	0.71900	1.00000
Rv3146	nuoB	NADH dehydrogenase subunit B 	7	245.9	179.2	-0.46	5164.5	2508.54	-66.7	0.30380	0.91502
Rv3147	nuoC	NADH dehydrogenase subunit C 	10	37.8	41.3	0.13	1134.6	825.51	3.5	0.90500	1.00000
Rv3148	nuoD	NADH dehydrogenase subunit D 	17	55.9	60.7	0.12	2848.6	2064.46	4.9	0.84530	1.00000
Rv3149	nuoE	NADH dehydrogenase subunit E 	7	121.0	115.9	-0.06	2541.7	1622.14	-5.2	0.93390	1.00000
Rv3150	nuoF	PROBABLE NADH DEHYDROGENASE I (CHAIN F) NUOF (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN F) 	20	95.7	76.3	-0.33	5743.6	3053.89	-19.4	0.35160	0.92034
Rv3151	nuoG	NADH dehydrogenase subunit G 	25	48.9	61.9	0.34	3664.6	3096.59	13.1	0.70570	1.00000
Rv3152	nuoH	NADH dehydrogenase subunit H 	24	102.7	88.5	-0.21	7393.9	4247.23	-14.2	0.47670	0.95856
Rv3153	nuoI	NADH dehydrogenase subunit I 	15	107.2	59.7	-0.84	4825.4	1791.84	-47.5	0.21900	0.83695
Rv3154	nuoJ	NADH dehydrogenase subunit J 	8	76.4	246.2	1.69	1832.7	3938.62	169.8	0.03930	0.45059
Rv3155	nuoK	NADH dehydrogenase subunit K 	2	8.6	0.0	-3.26	51.6	0.00	-8.6	0.57310	0.99033
Rv3156	nuoL	NADH dehydrogenase subunit L 	26	113.6	94.0	-0.27	8860.1	4887.51	-19.6	0.58110	0.99229
Rv3157	nuoM	NADH dehydrogenase subunit M 	22	57.2	26.2	-1.13	3775.9	1152.06	-31.0	0.02050	0.32203
Rv3158	nuoN	NADH dehydrogenase subunit N 	24	261.6	256.0	-0.03	18832.4	12286.46	-5.6	0.89170	1.00000
Rv3159c	PPE53	PPE FAMILY PROTEIN 	17	83.5	166.9	1.00	4261.0	5674.07	83.3	0.18960	0.78926
Rv3160c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	5	69.3	82.8	0.26	1039.8	828.40	13.5	0.75800	1.00000
Rv3161c	-	POSSIBLE DIOXYGENASE 	15	96.1	100.2	0.06	4324.4	3007.19	4.1	0.91060	1.00000
Rv3162c	-	POSSIBLE INTEGRAL MEMBRANE PROTEIN 	3	49.2	6.1	-3.01	442.4	36.51	-43.1	0.65060	1.00000
Rv3163c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	12	117.2	129.6	0.15	4217.8	3109.33	12.4	0.79080	1.00000
Rv3164c	moxR3	PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR3 	10	111.0	133.7	0.27	3329.0	2674.64	22.8	0.59700	0.99229
Rv3165c	-	hypothetical protein Rv3165c 	1	195.3	69.6	-1.49	585.9	139.18	-125.7	0.39930	0.92034
Rv3166c	-	hypothetical protein Rv3166c 	8	56.0	66.4	0.25	1343.0	1062.07	10.4	0.66900	1.00000
Rv3167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	34.8	31.1	-0.16	940.0	559.50	-3.7	0.83590	1.00000
Rv3168	-	hypothetical protein Rv3168 	15	20.1	36.8	0.87	903.2	1102.77	16.7	0.70910	1.00000
Rv3169	-	hypothetical protein Rv3169 	8	93.9	97.6	0.06	2253.7	1562.36	3.7	0.93220	1.00000
Rv3170	aofH	PROBABLE FLAVIN-CONTAINING MONOAMINE OXIDASE AOFH (AMINE OXIDASE) (MAO) 	10	59.0	66.2	0.17	1771.2	1324.89	7.2	0.75490	1.00000
Rv3171c	hpx	POSSIBLE NON-HEME HALOPEROXIDASE HPX 	10	92.8	139.6	0.59	2783.8	2792.99	46.9	0.32790	0.92034
Rv3172c	-	hypothetical protein Rv3172c 	12	152.6	179.9	0.24	5494.6	4316.43	27.2	0.58640	0.99229
Rv3173c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	6	92.4	21.2	-2.12	1663.1	254.58	-71.2	0.05990	0.53763
Rv3174	-	short chain dehydrogenase 	7	160.9	126.4	-0.35	3379.2	1769.82	-34.5	0.65420	1.00000
Rv3175	-	amidase 	12	104.3	145.0	0.48	3754.5	3479.39	40.7	0.44060	0.93702
Rv3176c	mesT	PROBABLE EPOXIDE HYDROLASE MEST (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	11	104.9	107.6	0.04	3462.3	2367.56	2.7	0.94250	1.00000
Rv3177	-	POSSIBLE PEROXIDASE (NON-HAEM PEROXIDASE) 	4	116.8	27.1	-2.11	1401.6	216.86	-89.7	0.10250	0.67679
Rv3178	-	hypothetical protein Rv3178 	6	141.1	154.3	0.13	2539.4	1851.31	13.2	0.84650	1.00000
Rv3179	-	hypothetical protein Rv3179 	9	233.9	287.9	0.30	6314.0	5182.86	54.1	0.45760	0.94495
Rv3180c	-	HYPOTHETICAL ALANINE RICH PROTEIN 	5	146.1	124.0	-0.24	2191.0	1239.79	-22.1	0.81010	1.00000
Rv3181c	-	hypothetical protein Rv3181c 	6	59.3	27.4	-1.11	1067.8	328.80	-31.9	0.84300	1.00000
Rv3182	-	hypothetical protein Rv3182 	1	0.0	8.8	3.30	0.0	17.64	8.8	0.10050	0.67056
Rv3183	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	2	101.3	613.4	2.60	607.9	2453.49	512.1	0.05630	0.52982
Rv3184	-	PROBABLE TRANSPOSASE 	3	230.0	35.8	-2.68	2070.0	214.87	-194.2	0.06540	0.55253
Rv3185	-	PROBABLE TRANSPOSASE 	17	183.0	17.1	-3.42	9333.7	580.63	-165.9	0.00010	0.00596
Rv3186	-	PROBABLE TRANSPOSASE 	3	239.2	35.8	-2.74	2153.0	214.87	-203.4	0.06360	0.54573
Rv3187	-	PROBABLE TRANSPOSASE 	17	181.7	21.7	-3.07	9265.8	736.73	-160.0	0.00050	0.02015
Rv3188	-	hypothetical protein Rv3188 	5	78.9	98.3	0.32	1183.2	982.94	19.4	0.63370	1.00000
Rv3189	-	hypothetical protein Rv3189 	7	224.9	244.3	0.12	4721.9	3419.92	19.4	0.85110	1.00000
Rv3190c	-	hypothetical protein Rv3190c 	17	202.3	311.7	0.62	10317.4	10598.70	109.4	0.36460	0.92034
Rv3191c	-	PROBABLE TRANSPOSASE 	9	168.5	161.6	-0.06	4550.2	2909.40	-6.9	0.91750	1.00000
Rv3192	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE-RICH PROTEIN 	4	114.7	155.2	0.44	1376.0	1241.49	40.5	0.60570	0.99229
Rv3193c	-	hypothetical protein Rv3193c 	65	10.9	12.3	0.18	2127.3	1602.71	1.4	0.44880	0.94116
Rv3194c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	8	117.4	122.8	0.06	2818.0	1964.93	5.4	0.89450	1.00000
Rv3195	-	hypothetical protein Rv3195 	11	171.9	217.2	0.34	5673.8	4779.07	45.3	0.41890	0.92489
Rv3196	-	hypothetical protein Rv3196 	6	144.7	289.8	1.00	2605.0	3478.02	145.1	0.36610	0.92034
Rv3196A	-	hypothetical protein Rv3196A 	1	294.8	545.8	0.89	884.5	1091.66	251.0	0.40090	0.92034
Rv3197	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	13	243.4	204.0	-0.25	9492.0	5304.99	-39.3	0.56680	0.98714
Rv3197A	whiB7	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7 	3	131.1	245.9	0.91	1179.9	1475.31	114.8	0.38800	0.92034
Rv3198A	-	POSSIBLE GLUTAREDOXIN PROTEIN 	3	150.4	137.1	-0.13	1353.5	822.56	-13.3	0.81850	1.00000
Rv3198c	uvrD2	PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD2 	27	7.1	21.3	1.59	572.4	1151.24	14.3	0.00000	0.00000
Rv3199c	nudC	NADH pyrophosphatase 	6	167.5	211.1	0.33	3015.8	2533.66	43.6	0.59970	0.99229
Rv3200c	-	POSSIBLE TRANSMEMBRANE CATION TRANSPORTER 	10	194.9	297.6	0.61	5846.0	5952.99	102.8	0.19960	0.80202
Rv3201c	-	PROBABLE ATP-DEPENDENT DNA HELICASE 	26	73.6	111.7	0.60	5737.5	5808.85	38.2	0.16860	0.76794
Rv3202c	-	POSSIBLE ATP-DEPENDENT DNA HELICASE 	19	97.8	125.9	0.37	5572.9	4785.27	28.2	0.42500	0.92751
Rv3203	lipV	POSSIBLE LIPASE LIPV 	9	107.8	122.3	0.18	2911.0	2200.99	14.5	0.74500	1.00000
Rv3204	-	POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE) 	3	25.8	12.4	-1.06	232.6	74.12	-13.5	0.37160	0.92034
Rv3205c	-	hypothetical protein Rv3205c 	8	71.2	38.2	-0.90	1708.2	612.00	-32.9	0.16950	0.76915
Rv3206c	moeB1	molybdopterin biosynthesis-like protein MoeZ 	16	4.5	15.6	1.80	214.8	499.15	11.1	0.00000	0.00000
Rv3207c	-	hypothetical protein Rv3207c 	11	116.0	157.4	0.44	3828.5	3463.32	41.4	0.23740	0.85557
Rv3208	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	12.5	11.3	-0.14	336.9	203.55	-1.2	0.89930	1.00000
Rv3208A	TB9.4	hypothetical protein Rv3208A 	3	132.2	106.9	-0.31	1189.7	641.56	-25.3	0.53090	0.97409
Rv3209	-	CONSERVED HYPOTHETICAL THREONIN AND PROLINE RICH PROTEIN 	6	219.7	285.9	0.38	3954.9	3430.50	66.2	0.44350	0.93926
Rv3210c	-	hypothetical protein Rv3210c 	8	49.6	31.7	-0.65	1190.6	506.51	-18.0	0.48280	0.95994
Rv3211	rhlE	PROBABLE ATP-DEPENDENT RNA HELICASE RHLE 	20	33.9	78.1	1.21	2031.4	3123.45	44.2	0.00680	0.14587
Rv3212	-	CONSERVED HYPOTHETICAL ALANINE VALINE RICH PROTEIN 	15	3.7	9.2	1.32	166.6	277.14	5.5	0.01010	0.19282
Rv3213c	-	POSSIBLE SOJ/PARA-RELATED PROTEIN 	6	220.0	333.4	0.60	3960.3	4001.03	113.4	0.37020	0.92034
Rv3214	gpm2	POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM) 	9	118.0	74.7	-0.66	3185.8	1344.67	-43.3	0.41130	0.92034
Rv3215	entC	isochorismate synthase 	11	3.4	13.3	1.98	111.6	292.90	9.9	0.00020	0.01010
Rv3216	-	POSSIBLE ACETYLTRANSFERASE 	4	450.5	353.9	-0.35	5406.4	2831.09	-96.6	0.54410	0.97747
Rv3217c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	3	189.2	420.3	1.15	1702.7	2521.57	231.1	0.03120	0.39024
Rv3218	-	hypothetical protein Rv3218 	15	132.7	214.2	0.69	5969.5	6424.77	81.5	0.16350	0.75593
Rv3219	whiB1	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB1 	3	2.0	4.3	1.10	18.3	26.06	2.3	0.43020	0.92906
Rv3220c	-	PROBABLE TWO COMPONENT SENSOR KINASE 	14	72.7	63.5	-0.20	3054.9	1779.00	-9.2	0.68830	1.00000
Rv3221A	-	POSSIBLE ANTI-SIGMA FACTOR 	1	1.2	0.0	-1.16	3.7	0.00	-1.2	1.00000	1.00000
Rv3221c	TB7.3	hypothetical protein Rv3221c 	1	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3222c	-	hypothetical protein Rv3222c 	4	1.2	8.6	2.81	14.7	68.51	7.3	0.08420	0.61195
Rv3223c	sigH	RNA polymerase sigma factor RpoE 	13	201.1	101.8	-0.98	7842.4	2645.51	-99.3	0.05530	0.52982
Rv3224	-	short chain dehydrogenase 	13	348.8	299.1	-0.22	13602.9	7777.36	-49.7	0.53610	0.97491
Rv3224A	-	hypothetical protein Rv3224A 	2	103.6	44.1	-1.23	621.8	176.50	-59.5	0.19840	0.80122
Rv3224B	-	hypothetical protein Rv3224B 	2	34.9	36.3	0.06	209.4	145.21	1.4	0.98060	1.00000
Rv3225c	-	POSSIBLE TRANSFERASE 	17	156.2	126.4	-0.31	7964.8	4297.86	-29.8	0.43030	0.92906
Rv3226c	-	hypothetical protein Rv3226c 	4	195.3	291.0	0.57	2344.2	2327.82	95.6	0.18160	0.78888
Rv3227	aroA	3-phosphoshikimate 1-carboxyvinyltransferase 	5	2.7	10.4	1.93	41.1	104.36	7.7	0.02400	0.33859
Rv3228	-	hypothetical protein Rv3228 	6	39.4	47.7	0.28	709.5	572.52	8.3	0.79180	1.00000
Rv3229c	-	POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE) 	17	118.7	94.2	-0.33	6053.5	3203.02	-24.5	0.30500	0.91502
Rv3230c	-	HYPOTHETICAL OXIDOREDUCTASE 	12	94.8	102.0	0.11	3413.0	2447.98	7.2	0.81100	1.00000
Rv3231c	-	hypothetical protein Rv3231c 	4	398.6	196.9	-1.02	4783.6	1575.40	-201.7	0.18560	0.78926
Rv3232c	pvdS	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN PVDS (PROBABLE RNA POLYMERASE SIGMA FACTOR) 	17	355.1	409.1	0.20	18112.3	13909.88	54.0	0.53230	0.97409
Rv3233c	-	hypothetical protein Rv3233c 	12	330.5	280.9	-0.23	11899.0	6742.05	-49.6	0.52670	0.97340
Rv3234c	-	hypothetical protein Rv3234c 	10	293.2	294.5	0.01	8797.3	5890.60	1.3	0.99220	1.00000
Rv3235	-	HYPOTHETICAL ALANINE ARGININE PROLINE RICH PROTEIN 	5	147.1	174.8	0.25	2207.0	1747.76	27.6	0.75300	1.00000
Rv3236c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	8	117.1	203.1	0.80	2809.3	3249.93	86.1	0.25160	0.86467
Rv3237c	-	hypothetical protein Rv3237c 	6	108.2	305.9	1.50	1947.7	3670.35	197.7	0.01790	0.30392
Rv3238c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	493.0	468.1	-0.07	14790.3	9362.59	-24.9	0.88010	1.00000
Rv3239c	-	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN 	41	318.4	355.4	0.16	39162.8	29146.43	37.0	0.50450	0.96406
Rv3240c	secA1	preprotein translocase subunit SecA 	38	6.8	21.5	1.66	775.9	1633.18	14.7	0.00000	0.00000
Rv3241c	-	hypothetical protein Rv3241c 	6	293.3	250.3	-0.23	5279.0	3003.34	-43.0	0.63650	1.00000
Rv3242c	-	hypothetical protein Rv3242c 	4	76.1	119.8	0.65	913.4	958.04	43.6	0.64210	1.00000
Rv3243c	-	hypothetical protein Rv3243c 	2	42.0	9.4	-2.17	252.0	37.41	-32.6	0.49200	0.96322
Rv3244c	lpqB	PROBABLE CONSERVED LIPOPROTEIN LPQB 	13	3.5	11.6	1.72	137.7	301.46	8.1	0.00160	0.05365
Rv3245c	mtrB	TWO COMPONENT SENSORY TRANSDUCTION HISTIDINE KINASE MTRB 	17	7.5	20.4	1.45	382.3	694.98	12.9	0.00020	0.01010
Rv3246c	mtrA	TWO COMPONENT SENSORY TRANSDUCTION TRANSCRIPTIONAL REGULATORY PROTEIN MTRA 	10	5.5	22.7	2.05	164.4	453.00	17.2	0.00000	0.00000
Rv3247c	tmk	thymidylate kinase 	8	6.6	18.3	1.46	159.5	292.07	11.6	0.00190	0.05832
Rv3248c	sahH	S-adenosyl-L-homocysteine hydrolase 	12	4.8	13.7	1.52	171.6	328.71	8.9	0.01140	0.21156
Rv3249c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	68.0	69.9	0.04	1427.5	978.48	1.9	0.95600	1.00000
Rv3250c	rubB	PROBABLE RUBREDOXIN RUBB 	1	140.4	131.4	-0.10	421.1	262.74	-9.0	0.82560	1.00000
Rv3251c	rubA	PROBABLE RUBREDOXIN RUBA 	2	383.8	300.7	-0.35	2302.9	1202.95	-83.1	0.82190	1.00000
Rv3252c	alkB	PROBABLE TRANSMEMBRANE ALKANE 1-MONOOXYGENASE ALKB (ALKANE 1-HYDROXYLASE) (LAURIC ACID OMEGA-HYDROXYLASE) (OMEGA-HYDROXYLASE) (FATTY ACID OMEGA-HYDROXYLASE) (ALKANE HYDROXYLASE-RUBREDOXIN) 	21	376.3	383.3	0.03	23708.7	16096.52	6.9	0.94380	1.00000
Rv3253c	-	POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN 	17	250.0	227.2	-0.14	12751.4	7726.44	-22.8	0.71690	1.00000
Rv3254	-	hypothetical protein Rv3254 	15	203.2	224.8	0.15	9145.8	6744.89	21.6	0.73340	1.00000
Rv3255c	manA	PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE) 	14	3.1	9.6	1.63	130.1	268.35	6.5	0.00180	0.05611
Rv3256c	-	hypothetical protein Rv3256c 	5	25.4	45.2	0.83	381.2	452.12	19.8	0.35440	0.92034
Rv3257c	manB	phosphomannomutase/phosphoglucomutase 	17	5.4	19.4	1.85	275.1	658.97	14.0	0.00000	0.00000
Rv3258c	-	hypothetical protein Rv3258c 	2	6.2	31.0	2.32	37.2	123.89	24.8	0.27640	0.89154
Rv3259	-	hypothetical protein Rv3259 	1	306.2	165.9	-0.88	918.5	331.76	-140.3	0.41410	0.92034
Rv3260c	whiB2	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB2 	2	1.2	13.9	3.51	7.3	55.55	12.7	0.00270	0.07587
Rv3261	fbiA	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIA 	12	81.3	63.4	-0.36	2925.5	1521.90	-17.9	0.63150	1.00000
Rv3262	fbiB	F420-0--gamma-glutamyl ligase 	10	56.1	41.8	-0.42	1684.0	836.89	-14.3	0.60390	0.99229
Rv3263	-	PROBABLE DNA METHYLASE (MODIFICATION METHYLASE) (METHYLTRANSFERASE) 	19	148.0	149.0	0.01	8433.8	5663.74	1.1	0.98370	1.00000
Rv3264c	manB	D-ALPHA-D-MANNOSE-1-PHOSPHATE GUANYLYLTRANSFERASE MANB (D-ALPHA-D-HEPTOSE-1-PHOSPHATE GUANYLYLTRANSFERASE) 	12	6.4	22.2	1.79	230.6	531.94	15.8	0.00000	0.00000
Rv3265c	wbbL1	PROBABLE dTDP-RHA:A-D-GlcNAc-DIPHOSPHORYL POLYPRENOL, A-3-L-RHAMNOSYL TRANSFERASE WBBL1 (ALPHA-L-RHAMNOSE-(1->3)-ALPHA-D-GlcNAc(1->P)-P-DECAPRENY L) 	13	5.8	18.2	1.65	226.4	473.91	12.4	0.00030	0.01408
Rv3266c	rmlD	dTDP-6-DEOXY-L-LYXO-4-HEXULOSE REDUCTASE RMLD (dTDP-RHAMNOSE MODIFICATION PROTEIN) (dTDP-RHAMNOSE BIOSYNTHESIS PROTEIN) (dTDP-RHAMNOSE SYNTHASE) 	12	2.8	8.5	1.61	100.5	205.03	5.8	0.00270	0.07587
Rv3267	-	CONSERVED HYPOTHETICAL PROTEIN (CPSA-RELATED PROTEIN) 	15	40.1	40.4	0.01	1804.5	1213.13	0.3	0.98410	1.00000
Rv3268	-	hypothetical protein Rv3268 	9	122.6	128.5	0.07	3310.9	2312.19	5.8	0.92460	1.00000
Rv3269	-	hypothetical protein Rv3269 	4	29.2	13.2	-1.15	350.0	105.21	-16.0	0.27450	0.88926
Rv3270	ctpC	PROBABLE METAL CATION-TRANSPORTING P-TYPE ATPASE C CTPC 	10	74.1	33.5	-1.15	2224.5	670.10	-40.6	0.28900	0.90868
Rv3271c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	5	13.5	39.1	1.54	201.8	391.47	25.7	0.00330	0.08778
Rv3272	-	hypothetical protein Rv3272 	16	186.6	247.9	0.41	8957.3	7932.79	61.3	0.31260	0.92034
Rv3273	-	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE) 	22	129.9	116.1	-0.16	8574.3	5109.64	-13.8	0.70520	1.00000
Rv3274c	fadE25	PROBABLE ACYL-CoA DEHYDROGENASE FADE25 	11	27.3	25.1	-0.12	899.6	552.21	-2.2	0.80010	1.00000
Rv3275c	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit 	4	3.1	7.0	1.17	37.2	55.72	3.9	0.10870	0.69283
Rv3276c	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit 	6	5.1	12.7	1.31	92.7	152.75	7.6	0.09700	0.66159
Rv3277	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	9.7	26.8	1.46	262.5	483.04	17.1	0.00140	0.04857
Rv3278c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	219.6	214.2	-0.04	3294.6	2142.18	-5.4	0.96150	1.00000
Rv3279c	birA	biotin--protein ligase 	5	1.2	2.0	0.66	18.6	19.60	0.7	0.54740	0.97932
Rv3280	accD5	PROBABLE PROPIONYL-CoA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE) 	22	4.6	12.3	1.41	304.6	540.30	7.7	0.00000	0.00000
Rv3281	-	hypothetical protein Rv3281 	2	3.1	17.7	2.52	18.5	70.77	14.6	0.00520	0.12499
Rv3282	maf	Maf-like protein 	11	42.7	35.0	-0.29	1409.0	768.92	-7.7	0.73330	1.00000
Rv3283	sseA	PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	14	245.4	247.4	0.01	10308.0	6928.57	2.0	0.96990	1.00000
Rv3284	-	hypothetical protein Rv3284 	3	15.1	23.1	0.61	136.1	138.45	8.0	0.44650	0.94116
Rv3285	accA3	PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	17	4.6	19.4	2.08	234.7	659.60	14.8	0.00000	0.00000
Rv3286c	sigF	RNA polymerase sigma factor SigF 	7	182.6	133.0	-0.46	3834.0	1861.94	-49.6	0.38840	0.92034
Rv3287c	rsbW	ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR) 	1	360.3	131.0	-1.46	1081.0	261.90	-229.4	0.19720	0.80122
Rv3288c	usfY	PUTATIVE PROTEIN USFY 	5	204.1	306.5	0.59	3060.9	3064.69	102.4	0.35850	0.92034
Rv3289c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	4	229.6	252.6	0.14	2754.7	2020.67	23.0	0.77310	1.00000
Rv3290c	lat	L-lysine aminotransferase 	15	300.7	371.5	0.31	13531.3	11146.32	70.8	0.42260	0.92640
Rv3291c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	6	269.8	190.8	-0.50	4856.4	2289.53	-79.0	0.37400	0.92034
Rv3292	-	hypothetical protein Rv3292 	12	112.7	96.1	-0.23	4057.5	2305.62	-16.6	0.75260	1.00000
Rv3293	pcd	PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE) 	11	167.4	235.7	0.49	5524.9	5184.49	68.2	0.53950	0.97491
Rv3294c	-	hypothetical protein Rv3294c 	16	212.1	303.5	0.52	10182.5	9711.82	91.4	0.15180	0.75593
Rv3295	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	10	510.9	561.0	0.14	15327.8	11220.98	50.1	0.76780	1.00000
Rv3296	lhr	PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN) 	39	135.8	212.0	0.64	15893.8	16536.88	76.2	0.26790	0.88750
Rv3297	nei	PROBABLE ENDONUCLEASE VIII NEI 	6	236.6	226.5	-0.06	4259.5	2718.03	-10.1	0.90380	1.00000
Rv3298c	lpqC	POSSIBLE ESTERASE LIPOPROTEIN LPQC 	4	201.5	585.2	1.54	2418.5	4681.97	383.7	0.22260	0.84107
Rv3299c	atsB	PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE) 	36	96.4	88.3	-0.13	10415.4	6356.14	-8.2	0.78240	1.00000
Rv3300c	-	hypothetical protein Rv3300c 	8	51.8	37.4	-0.47	1242.9	598.59	-14.4	0.64970	1.00000
Rv3301c	phoY1	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1 	5	91.1	205.1	1.17	1366.2	2050.89	114.0	0.18750	0.78926
Rv3302c	glpD2	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2 	23	0.9	4.8	2.40	63.5	222.68	3.9	0.00000	0.00000
Rv3303c	lpdA	flavoprotein disulfide reductase 	11	30.3	54.9	0.86	1001.3	1207.57	24.5	0.20810	0.82043
Rv3304	-	hypothetical protein Rv3304 	5	33.8	80.3	1.25	506.6	803.03	46.5	0.06250	0.54267
Rv3305c	amiA1	POSSIBLE N-ACYL-L-AMINO ACID AMIDOHYDROLASE AMIA1 (N-ACYL-L-AMINO ACID AMINOHYDROLASE) 	14	38.5	59.0	0.62	1615.8	1651.73	20.5	0.24110	0.85882
Rv3306c	amiB1	PROBABLE AMIDOHYDROLASE AMIB1 (AMINOHYDROLASE) 	15	40.1	70.3	0.81	1805.6	2108.88	30.2	0.14610	0.75593
Rv3307	deoD	purine nucleoside phosphorylase 	9	146.1	398.8	1.45	3943.8	7178.53	252.7	0.03840	0.44786
Rv3308	pmmB	PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE) 	16	125.7	112.1	-0.17	6034.6	3585.71	-13.7	0.71340	1.00000
