#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'H37Rv_vs_delta_Rv3594_TTR.dat', mode 'w' at 0x2d7dc00> expList=['delta_Rv3594_TnSeq.wig'] doAdaptive=False ctrlList=['H37Rv_TnSeq.wig']
#Control Samples:  H37Rv_TnSeq.wig
#Experimental Samples:  delta_Rv3594_TnSeq.wig
#Normalized with TTR
#TTR factors:	1.0000	0.9593
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv2929	-	hypothetical protein Rv2929 	7	7	1680.0	825.0	-855.0	-1.03	0.23200	1.00000
Rv2930	fadD26	acyl-CoA synthetase 	40	33	16406.0	6002.5	-10403.5	-1.45	0.04350	1.00000
Rv2931	ppsA	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSA 	81	60	14339.0	4256.5	-10082.5	-1.75	0.00000	0.00000
Rv2932	ppsB	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSB 	71	60	10680.0	2345.5	-8334.5	-2.19	0.00000	0.00000
Rv2933	ppsC	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSC 	84	69	16295.0	4201.8	-12093.2	-1.96	0.00000	0.00000
Rv2934	ppsD	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSD 	67	56	18841.0	3254.0	-15587.0	-2.53	0.00000	0.00000
Rv2935	ppsE	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSE 	68	63	16894.0	6074.4	-10819.6	-1.48	0.00000	0.00000
Rv2936	drrA	PROBABLE DAUNORUBICIN-DIM-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER DRRA 	19	18	8381.0	5497.9	-2883.1	-0.61	0.41810	1.00000
Rv2937	drrB	PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRB 	23	22	4946.0	3071.8	-1874.2	-0.69	0.25710	1.00000
Rv2938	drrC	PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRC 	26	24	9568.0	5236.0	-4332.0	-0.87	0.08180	1.00000
Rv2939	papA5	acyltransferase PapA5 	29	27	17242.0	5437.4	-11804.6	-1.66	0.03580	1.00000
Rv2940c	mas	PROBABLE MULTIFUNCTIONAL MYCOCEROSIC ACID SYNTHASE MEMBRANE-ASSOCIATED MAS 	81	75	32823.0	11597.3	-21225.7	-1.50	0.00000	0.00000
Rv2941	fadD28	acyl-CoA synthetase 	46	38	11491.0	3955.3	-7535.7	-1.54	0.00250	0.18136
Rv2942	mmpL7	CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL7 	43	42	5569.0	5621.6	52.6	0.01	0.97360	1.00000
Rv2943	-	IS1533 transposase 	11	9	1400.0	966.0	-434.0	-0.54	0.51790	1.00000
Rv2943A	-	POSSIBLE TRANSPOSASE 	7	4	279.0	102.6	-176.4	-1.44	0.28770	1.00000
Rv2944	-	IS1533 transposase 	10	8	398.0	369.3	-28.7	-0.11	0.86020	1.00000
Rv2945c	lppX	PROBABLE CONSERVED LIPOPROTEIN LPPX 	10	10	2339.0	2963.3	624.3	0.34	0.61850	1.00000
Rv2946c	pks1	PROBABLE POLYKETIDE SYNTHASE PKS1 	50	43	4638.0	6312.3	1674.3	0.44	0.11770	1.00000
Rv2947c	pks15	PROBABLE POLYKETIDE SYNTHASE PKS15 	22	21	3511.0	4406.2	895.2	0.33	0.42910	1.00000
Rv2948c	fadD22	acyl-CoA synthetase 	48	46	9316.0	9512.6	196.6	0.03	0.94320	1.00000
Rv2949c	-	hypothetical protein Rv2949c 	21	14	212.0	476.8	264.8	1.17	0.22410	1.00000
Rv2950c	fadD29	acyl-CoA synthetase 	45	39	6004.0	6003.4	-0.6	-0.00	0.99970	1.00000
Rv2951c	-	POSSIBLE OXIDOREDUCTASE 	24	23	2400.0	3335.6	935.6	0.47	0.30770	1.00000
Rv2952	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	16	13	2590.0	1982.9	-607.1	-0.39	0.50740	1.00000
Rv2953	-	hypothetical protein Rv2953 	25	22	2246.0	2602.6	356.6	0.21	0.70500	1.00000
Rv2954c	-	hypothetical protein Rv2954c 	13	12	3787.0	3940.9	153.9	0.06	0.91880	1.00000
Rv2955c	-	hypothetical protein Rv2955c 	20	20	2605.0	2272.6	-332.4	-0.20	0.67910	1.00000
Rv2956	-	hypothetical protein Rv2956 	18	9	150.0	286.8	136.8	0.94	0.49440	1.00000
Rv2957	-	POSSIBLE GLYCOSYL TRANSFERASE 	18	17	4794.0	4925.2	131.2	0.04	0.91690	1.00000
Rv2958c	-	POSSIBLE GLYCOSYL TRANSFERASE 	24	24	6436.0	7580.6	1144.6	0.24	0.62950	1.00000
Rv2959c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	31	20	328.0	560.2	232.2	0.77	0.52830	1.00000
Rv2960c	-	hypothetical protein Rv2960c 	7	7	525.0	687.8	162.8	0.39	0.58750	1.00000
Rv2961	-	PROBABLE TRANSPOSASE 	7	7	1380.0	1101.3	-278.7	-0.33	0.65550	1.00000
Rv2962c	-	POSSIBLE GLYCOSYL TRANSFERASE 	21	20	2301.0	2438.6	137.6	0.08	0.82740	1.00000
Rv2963	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	24	21	1717.0	1826.6	109.6	0.09	0.81410	1.00000
Rv2964	purU	PROBABLE FORMYLTETRAHYDROFOLATE DEFORMYLASE PURU (FORMYL-FH(4) HYDROLASE) 	17	16	1054.0	1430.4	376.4	0.44	0.54750	1.00000
Rv2965c	coaD	phosphopantetheine adenylyltransferase 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2966c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	7	7	55.0	612.0	557.0	3.48	0.00060	0.06138
Rv2967c	pca	pyruvate carboxylase 	63	49	1529.0	713.7	-815.3	-1.10	0.02480	0.82460
Rv2968c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	1	140.0	93.1	-46.9	-0.59	1.00000	1.00000
Rv2969c	-	POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN 	11	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2970A	-	hypothetical protein Rv2970A 	4	4	787.0	572.7	-214.3	-0.46	0.67020	1.00000
Rv2970c	lipN	PROBABLE LIPASE/ESTERASE LIPN 	17	16	2538.0	1383.3	-1154.7	-0.88	0.11890	1.00000
Rv2971	-	PROBABLE OXIDOREDUCTASE 	15	3	48.0	220.6	172.6	2.20	0.89720	1.00000
Rv2972c	-	POSSIBLE CONSERVED MEMBRANE OR EXPORTED PROTEIN 	12	10	1734.0	1696.1	-37.9	-0.03	0.98060	1.00000
Rv2973c	recG	PROBABLE ATP-DEPENDENT DNA HELICASE RECG 	30	24	1658.0	1747.9	89.9	0.08	0.86820	1.00000
Rv2974c	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	20	16	1825.0	1940.7	115.7	0.09	0.86340	1.00000
Rv2975c	-	hypothetical protein Rv2975c 	2	1	112.0	91.1	-20.9	-0.30	1.00000	1.00000
Rv2976c	ung	uracil-DNA glycosylase 	8	6	651.0	311.8	-339.2	-1.06	0.20620	1.00000
Rv2977c	thiL	thiamine monophosphate kinase 	9	2	81.0	12.5	-68.5	-2.70	1.00000	1.00000
Rv2978c	-	PROBABLE TRANSPOSASE 	12	8	297.0	824.1	527.1	1.47	0.11130	1.00000
Rv2979c	-	PROBABLE RESOLVASE 	7	7	650.0	627.4	-22.6	-0.05	0.91810	1.00000
Rv2980	-	POSSIBLE CONSERVED SECRETED PROTEIN 	6	4	6.0	7.7	1.7	0.36	1.00000	1.00000
Rv2981c	ddl	D-alanyl-alanine synthetase A 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2982c	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase 	13	11	1303.0	1762.3	459.3	0.44	0.43970	1.00000
Rv2983	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	6	4	6.0	70.0	64.0	3.54	0.02780	0.85892
Rv2984	ppk	polyphosphate kinase 	32	2	3.0	0.0	-3.0	-1.58	0.33280	1.00000
Rv2985	mutT1	POSSIBLE HYDROLASE MUTT1 	15	11	448.0	929.6	481.6	1.05	0.09770	1.00000
Rv2986c	hupB	PROBABLE DNA-BINDING PROTEIN HU HOMOLOG HUPB (HISTONE-LIKE PROTEIN) (HLP) (21-KDA LAMININ-2-BINDING PROTEIN) 	8	1	0.0	7.7	7.7	2.94	1.00000	1.00000
Rv2987c	leuD	isopropylmalate isomerase small subunit 	10	1	0.0	4.8	4.8	2.26	1.00000	1.00000
Rv2988c	leuC	isopropylmalate isomerase large subunit 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2989	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	6	391.0	67.2	-323.8	-2.54	0.30640	1.00000
Rv2990c	-	hypothetical protein Rv2990c 	18	16	3286.0	2412.7	-873.3	-0.45	0.39510	1.00000
Rv2991	-	hypothetical protein Rv2991 	5	5	1057.0	834.6	-222.4	-0.34	0.76220	1.00000
Rv2992c	gltX	glutamyl-tRNA synthetase 	19	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv2993c	-	POSSIBLE 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) 	9	3	11.0	219.7	208.7	4.32	0.09880	1.00000
Rv2994	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	17	1221.0	1318.1	97.1	0.11	0.84880	1.00000
Rv2995c	leuB	3-isopropylmalate dehydrogenase 	10	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2996c	serA1	PROBABLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA1 (PGDH) 	11	1	0.0	1.0	1.0	-0.06	1.00000	1.00000
Rv2997	-	POSSIBLE ALANINE RICH DEHYDROGENASE 	16	12	652.0	648.5	-3.5	-0.01	0.99010	1.00000
Rv2998	-	hypothetical protein Rv2998 	5	5	740.0	254.2	-485.8	-1.54	0.72960	1.00000
Rv2998A	-	hypothetical protein Rv2998A 	2	1	6.0	0.0	-6.0	-2.58	1.00000	1.00000
Rv2999	lppY	PROBABLE CONSERVED LIPOPROTEIN LPPY 	11	7	949.0	707.0	-242.0	-0.42	0.70180	1.00000
Rv3000	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	8	5	287.0	370.3	83.3	0.37	0.75280	1.00000
Rv3001c	ilvC	ketol-acid reductoisomerase 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3002c	ilvH	acetolactate synthase 3 regulatory subunit 	4	1	1.0	8.6	7.6	3.11	1.00000	1.00000
Rv3003c	ilvB1	acetolactate synthase 1 catalytic subunit 	15	1	0.0	1.0	1.0	-0.06	1.00000	1.00000
Rv3004	cfp6	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 6 (CFP-6) 	4	3	43.0	142.0	99.0	1.72	0.50910	1.00000
Rv3005c	-	hypothetical protein Rv3005c 	21	20	1751.0	2544.1	793.1	0.54	0.31180	1.00000
Rv3006	lppZ	PROBABLE CONSERVED LIPOPROTEIN LPPZ 	16	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3007c	-	POSSIBLE OXIDOREDUCTASE 	9	9	1346.0	1332.5	-13.5	-0.01	0.97710	1.00000
Rv3008	-	hypothetical protein Rv3008 	18	17	2459.0	2524.0	65.0	0.04	0.91730	1.00000
Rv3009c	gatB	aspartyl/glutamyl-tRNA amidotransferase subunit B 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3010c	pfkA	6-phosphofructokinase 	11	11	640.0	799.1	159.1	0.32	0.65420	1.00000
Rv3011c	gatA	aspartyl/glutamyl-tRNA amidotransferase subunit A 	23	5	3.0	41.3	38.3	3.78	0.96280	1.00000
Rv3012c	gatC	aspartyl/glutamyl-tRNA amidotransferase subunit C 	0	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3013	-	hypothetical protein Rv3013 	8	7	1508.0	1099.4	-408.6	-0.46	0.73830	1.00000
Rv3014c	ligA	NAD-dependent DNA ligase LigA 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3015c	-	hypothetical protein Rv3015c 	9	6	326.0	455.7	129.7	0.48	0.52470	1.00000
Rv3016	lpqA	PROBABLE LIPOPROTEIN LPQA 	11	9	1101.0	1784.3	683.3	0.70	0.08090	1.00000
Rv3017c	esxQ	ESAT-6 LIKE PROTEIN ESXQ (TB12.9) (ESAT-6 LIKE PROTEIN 8) 	10	9	3304.0	3190.7	-113.3	-0.05	0.94010	1.00000
Rv3018A	PE27A	PE FAMILY PROTEIN 	0	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3018c	PPE46	PPE FAMILY PROTEIN 	28	21	3960.0	3726.0	-234.0	-0.09	0.91180	1.00000
Rv3019c	esxR	SECRETED ESAT-6 LIKE PROTEIN ESXR (TB10.3) (ESAT-6 LIKE PROTEIN 9) 	9	7	1592.0	1257.7	-334.3	-0.34	0.63490	1.00000
Rv3020c	esxS	ESAT-6 LIKE PROTEIN ESXS 	8	8	748.0	433.6	-314.4	-0.79	0.55560	1.00000
Rv3021c	PPE47	PPE FAMILY PROTEIN 	22	9	516.0	871.1	355.1	0.76	0.52570	1.00000
Rv3022A	PE29	PE FAMILY PROTEIN 	6	6	560.0	662.9	102.9	0.24	0.79410	1.00000
Rv3022c	PPE48	PPE FAMILY PROTEIN 	5	5	1191.0	1184.8	-6.2	-0.01	0.99260	1.00000
Rv3023c	-	PROBABLE TRANSPOSASE 	16	16	1139.0	1201.1	62.1	0.08	0.88410	1.00000
Rv3024c	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase 	13	8	362.0	520.9	158.9	0.53	0.41230	1.00000
Rv3025c	iscS	PROBABLE CYSTEINE DESULFURASE ISCS (NIFS PROTEIN HOMOLOG) (NITROGENASE METALLOCLUSTERS BIOSYNTHESIS PROTEIN NIFS) 	17	9	20.0	29.7	9.7	0.57	0.52150	1.00000
Rv3026c	-	hypothetical protein Rv3026c 	10	8	1359.0	1128.2	-230.8	-0.27	0.80360	1.00000
Rv3027c	-	hypothetical protein Rv3027c 	18	16	1572.0	2146.0	574.0	0.45	0.42650	1.00000
Rv3028c	fixB	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (ALPHA-SUBUNIT) FIXB (ALPHA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN LARGE SUBUNIT) (ETFLS) 	11	1	3.0	0.0	-3.0	-1.58	1.00000	1.00000
Rv3029c	fixA	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (BETA-SUBUNIT) FIXA (BETA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN SMALL SUBUNIT) (ETFSS) 	8	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3030	-	hypothetical protein Rv3030 	11	3	0.0	60.4	60.4	5.92	0.09970	1.00000
Rv3031	-	hypothetical protein Rv3031 	20	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv3032	-	POSSIBLE TRANSFERASE 	10	3	4.0	22.1	18.1	2.46	0.30870	1.00000
Rv3033	-	hypothetical protein Rv3033 	3	3	559.0	560.2	1.2	0.00	1.00000	1.00000
Rv3034c	-	POSSIBLE TRANSFERASE 	13	3	673.0	897.0	224.0	0.41	1.00000	1.00000
Rv3035	-	hypothetical protein Rv3035 	18	14	88.0	106.5	18.5	0.28	0.80970	1.00000
Rv3036c	TB22.2	PROBABLE CONSERVED SECRETED PROTEIN TB22.2 	16	16	4784.0	6627.0	1843.0	0.47	0.55850	1.00000
Rv3037c	-	hypothetical protein Rv3037c 	15	11	1074.0	1439.0	365.0	0.42	0.57490	1.00000
Rv3038c	-	hypothetical protein Rv3038c 	13	2	1.0	1.9	0.9	0.94	1.00000	1.00000
Rv3039c	echA17	enoyl-CoA hydratase 	10	3	86.0	193.8	107.8	1.17	0.69970	1.00000
Rv3040c	-	hypothetical protein Rv3040c 	13	9	470.0	314.7	-155.3	-0.58	0.77770	1.00000
Rv3041c	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	9	9	221.0	697.4	476.4	1.66	0.11480	1.00000
Rv3042c	serB2	phosphoserine phosphatase 	11	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3043c	ctaD	PROBABLE CYTOCHROME C OXIDASE POLYPEPTIDE I CTAD (CYTOCHROME AA3 SUBUNIT 1) 	26	3	45.0	13.4	-31.6	-1.74	0.69540	1.00000
Rv3044	fecB	PROBABLE FEIII-DICITRATE-BINDING PERIPLASMIC LIPOPROTEIN FECB 	16	13	620.0	701.3	81.3	0.18	0.77690	1.00000
Rv3045	adhC	PROBABLE NADP-DEPENDENT ALCOHOL DEHYDROGENASE ADHC 	20	19	1963.0	2276.5	313.5	0.21	0.71670	1.00000
Rv3046c	-	hypothetical protein Rv3046c 	2	2	64.0	60.4	-3.6	-0.08	1.00000	1.00000
Rv3047c	-	hypothetical protein Rv3047c 	5	5	462.0	486.4	24.4	0.07	0.92900	1.00000
Rv3048c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	23	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv3049c	-	PROBABLE MONOOXYGENASE 	33	33	9191.0	8535.1	-655.9	-0.11	0.79070	1.00000
Rv3050c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	8	7	762.0	1501.3	739.3	0.98	0.37490	1.00000
Rv3051c	nrdE	ribonucleotide-diphosphate reductase subunit alpha 	55	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3052c	nrdI	ribonucleotide reductase stimulatory protein 	14	1	0.0	80.6	80.6	6.33	1.00000	1.00000
Rv3053c	nrdH	PROBABLE GLUTAREDOXIN ELECTRON TRANSPORT COMPONENT OF NRDEF (GLUTAREDOXIN-LIKE PROTEIN) NRDH 	8	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3054c	-	hypothetical protein Rv3054c 	6	6	737.0	832.7	95.7	0.18	0.85680	1.00000
Rv3055	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	7	896.0	362.6	-533.4	-1.31	0.34850	1.00000
Rv3056	dinP	DNA polymerase IV 	20	18	2512.0	2240.0	-272.0	-0.17	0.75850	1.00000
Rv3057c	-	short chain dehydrogenase 	18	17	2822.0	1030.3	-1791.7	-1.45	0.02810	0.85892
Rv3058c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	9	859.0	487.3	-371.7	-0.82	0.15000	1.00000
Rv3059	cyp136	PROBABLE CYTOCHROME P450 136 CYP136 	24	23	3815.0	4340.0	525.0	0.19	0.67970	1.00000
Rv3060c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	24	18	1671.0	1737.3	66.3	0.06	0.89720	1.00000
Rv3061c	fadE22	PROBABLE ACYL-CoA DEHYDROGENASE FADE22 	23	22	1459.0	1194.4	-264.6	-0.29	0.48830	1.00000
Rv3062	ligB	ATP-dependent DNA ligase 	20	15	1570.0	1627.0	57.0	0.05	0.92920	1.00000
Rv3063	cstA	PROBABLE CARBON STARVATION PROTEIN A HOMOLOG CSTA 	30	27	3601.0	4586.5	985.5	0.35	0.30050	1.00000
Rv3064c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	9	1800.0	1652.9	-147.1	-0.12	0.92130	1.00000
Rv3065	mmr	MULTIDRUGS-TRANSPORT INTEGRAL MEMBRANE PROTEIN MMR 	9	8	1895.0	1946.5	51.5	0.04	0.94350	1.00000
Rv3066	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY DEOR-FAMILY) 	10	9	1196.0	1326.7	130.7	0.15	0.84260	1.00000
Rv3067	-	hypothetical protein Rv3067 	8	6	1660.0	1132.0	-528.0	-0.55	0.62520	1.00000
Rv3068c	pgmA	phosphoglucomutase 	32	27	4178.0	4013.8	-164.2	-0.06	0.88150	1.00000
Rv3069	ccrB	camphor resistance protein CrcB 	6	5	446.0	274.4	-171.6	-0.70	0.44620	1.00000
Rv3070	ccrB	camphor resistance protein CrcB 	9	8	611.0	1018.8	407.8	0.74	0.27300	1.00000
Rv3071	-	hypothetical protein Rv3071 	16	14	772.0	1047.6	275.6	0.44	0.56350	1.00000
Rv3072c	-	hypothetical protein Rv3072c 	9	9	644.0	932.5	288.5	0.53	0.44800	1.00000
Rv3073c	-	hypothetical protein Rv3073c 	4	4	326.0	70.0	-256.0	-2.22	0.37290	1.00000
Rv3074	-	hypothetical protein Rv3074 	15	11	1908.0	1274.9	-633.1	-0.58	0.42440	1.00000
Rv3075c	-	hypothetical protein Rv3075c 	16	14	1110.0	1247.1	137.1	0.17	0.79470	1.00000
Rv3076	-	hypothetical protein Rv3076 	5	5	422.0	132.4	-289.6	-1.67	0.31210	1.00000
Rv3077	-	POSSIBLE HYDROLASE 	37	32	4481.0	3490.0	-991.0	-0.36	0.39770	1.00000
Rv3078	hab	PROBABLE HYDROXYLAMINOBENZENE MUTASE HAB 	6	6	94.0	377.0	283.0	2.00	0.07670	1.00000
Rv3079c	-	hypothetical protein Rv3079c 	17	13	1687.0	1934.0	247.0	0.20	0.75990	1.00000
Rv3080c	pknK	PROBABLE SERINE/THREONINE-PROTEIN KINASE TRANSCRIPTIONAL REGULATORY PROTEIN PKNK (PROTEIN KINASE K) (STPK K) 	32	28	1780.0	1801.6	21.6	0.02	0.96320	1.00000
Rv3081	-	hypothetical protein Rv3081 	18	12	952.0	524.7	-427.3	-0.86	0.29910	1.00000
Rv3082c	virS	VIRULENCE-REGULATING TRANSCRIPTIONAL REGULATOR VIRS (ARAC/XYLS FAMILY) 	19	16	1010.0	870.1	-139.9	-0.22	0.73030	1.00000
Rv3083	-	PROBABLE MONOOXYGENASE (HYDROXYLASE) 	26	24	1311.0	2199.7	888.7	0.75	0.19790	1.00000
Rv3084	lipR	PROBABLE ACETYL-HYDROLASE/ESTERASE LIPR 	14	13	449.0	664.8	215.8	0.57	0.26130	1.00000
Rv3085	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	4	4	237.0	75.8	-161.2	-1.64	0.22920	1.00000
Rv3086	adhD	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE ADHD (ALDEHYDE REDUCTASE) 	11	11	617.0	1546.4	929.4	1.33	0.03560	1.00000
Rv3087	-	hypothetical protein Rv3087 	14	14	1161.0	1232.7	71.7	0.09	0.86650	1.00000
Rv3088	-	hypothetical protein Rv3088 	13	11	2353.0	1507.1	-845.9	-0.64	0.37690	1.00000
Rv3089	fadD13	PROBABLE CHAIN-FATTY-ACID-CoA LIGASE FADD13 (FATTY-ACYL-CoA SYNTHETASE) 	22	20	1601.0	1669.2	68.2	0.06	0.92090	1.00000
Rv3090	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	9	9	857.0	883.5	26.5	0.04	0.95480	1.00000
Rv3091	-	hypothetical protein Rv3091 	15	14	2530.0	2430.0	-100.0	-0.06	0.90880	1.00000
Rv3092c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	9	2886.0	1981.0	-905.0	-0.54	0.44900	1.00000
Rv3093c	-	HYPOTHETICAL OXIDOREDUCTASE 	16	12	830.0	869.1	39.1	0.07	0.94340	1.00000
Rv3094c	-	hypothetical protein Rv3094c 	11	10	1399.0	1692.2	293.2	0.27	0.68490	1.00000
Rv3095	-	HYPOTHETICAL TRANSCRIPTIONAL REGULATORY PROTEIN 	8	8	1642.0	1387.2	-254.8	-0.24	0.76910	1.00000
Rv3096	-	hypothetical protein Rv3096 	15	13	3264.0	3241.6	-22.4	-0.01	0.98900	1.00000
Rv3097c	PE_PGRS63	PE-PGRS FAMILY PROTEIN, PROBABLY TRIACYLGLYCEROL LIPASE (ESTERASE/LIPASE) (TRIGLYCERIDE LIPASE) (TRIBUTYRASE) 	28	27	8443.0	7406.0	-1037.0	-0.19	0.73350	1.00000
Rv3098c	-	hypothetical protein Rv3098c 	8	5	1132.0	756.9	-375.1	-0.58	0.37320	1.00000
Rv3099c	-	hypothetical protein Rv3099c 	6	6	560.0	788.6	228.6	0.49	0.37870	1.00000
Rv3100c	smpB	SsrA-binding protein 	4	1	29.0	1.9	-27.1	-3.92	1.00000	1.00000
Rv3101c	ftsX	PUTATIVE CELL DIVISION PROTEIN FTSX (SEPTATION COMPONENT-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER) 	18	11	307.0	654.3	347.3	1.09	0.13850	1.00000
Rv3102c	ftsE	PUTATIVE CELL DIVISION ATP-BINDING PROTEIN FTSE (SEPTATION COMPONENT-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER) 	8	8	107.0	635.1	528.1	2.57	0.05530	1.00000
Rv3103c	-	HYPOTHETICAL PROLINE-RICH PROTEIN 	7	7	1770.0	1413.1	-356.9	-0.32	0.89900	1.00000
Rv3104c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	11	1093.0	1213.5	120.5	0.15	0.84510	1.00000
Rv3105c	prfB	peptide chain release factor 2 	17	2	203.0	38.4	-164.6	-2.40	1.00000	1.00000
Rv3106	fprA	NADPH:ADRENODOXIN OXIDOREDUCTASE FPRA (NADPH-FERREDOXIN REDUCTASE) 	18	15	1497.0	2008.8	511.8	0.42	0.59340	1.00000
Rv3107c	agpS	POSSIBLE ALKYLDIHYDROXYACETONEPHOSPHATE SYNTHASE AGPS (ALKYL-DHAP SYNTHASE) (ALKYLGLYCERONE-PHOSPHATE SYNTHASE) 	22	18	1707.0	1240.4	-466.6	-0.46	0.46570	1.00000
Rv3108	-	hypothetical protein Rv3108 	7	7	220.0	206.3	-13.7	-0.09	0.90350	1.00000
Rv3109	moaA1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1 	41	20	1327.0	961.2	-365.8	-0.47	0.48170	1.00000
Rv3110	moaB1	PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB1 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) 	9	4	1046.0	1321.9	275.9	0.34	0.79000	1.00000
Rv3111	moaC	molybdenum cofactor biosynthesis protein C 	13	11	437.0	499.8	62.8	0.19	0.77040	1.00000
Rv3112	moaD1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D MOAD1 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	7	4	2.0	90.2	88.2	5.49	0.01730	0.70843
Rv3113	-	POSSIBLE PHOSPHATASE 	8	5	103.0	139.1	36.1	0.43	0.47260	1.00000
Rv3114	-	hypothetical protein Rv3114 	8	8	306.0	567.0	261.0	0.89	0.24290	1.00000
