Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv2089c,pepE,Dipeptidase PepE,NE,intermediary metabolism and respiration,-0.18,0.23,-0.15,0.86,-0.12,-4.7,1.39,-0.11,0.64,1.61,0.51,-0.07,-0.58,-0.48,0.86,-0.49,-0.03,0.23,-0.31,-0.99,-0.13,1.16,-0.31,1.09,-0.31,-0.24,1.7,0.87,0.33,0.99,-0.74,-0.57,0.84,-0.24,0.14,0.74,0.35,-0.27,-1.83,-0.71,0.24,1.3,0.6,-0.69,-2.35,0.05,0.43,0.24,0.04,0.41,0.49,0.04,-0.46,0.06,-3.33,0.51,0.37,-3.7,0.24,2.13,-3.14,-0.25,-0.29,-1.66,5.7754876978617515,-3.0273521443565192,0.9919468671900769,-18.763933,34.092724,3
Rv2090,-,Probable 5'-3' exonuclease,NE,information pathways,-0.03,0.13,-0.28,0.54,-0.02,2.28,0.1,-0.06,0.15,0.04,-0.44,-0.2,0.23,-0.16,-0.0,-0.04,0.39,-0.06,0.89,0.11,0.12,-0.59,-0.18,0.11,0.1,-0.61,0.99,2.07,0.49,1.16,2.89,1.14,-0.66,0.33,0.22,2.18,0.44,0.05,0.63,-0.1,-0.13,-0.07,-0.13,-0.06,1.03,0.06,-0.26,-0.08,-0.17,0.68,0.29,-0.41,-0.1,-0.07,-0.06,-0.09,-0.33,0.44,-0.12,0.52,-0.15,0.19,0.77,-0.3,-4.2183225878917,-0.6167458350762561,-1.7782900477239705,27.38687,-24.73746,4
Rv2091c,-,Probable membrane protein,NE,cell wall and cell processes,0.35,0.02,-0.09,-2.6,-0.39,0.99,0.07,-0.37,-0.2,-0.11,2.36,0.76,-1.61,0.5,-0.25,-0.1,0.03,-0.08,0.1,-0.47,-0.51,-5.4,1.61,1.45,3.99,-2.85,1.84,7.59,0.36,1.32,3.93,-2.78,-1.46,-0.21,0.09,-1.0,0.29,-0.19,-0.24,4.24,3.35,-1.58,-1.41,0.17,4.48,-0.71,-2.52,0.16,0.34,0.01,-0.22,1.25,-1.06,-0.18,0.39,-2.01,0.0,0.14,-2.56,-1.67,0.46,-0.52,0.24,-6.35,-5.692094469604326,8.487492947199497,3.4785138082114893,-3.7090285,-36.486137,1
Rv2092c,helY,ATP-dependent DNA helicase HelY,NE,information pathways,0.14,0.23,-0.02,-0.35,-0.09,0.5,-0.34,0.03,-0.24,-0.3,-0.62,-0.32,0.3,-0.29,-0.06,0.28,-0.32,-0.17,-0.11,0.35,-0.23,1.45,-1.68,2.07,0.53,-0.09,0.29,-1.12,0.05,1.06,-0.82,-0.43,0.33,0.29,0.34,-0.0,0.41,-0.15,0.22,-0.27,-0.16,0.49,0.24,-0.25,0.64,-0.34,-0.26,0.31,0.23,-0.58,-1.42,0.32,-0.1,-0.12,0.72,0.57,-0.58,0.53,0.26,-0.63,-0.56,-0.74,0.54,1.07,-1.1725663480574644,0.9481057154593612,1.0442649861479254,21.488905,-6.9426117,0
Rv2093c,tatC,Sec-independent protein translocase transmembrane protein TatC,GD,cell wall and cell processes,0.81,0.97,0.3,-2.04,0.41,0.0,0.61,-1.8,0.57,0.69,0.0,0.0,0.0,-0.0,-1.11,3.24,1.62,2.52,3.58,-0.58,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-1.11,0.0,-0.91,-1.69,2.42,-3.81,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.49,-0.08,1.33,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011535734186535038,-0.7072181855290962,-1.832284415192836,4.3477454,9.067374,1
Rv2094c,tatA,Sec-independent protein translocase membrane-bound protein TatA,Uncertain,cell wall and cell processes,-0.14,-0.14,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.14,0.0,-0.14,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.826316427765275,1.092057464207716,0.8115039619252676,15.143278,-33.680725,0
Rv2095c,pafC,Proteasome accessory factor C PafC,NE,intermediary metabolism and respiration,0.04,-0.03,0.21,-0.08,0.19,1.17,0.17,0.19,0.37,0.13,-0.24,-0.29,-0.04,0.32,-0.37,0.21,-0.01,-0.08,-0.17,0.32,-0.18,0.2,-0.38,0.8,0.47,-0.13,0.99,0.67,-0.12,-1.68,-1.86,0.03,-1.4,-0.11,-0.01,1.94,0.14,-0.66,1.41,-0.1,0.59,0.65,0.61,-0.04,0.71,-0.18,-0.17,0.11,-0.04,0.31,0.18,-0.48,-0.36,-0.28,-0.32,0.18,0.15,-0.39,-0.11,0.91,-0.25,-0.79,-0.09,-0.13,0.9490341082516498,0.9599740631094991,-0.13301807298115242,-11.809419,21.764652,0
Rv2096c,pafB,Proteasome accessory factor B PafB,NE,intermediary metabolism and respiration,-0.35,-0.38,0.05,0.52,-0.09,-0.35,0.49,0.03,0.11,0.53,0.1,0.73,0.63,-0.66,0.14,0.72,0.31,-0.05,0.45,0.11,-0.14,-0.6,-0.14,0.52,0.99,-0.13,-2.05,-1.38,0.07,-1.32,-0.63,0.09,-0.99,-0.48,-0.53,-0.17,0.27,-1.33,1.18,-0.14,0.76,-0.43,-0.17,0.26,-0.96,-0.25,-0.31,-0.17,-0.61,0.41,0.34,-0.06,-0.24,-0.04,-1.02,0.06,1.18,-0.99,-0.45,-0.4,1.58,0.15,-2.44,-0.88,-1.4792767303063663,-0.8218798858740862,1.4668297431134705,4.5249286,-10.439631,0
Rv2097c,pafA,Proteasome accessory factor a PafA,NE,intermediary metabolism and respiration,1.33,1.28,-0.46,0.28,-1.15,0.0,-0.62,-0.28,-2.14,-1.59,0.0,-0.1,-0.1,0.0,-1.49,0.45,0.18,-0.34,0.05,-1.54,-0.5,0.0,0.0,0.24,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,-0.59,0.0,-5.04,1.8,-1.72,-2.54,1.51,0.25,2.01,4.01,2.78,-0.88,-1.76,-1.08,-2.26,0.68,0.14,-1.27,-0.25,0.31,1.68,0.0,0.59,1.21,0.0,0.0,-1.46,0.0,1.46,-3.44,14.780012727687497,8.3449888942501,-2.820502833021703,-29.373287,27.556284,0
Rv2100,-,hypothetical protein,NE,insertion seqs and phages,0.31,0.34,0.16,0.51,0.13,-2.01,-0.26,-0.04,-0.1,-0.16,0.11,-0.17,-0.28,0.16,0.33,0.19,0.28,-0.04,0.01,0.21,0.15,0.83,0.09,0.41,-0.06,0.37,1.13,0.46,0.16,0.57,-0.44,-0.18,-0.34,0.23,0.15,-0.11,0.39,0.36,-0.52,-0.17,0.67,0.06,-0.06,-0.13,-0.19,0.13,0.13,-0.18,-0.38,0.57,0.25,-0.09,-0.07,0.01,-0.16,-0.18,-0.05,0.41,0.33,1.04,-0.21,0.68,0.28,-0.23,-1.799767006142107,-0.8895794866107497,-0.04102335721248157,-11.388932,-22.404678,0
Rv2101,helZ,Probable helicase HelZ,NE,information pathways,0.17,0.16,-0.09,0.37,-0.33,-5.54,0.29,-0.19,0.28,0.19,-0.21,-0.2,0.01,-0.35,0.14,0.28,0.11,-0.05,-0.13,-0.02,0.04,0.34,-0.3,-0.94,-1.81,-0.53,0.46,0.18,0.06,0.05,0.02,0.31,-0.43,0.17,-0.04,-0.12,0.44,0.15,0.27,-0.19,-0.16,0.1,-0.12,-0.22,-0.07,-0.08,-0.26,-0.04,-0.24,0.06,0.12,0.2,0.01,-0.04,0.84,-0.14,-0.24,1.15,0.05,-0.31,0.39,-0.22,0.06,0.54,-1.0620040120665126,-0.9661088564519626,1.129701524739105,15.380276,-4.9364576,3
Rv2102,-,hypothetical protein,NE,conserved hypotheticals,0.31,0.33,-0.11,1.23,-0.19,-4.18,0.87,-0.09,0.94,0.77,-0.3,0.17,0.47,0.55,-0.61,-0.17,-0.18,-0.2,-0.29,-0.01,0.4,0.22,-0.46,0.82,1.13,0.54,0.29,0.32,0.26,0.54,0.0,-0.32,-1.29,0.04,0.23,-0.08,0.53,0.09,2.07,-0.15,-0.07,0.29,-0.09,-0.37,0.85,-0.11,0.02,0.34,0.11,-0.22,-0.42,-0.38,0.44,-0.09,0.9,-0.12,-0.38,0.36,0.85,1.01,-0.08,1.55,0.51,-0.96,-4.812590079965537,-3.0503296787574397,-1.859118156319505,19.78348,18.272488,3
Rv2103c,vapC37,Possible toxin VapC37 Contains PIN domain,NE,"virulence, detoxification, adaptation",-0.05,-0.38,0.58,-0.82,0.45,-3.21,-0.37,0.61,0.02,0.26,0.5,-0.4,-0.9,-0.98,-0.01,0.12,-0.49,-0.43,-0.12,0.4,0.31,-2.19,3.07,0.6,3.05,0.25,1.59,4.34,0.56,3.01,5.03,-0.17,1.72,-0.41,-0.64,-0.34,-0.05,-0.26,-0.62,-0.38,-0.99,-0.86,-1.18,-0.31,-0.68,0.04,0.05,-0.35,-0.72,-0.33,-0.17,0.24,0.02,0.08,1.77,-0.34,-0.07,1.68,-0.05,0.44,0.97,-0.12,-0.35,0.35,-1.0782392242508028,-0.6661591014299278,0.9774735933564206,14.648971,-3.228131,3
Rv2104c,vapB37,Possible antitoxin VapB37,NE,"virulence, detoxification, adaptation",0.57,0.5,-0.0,0.27,-0.53,0.0,-1.03,0.01,-3.33,-3.4,-1.58,1.98,3.56,0.9,1.09,-1.65,-0.08,-0.46,0.3,0.11,0.48,-5.77,0.0,-2.79,0.0,-3.12,-5.77,0.0,0.0,-5.77,0.0,0.0,0.0,0.98,0.98,-0.07,-1.59,0.74,3.51,0.5,-1.8,1.29,1.3,0.01,9.25,-0.48,-2.0,-0.37,0.52,0.61,-0.24,-0.07,0.14,-0.45,1.82,-0.55,0.05,-6.53,-2.55,1.25,6.8,-0.19,-6.79,-0.48,-5.3698055420459125,3.50415581953219,7.90011001171287,-1.2235796,-44.810863,1
Rv2105,-,Putative transposase for insertion sequence element IS6110 (fragment),NE,insertion seqs and phages,-0.48,-0.5,0.35,-0.37,0.23,-1.77,0.3,0.09,-0.07,-0.2,0.17,0.03,-0.14,1.09,0.04,0.05,0.24,-0.36,0.85,-2.43,0.46,1.07,0.14,-1.0,-0.96,1.12,-0.32,-1.49,-0.09,0.57,-0.56,-0.06,-1.72,-0.59,-0.35,0.52,-1.09,-0.93,0.2,-0.36,0.42,1.64,1.22,-0.42,0.62,0.08,-0.08,-0.04,0.12,-0.24,-0.35,0.06,-0.07,0.08,0.38,-0.17,1.1,-0.03,-0.32,-1.74,-0.4,0.29,0.0,0.76,-2.873660738229123,-3.449007009646457,-2.0493693682141987,13.249521,13.512304,0
Rv2106,-,Probable transposase,NE,insertion seqs and phages,-0.35,-0.49,0.06,-0.09,0.01,0.71,0.04,-0.02,-0.14,0.09,-0.01,0.19,0.2,1.0,-0.2,0.33,0.44,-0.37,0.6,-3.25,0.6,0.41,-0.01,0.15,0.1,0.35,0.34,0.11,0.18,0.57,0.14,-0.02,3.01,-0.57,-0.33,0.54,-1.18,-0.86,0.38,-0.07,0.33,1.68,1.33,-0.35,0.69,0.11,-0.02,0.05,0.25,-0.21,-0.14,-0.17,0.28,-0.0,-0.2,-0.06,0.55,0.13,-0.07,-0.1,0.04,0.52,0.03,0.87,4.432553305135679,-0.9861549909420187,0.7736727240062593,-4.7487054,43.299984,0
Rv2107,PE22,PE family protein PE22,NE,PE/PPE,-0.4,-0.25,0.22,0.26,-0.28,-3.76,0.86,-0.15,-0.08,-0.01,-0.62,-0.16,0.46,-0.13,0.31,0.38,-0.31,-0.15,-0.37,0.35,-0.14,0.93,0.02,2.21,1.5,0.22,1.18,0.99,0.74,-0.24,-2.64,-1.46,-1.95,-0.42,-0.27,-0.59,-2.47,-1.88,-0.19,-0.27,0.42,-0.28,-0.42,-0.14,-1.02,0.07,0.53,-0.29,-0.41,-0.78,-0.81,0.13,-0.22,0.05,0.81,0.04,-0.17,0.75,0.13,0.25,1.26,0.97,-1.03,-0.6,-0.7677784948540792,6.407767785150067,2.2255848369546047,-0.53304106,-50.177402,3
Rv2108,PPE36,PPE family protein PPE36,NE,PE/PPE,0.02,0.07,0.05,0.72,-0.18,0.05,0.35,0.17,0.04,0.34,0.23,0.1,-0.13,0.07,0.19,0.2,-0.08,-0.22,-0.26,-0.21,-0.05,0.26,-0.21,-0.55,-0.52,0.29,0.6,0.52,0.18,0.51,-0.59,-0.84,-1.08,-0.03,0.04,0.18,-0.35,-0.59,0.17,-0.18,-0.6,-0.25,-0.07,0.19,0.19,-0.04,-0.33,0.41,0.52,0.12,-0.01,0.27,0.12,0.09,-0.49,0.05,-0.19,-0.77,0.17,0.5,-0.1,0.63,-0.08,-0.85,-10.638535540434845,10.040312307532162,-2.72837214897468,12.776613,-38.89751,0
Rv2111c,pup,Prokaryotic ubiquitin-like protein Pup,Uncertain,intermediary metabolism and respiration,1.35,3.77,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,-0.28,-2.19,-0.43,1.34,-2.19,-2.19,-2.19,-2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,-1.14,0.0,-1.14,-1.14,0.0,-0.79,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.80494028200967,8.019031725726078,-4.17082342966959,12.739789,-46.38273,0
Rv2112c,dop,Deamidase of pup Dop,NE,intermediary metabolism and respiration,1.36,1.35,-0.62,-0.46,-0.88,2.62,-1.19,-0.36,-2.84,-2.19,-2.06,-0.65,1.41,-0.48,-0.8,0.34,0.15,-0.25,-0.08,-1.13,0.23,-4.89,0.24,2.45,7.38,0.03,2.33,7.31,0.08,2.37,6.79,-0.47,3.17,0.07,0.18,0.37,0.26,2.74,0.08,-1.99,1.1,0.92,0.36,-0.56,2.03,-0.59,0.24,-0.43,-1.21,-0.37,-0.27,-0.31,0.08,0.35,0.7,0.71,1.59,-0.31,-0.01,-0.88,-0.42,0.89,0.94,0.49,-3.64192411033002,1.8100725929206851,-2.5159132891978833,13.948512,-46.914196,4
Rv2113,-,Probable integral membrane protein,GA,cell wall and cell processes,0.11,0.16,0.08,0.18,-0.05,3.41,-0.22,-0.07,-0.12,-0.21,0.16,-0.25,-0.41,0.17,-0.53,0.33,0.12,-0.22,-0.07,-0.17,-0.21,-1.3,0.69,0.64,2.2,0.25,0.07,2.35,0.98,0.65,1.06,-0.88,-0.74,0.25,0.29,-0.56,-0.18,0.0,0.56,0.11,-0.71,-0.21,-0.27,-0.06,-0.34,-0.0,-0.28,0.54,0.67,-0.32,-0.09,-0.36,0.1,0.07,-0.43,-0.08,-0.07,-0.24,0.23,0.08,-0.08,0.44,-0.25,-0.99,-2.8792108691988667,7.309383126824183,-5.35886946188971,13.40212,-46.45525,4
Rv2114,-,hypothetical protein,GA,conserved hypotheticals,0.1,-0.02,0.08,0.59,-0.13,1.45,0.84,-0.12,0.14,0.36,-0.02,0.05,0.07,-0.36,-0.29,1.02,0.17,-0.19,-0.09,-0.23,-0.29,-1.19,0.57,-0.04,0.88,-0.27,1.64,3.12,0.28,1.09,1.84,-0.44,0.55,0.21,-0.02,-0.01,0.63,-0.12,-0.14,0.62,-0.09,0.23,-0.09,-0.32,0.07,-0.24,-0.18,-0.08,-0.27,-0.9,-0.98,-0.42,0.14,-0.0,-0.22,-0.08,-0.33,0.43,-0.61,-0.56,-0.37,1.14,0.53,0.0,-4.299496839432774,8.428778679978215,-3.6196269019796836,13.317053,-46.411915,4
Rv2115c,mpa,Mycobacterial proteasome ATPase Mpa,NE,cell wall and cell processes,1.83,1.46,-0.68,-0.07,-1.62,0.0,1.54,-0.36,-2.13,0.88,0.24,1.34,-0.1,-0.77,-1.01,-0.36,-0.7,-0.62,-0.36,-1.59,-0.55,-0.74,-0.15,-0.63,0.1,-2.63,-0.74,0.0,0.0,-2.46,0.0,-0.17,0.0,-0.0,0.41,-2.26,-6.98,2.81,-0.42,-2.16,0.58,0.58,1.12,1.24,4.09,-1.09,-2.19,-1.28,-2.5,0.87,0.72,-0.26,-0.12,0.57,-0.05,0.0,0.85,-1.2,0.0,0.0,-2.24,0.53,0.17,-4.81,-2.8810312199760872,-2.236784066965793,-0.38591236976951704,-11.2448635,-23.190372,0
Rv2116,lppK,Conserved lipoprotein LppK,NE,cell wall and cell processes,0.33,0.33,-0.19,1.32,-0.31,3.98,-0.88,-0.2,-1.29,-0.37,-0.88,-0.29,0.58,-1.37,-0.1,-0.14,0.56,-0.45,0.23,-0.85,-0.12,-2.24,3.16,0.03,1.17,-1.1,-1.33,1.58,0.67,1.75,3.7,-0.28,-0.1,0.15,0.08,0.04,0.1,0.15,-1.66,-0.72,0.64,0.46,0.98,0.51,0.24,-0.11,-0.52,-0.04,-0.52,-0.68,-0.75,0.23,0.45,-0.07,-1.3,-0.19,0.83,-0.82,-0.65,-0.97,-0.29,-0.43,-0.7,-0.25,1.0919974629298481,4.834659549705189,1.0520557742974712,-23.45008,11.8006115,4
Rv2117,-,hypothetical protein,NE,conserved hypotheticals,0.99,-0.14,0.48,-4.7,-0.1,8.71,5.53,-0.3,5.24,6.08,2.61,1.19,-1.43,-0.73,-1.12,-0.75,-0.98,-0.9,1.68,-1.39,-0.44,2.01,-1.03,6.77,3.57,-1.58,0.0,-2.01,0.0,5.88,3.74,-0.52,0.0,1.19,1.4,-0.83,1.65,-0.09,4.37,0.45,-3.12,2.92,1.46,-1.45,1.21,-0.89,-2.35,1.33,0.42,0.15,0.07,-0.15,0.67,-0.4,2.66,-0.28,3.86,1.27,-0.7,0.25,-3.2,0.47,3.03,-1.45,-1.9015859350894537,-1.8429078537682624,0.8891666126889864,-17.036602,-21.021606,4
Rv2118c,-,RNA methyltransferase,NE,intermediary metabolism and respiration,-0.34,-0.28,-0.16,0.56,-0.16,-4.49,-1.47,-0.16,-1.27,-1.31,-0.49,-0.35,0.14,0.9,0.18,1.04,-0.2,-0.04,-0.17,-0.12,-0.23,1.71,0.08,1.31,-1.54,-1.14,1.41,-0.22,0.09,0.79,-1.22,-0.3,-0.37,-0.04,-0.2,-1.56,-0.08,0.53,-0.03,-0.69,-0.42,1.0,1.14,0.14,1.27,-0.29,-0.03,-0.5,-0.54,0.46,0.43,0.05,-0.19,-0.09,-0.58,0.68,0.38,-0.05,0.05,-1.01,-0.12,-1.36,0.0,1.06,-0.5400534536377828,-0.9535817662541349,0.10478500118023149,18.34962,4.190772,3
Rv2119,-,hypothetical protein,NE,conserved hypotheticals,0.09,0.11,-0.06,0.29,-0.11,1.47,-0.18,-0.11,-0.25,-0.06,0.77,0.58,-0.19,0.44,0.2,0.01,-0.17,0.12,-0.43,-0.29,0.49,-1.2,-0.59,-1.48,-0.51,-0.24,0.58,1.68,-0.1,0.3,0.95,-0.55,-0.98,-0.04,-0.22,-0.34,0.08,-0.1,-0.73,-0.09,-0.18,-0.47,0.0,0.48,-0.67,-0.22,0.12,-0.08,-0.13,0.13,-0.08,-0.26,0.1,0.04,-0.89,-0.19,0.61,-0.27,0.28,0.6,-0.77,-1.04,0.73,0.58,-6.969174298250357,-0.9828150076863863,-0.01197210229829833,16.888802,-29.907183,0
Rv2120c,-,Probable conserved integral membrane protein,NE,cell wall and cell processes,0.35,0.17,-0.32,2.47,-0.69,-2.26,0.22,-0.64,-0.31,0.0,-0.02,0.01,0.03,-0.95,-0.32,-0.07,-0.3,-0.15,-0.05,0.17,0.53,0.51,0.36,4.29,4.02,0.23,1.76,0.4,-0.85,4.1,3.19,-0.4,-2.56,0.26,0.08,1.42,0.15,0.7,-0.92,-0.09,-1.03,0.03,0.16,0.13,2.88,0.04,-0.03,-0.04,0.13,-0.0,0.13,-0.0,-0.03,-0.15,-2.56,-0.21,-0.79,-2.02,1.11,1.58,0.06,-4.49,-0.23,1.27,-1.7245838918813063,-1.7939817859440124,2.633443197079615,-2.1870563,-10.510616,3
Rv2123,PPE37,PPE family protein PPE37,NE,PE/PPE,-0.16,-0.14,0.38,0.11,0.39,0.62,0.43,0.03,0.34,0.1,-0.86,-0.04,0.81,-0.77,0.14,0.21,0.06,-0.2,-0.43,-0.11,-0.56,-1.82,0.83,1.33,3.27,0.12,1.28,3.12,0.02,-0.58,2.31,1.07,-0.08,0.09,-0.12,-0.68,-0.14,0.69,0.64,-0.18,-0.47,0.03,-0.09,-0.12,0.23,-0.01,0.28,-0.04,-0.25,-0.08,-0.34,0.12,0.22,0.01,-0.11,-0.05,0.36,-1.0,-0.01,-0.1,-0.3,0.14,0.25,0.08,-1.2715449028719046,1.6449018005363822,0.6852400596284401,21.858456,3.9125686,4
Rv2124c,metH,"5-methyltetrahydrofolate--homocystein methyltransferase MetH (methionine synthase, vitamin-B12 dependent isozyme) (ms)",NE,intermediary metabolism and respiration,0.05,0.13,0.01,0.17,0.08,-0.83,-0.01,0.24,-0.21,-0.17,0.73,0.6,-0.13,-0.58,0.45,-0.03,-0.34,-0.13,-0.39,0.04,-0.37,1.58,-0.96,-0.59,-2.17,0.0,-0.13,-2.87,-1.16,0.99,-0.26,0.33,0.37,0.14,0.15,0.56,-0.02,0.2,1.28,-0.12,4.13,-0.46,0.27,0.73,-0.97,0.14,0.66,0.28,0.27,0.59,0.24,0.14,0.06,-0.01,-0.56,-0.15,0.14,-0.09,0.74,-0.19,-0.37,-2.02,0.03,1.0,0.6148806141268994,-1.5534603255991084,1.8218277958560378,-6.653383,-4.031983,0
Rv2125,-,hypothetical protein,NE,conserved hypotheticals,-0.46,-0.36,-0.05,0.77,0.04,-2.7,0.67,-0.24,0.9,0.84,0.41,0.2,-0.21,-0.66,-0.08,0.27,0.42,-0.24,0.18,-0.11,-0.31,-0.06,-1.16,1.05,1.18,0.07,1.18,1.55,0.32,1.57,1.57,-0.06,0.41,-0.34,-0.34,-0.08,0.8,-0.36,0.14,0.64,-0.32,-0.15,-0.19,-0.05,1.28,-0.0,-0.15,-0.18,-0.5,0.78,0.64,0.24,-0.1,-0.13,-0.54,-0.09,0.18,-0.32,-0.66,-0.32,-0.54,0.01,0.42,0.73,-1.31917610748486,-1.4297529732773224,1.1002689863490116,2.7124567,-3.8351488,0
Rv2126c,PE_PGRS37,PE-PGRS family protein PE_PGRS37,NE,PE/PPE,0.82,0.88,-0.23,0.66,-0.32,-3.0,-0.6,-0.42,-0.52,-0.16,-1.58,-0.79,0.79,0.86,0.53,0.4,-0.0,0.3,0.31,0.26,0.12,1.81,0.6,-0.52,-2.1,0.23,1.54,-0.9,-0.63,1.75,1.06,1.13,1.53,0.74,0.97,-0.93,0.15,0.94,0.76,-0.15,-1.34,-0.66,0.12,0.78,-0.17,-0.13,-0.42,0.03,-0.19,0.22,-0.03,-0.6,0.32,-0.09,0.42,-0.33,0.99,1.92,0.43,0.78,0.53,0.44,-0.55,-0.48,2.521858352135159,-2.3526178579842028,-0.7197800877748093,-3.4145374,12.468946,3
Rv2127,ansP1,L-asparagine permease AnsP1,NE,cell wall and cell processes,0.19,0.08,0.15,0.41,-0.27,-0.66,-0.2,-0.18,0.04,-0.36,0.14,0.36,0.22,-0.5,-0.02,-0.64,-0.55,-0.5,-0.6,-0.3,-0.39,-0.19,-0.37,0.1,0.62,0.34,0.76,0.69,-0.26,0.83,1.43,0.42,-0.91,0.12,0.16,0.26,-1.19,-0.16,-0.7,0.04,-3.29,0.12,0.22,0.1,1.22,-0.33,-0.24,0.29,0.54,-0.84,-0.85,0.31,0.02,0.08,0.18,-1.18,-0.17,0.57,0.51,0.71,0.5,0.12,-0.13,0.01,-1.1557690375689962,-0.5692806922298532,1.714162174518024,31.249386,-0.5568087,0
