Rv_ID,gene_name,func_tuberculist,COG,u1,u2,u3
Rv2725c,hflX,intermediary metabolism and respiration,R,-0.22301103,4.0366945,10.713573
Rv2727c,miaA,intermediary metabolism and respiration,J,8.036305,-2.377528,12.58533
Rv2728c,-,conserved hypotheticals,S,8.417664,-3.2404156,13.104944
Rv2731,-,conserved hypotheticals,S,7.824957,-2.2345629,12.209399
Rv2732c,-,cell wall and cell processes,S,-2.7410827,-0.2593128,17.960377
Rv2733c,-,conserved hypotheticals,J,1.1377842,-6.470084,13.335679
Rv2735c,-,conserved hypotheticals,S,3.4055622,-6.3678155,10.403325
Rv2737c,recA,information pathways,L,-2.8729703,-0.6405304,19.49771
Rv2742c,-,conserved hypotheticals,S,-0.2848786,3.9846299,10.690533
Rv2744c,35kd_ag,conserved hypotheticals,KT,6.673933,-4.325301,10.551712
Rv2745c,-,regulatory proteins,K,-3.4979107,-3.7614405,-5.4015965
Rv2747,-,intermediary metabolism and respiration,E,10.423403,-4.1576858,12.994123
Rv2752c,-,conserved hypotheticals,R,5.035357,-2.952622,12.423539
Rv2754c,thyX,intermediary metabolism and respiration,F,10.415156,2.0859132,13.356231
Rv2756c,hsdM,information pathways,V,-3.3776095,-3.830367,-5.307808
Rv2777c,-,conserved hypotheticals,R,-3.639644,-0.50002706,21.479809
Rv2780,ald,intermediary metabolism and respiration,E,3.08156,-4.176525,7.531612
Rv2781c,-,intermediary metabolism and respiration,R,7.778475,-2.4311538,12.770935
Rv2782c,pepR,intermediary metabolism and respiration,R,-3.5121703,-3.4859822,-5.2810264
Rv2788,sirR,regulatory proteins,K,3.3600886,-3.3970945,10.570133
Rv2790c,ltp1,cell wall and cell processes,I,-3.5086098,-3.594557,-5.4069347
Rv2792c,-,insertion seqs and phages,L,10.248374,-4.139251,13.1247015
Rv2795c,-,conserved hypotheticals,R,-2.9570339,-0.5383794,19.417913
Rv2799,-,cell wall and cell processes,S,-2.6793303,-0.2990214,17.860516
Rv2801c,-,"virulence, detoxification, adaptation",T,3.4414933,-6.4181733,10.368056
Rv2802c,-,conserved hypotheticals,S,-2.6756566,-0.30346608,17.857107
Rv2803,-,conserved hypotheticals,S,-0.27468368,4.0107794,10.705829
Rv2805,-,conserved hypotheticals,S,-3.6304119,-3.7290094,-5.3685102
Rv2809,-,conserved hypotheticals,S,-3.7934897,-2.8546095,-4.9977226
Rv2813,-,conserved hypotheticals,U,3.7114136,-2.6220818,10.718975
Rv2814c,-,insertion seqs and phages,L,10.912014,3.5011683,8.730711
Rv2816c,-,conserved hypotheticals,L,-3.6983364,-3.123412,-5.3825564
Rv2818c,-,unknown,S,10.038282,1.3392668,13.393984
Rv2819c,-,conserved hypotheticals,L,-3.784497,-3.2180264,-5.4059734
Rv2820c,-,conserved hypotheticals,L,7.4775033,-0.65924805,14.884053
Rv2826c,-,conserved hypotheticals,S,-3.6584516,-0.49513814,21.55475
Rv2828c,-,conserved hypotheticals,S,3.6968334,-2.6092057,10.708353
Rv2829c,-,"virulence, detoxification, adaptation",S,-3.359888,-3.7010832,-5.226359
Rv2832c,ugpC,cell wall and cell processes,G,-3.344674,-3.4878976,-5.360592
Rv2833c,ugpB,cell wall and cell processes,G,3.382761,-5.8423915,10.438279
Rv2835c,ugpA,cell wall and cell processes,G,-1.22413,-1.8827304,13.752549
Rv2837c,-,conserved hypotheticals,R,2.4658544,-6.1437945,13.753193
Rv2838c,rbfA,information pathways,J,6.547159,-4.33292,10.570212
Rv2843,-,cell wall and cell processes,S,7.42411,-0.73943347,14.946567
Rv2846c,efpA,cell wall and cell processes,GEPR,5.7601824,-4.1717296,10.602743
Rv2847c,cysG,intermediary metabolism and respiration,H,7.6195016,-2.1688704,12.346932
Rv2851c,-,intermediary metabolism and respiration,R,-3.0314922,-0.72392195,19.96772
Rv2852c,mqo,intermediary metabolism and respiration,R,-3.374741,-0.63972735,21.297403
Rv2855,mtr,intermediary metabolism and respiration,C,3.4596415,-4.924301,10.226971
Rv2857c,-,intermediary metabolism and respiration,IQR,7.7926726,-2.2303994,14.380671
Rv2859c,-,intermediary metabolism and respiration,R,3.7146587,-2.6012554,10.726572
Rv2860c,glnA4,intermediary metabolism and respiration,E,-0.25484335,4.008591,10.713787
Rv2861c,mapB,intermediary metabolism and respiration,J,-3.3930304,-3.3318377,-4.583979
Rv2864c,-,cell wall and cell processes,M,2.1309164,-6.1165223,13.498219
Rv2867c,-,intermediary metabolism and respiration,R,-3.5401373,-3.764339,-5.4070506
Rv2869c,-,cell wall and cell processes,M,3.3495195,-4.7100444,13.596716
Rv2871,-,"virulence, detoxification, adaptation",S,-1.3751718,-1.9844434,13.786172
Rv2873,mpt83,cell wall and cell processes,M,3.5161068,-4.3764386,10.086198
Rv2878c,mpt53,cell wall and cell processes,OC,3.3937411,-6.3373647,10.420826
Rv2879c,-,conserved hypotheticals,R,-3.561957,-3.739994,-5.3996577
Rv2884,-,regulatory proteins,TK,3.3935132,-6.37016,10.379055
Rv2885c,-,insertion seqs and phages,L,6.5391717,-3.947569,10.997188
Rv2886c,-,insertion seqs and phages,L,3.4734008,-4.9018936,10.208497
Rv2887,-,regulatory proteins,K,-2.6702683,-0.30319336,17.85199
Rv2893,-,intermediary metabolism and respiration,C,-1.3722405,-1.9786246,13.77201
Rv2894c,xerC,insertion seqs and phages,L,1.3426454,-6.6383123,13.65765
Rv2896c,-,conserved hypotheticals,LU,-0.25633502,3.9860904,10.744665
Rv2897c,-,conserved hypotheticals,O,-3.537413,-3.649543,-5.4450717
Rv2901c,-,conserved hypotheticals,S,2.6342385,2.2938433,8.553221
Rv2905,lppW,cell wall and cell processes,S,2.6306574,2.292972,8.552672
Rv2907c,rimM,information pathways,J,7.104692,-3.8021097,11.317932
Rv2914c,pknI,regulatory proteins,RTKL,10.608335,-4.17802,12.895119
Rv2917,-,conserved hypotheticals,KL,-3.4787729,-0.5659082,21.232672
Rv2922c,smc,cell wall and cell processes,D,-3.032915,-0.74201745,19.98271
Rv2928,tesA,lipid metabolism,Q,-3.6682284,-3.491486,-5.0587296
Rv2929,-,conserved hypotheticals,S,3.0901785,-4.1614313,7.5128026
Rv2930,fadD26,lipid metabolism,IQ,2.9411483,0.5932988,8.548431
Rv2931,ppsA,lipid metabolism,Q,2.967314,0.5797919,8.544985
Rv2932,ppsB,lipid metabolism,Q,2.9617457,0.58439505,8.546462
Rv2933,ppsC,lipid metabolism,Q,2.9603596,0.59373766,8.544726
Rv2934,ppsD,lipid metabolism,Q,2.9595382,0.5905582,8.545108
Rv2935,ppsE,lipid metabolism,Q,2.9597254,0.5895772,8.545293
Rv2936,drrA,cell wall and cell processes,V,1.647649,-5.1767235,14.266756
Rv2937,drrB,cell wall and cell processes,V,1.6764551,-5.2006154,14.258707
Rv2938,drrC,cell wall and cell processes,V,1.6675471,-5.191824,14.256478
Rv2939,papA5,lipid metabolism,Q,2.9542599,0.600079,8.54409
Rv2940c,mas,lipid metabolism,Q,2.959081,0.5954052,8.544118
Rv2941,fadD28,lipid metabolism,IQ,2.9543774,0.59878004,8.544338
Rv2942,mmpL7,cell wall and cell processes,R,1.6641806,-5.1977425,14.259141
Rv2945c,lppX,cell wall and cell processes,S,1.6734711,-5.2125006,14.265788
Rv2946c,pks1,lipid metabolism,Q,3.3748183,-3.4343874,10.541687
Rv2947c,pks15,lipid metabolism,Q,2.6274097,2.2996545,8.548021
Rv2949c,-,intermediary metabolism and respiration,H,-3.5197651,-3.7727194,-5.296513
Rv2950c,fadD29,lipid metabolism,IQ,3.2373662,-4.1675315,7.8059797
Rv2953,-,lipid metabolism,S,-3.516282,-3.7264163,-5.301715
Rv2955c,-,conserved hypotheticals,QR,-3.5692286,-3.779147,-5.3621793
Rv2958c,-,intermediary metabolism and respiration,GC,3.411816,-4.0910807,8.09299
Rv2959c,-,intermediary metabolism and respiration,V,-3.475961,-3.6995454,-5.27898
Rv2960c,-,conserved hypotheticals,S,3.4596677,-4.9063096,10.226032
Rv2961,-,insertion seqs and phages,L,-3.4897094,-3.7362058,-5.3828206
Rv2962c,-,intermediary metabolism and respiration,GC,7.2522035,-0.44590852,14.806604
Rv2966c,-,intermediary metabolism and respiration,L,-2.8086073,-0.6857937,19.399042
Rv2967c,pca,intermediary metabolism and respiration,C,1.8811411,-5.357047,13.444583
Rv2970A,-,conserved hypotheticals,R,-3.7102313,-3.5179698,-4.783263
Rv2984,ppk,intermediary metabolism and respiration,P,10.469519,-4.165215,12.992035
Rv2985,mutT1,information pathways,G,-3.6330192,-0.5794053,21.57622
Rv2988c,leuC,intermediary metabolism and respiration,E,10.597815,-4.176479,12.846266
Rv2989,-,regulatory proteins,K,3.8743572,-2.660609,10.818829
Rv2991,-,conserved hypotheticals,P,-3.7960072,-2.8481236,-4.993946
Rv2995c,leuB,intermediary metabolism and respiration,CE,10.593127,-4.1740317,12.85897
Rv2996c,serA1,intermediary metabolism and respiration,HE,7.4838147,-0.66907036,14.886947
Rv2997,-,intermediary metabolism and respiration,Q,-3.4499068,-3.4639375,-5.3372474
Rv2998,-,conserved hypotheticals,S,3.3800523,-3.4338539,10.541757
Rv3003c,ilvB1,intermediary metabolism and respiration,EH,10.566739,-4.147744,12.891072
Rv3005c,-,conserved hypotheticals,S,3.4616003,-4.622112,13.530785
Rv3010c,pfkA,intermediary metabolism and respiration,G,7.8718762,-2.2234106,12.212997
Rv3014c,ligA,information pathways,L,7.883372,-2.005077,13.710389
Rv3019c,esxR,cell wall and cell processes,S,7.498952,-0.6552858,14.877651
Rv3024c,trmU,information pathways,J,4.215251,-2.9398263,11.038462
Rv3025c,iscS,intermediary metabolism and respiration,E,7.8615294,-2.2257195,12.212208
Rv3027c,-,intermediary metabolism and respiration,R,-3.4488945,-3.7877765,-5.2519255
Rv3031,-,conserved hypotheticals,S,10.566775,-4.154699,12.857758
Rv3032,-,intermediary metabolism and respiration,M,1.3387135,-6.645831,13.640064
Rv3035,-,conserved hypotheticals,S,6.9507456,-3.9949856,11.077947
Rv3036c,TB22.2,cell wall and cell processes,S,-3.4364161,-3.3916829,-4.6037216
Rv3037c,-,conserved hypotheticals,QR,3.4383705,-5.942732,11.1647005
Rv3040c,-,conserved hypotheticals,LR,0.9848016,-6.7380557,13.587507
Rv3041c,-,cell wall and cell processes,P,3.6758006,-2.5976195,10.69057
Rv3042c,serB2,intermediary metabolism and respiration,E,10.703824,1.8118595,13.178183
Rv3044,fecB,cell wall and cell processes,P,2.760846,-5.9023604,13.641849
Rv3045,adhC,intermediary metabolism and respiration,R,3.896638,-2.7001615,10.911132
Rv3051c,nrdE,information pathways,F,10.1179905,1.2652876,13.367183
Rv3052c,nrdI,information pathways,F,1.7013221,-6.5284038,13.716227
Rv3057c,-,intermediary metabolism and respiration,IQR,1.4183577,-5.1987267,13.818519
Rv3058c,-,regulatory proteins,K,6.711311,-4.3034253,10.606469
Rv3059,cyp136,intermediary metabolism and respiration,Q,10.603601,-4.1610737,12.843852
Rv3064c,-,cell wall and cell processes,S,-3.495999,-3.7559786,-5.2983747
Rv3066,-,regulatory proteins,S,5.0137906,-3.2991045,12.79135
Rv3067,-,conserved hypotheticals,CE,6.669239,-4.3242803,10.553219
Rv3068c,pgmA,intermediary metabolism and respiration,G,3.6881454,-2.5950458,10.704366
Rv3084,lipR,intermediary metabolism and respiration,I,-3.4680471,-3.9125407,-5.328915
Rv3089,fadD13,lipid metabolism,IQ,7.523237,-0.6952208,14.919735
Rv3098c,-,conserved hypotheticals,E,-3.4495256,-3.8111963,-5.1880927
Rv3101c,ftsX,cell wall and cell processes,D,2.2203174,-6.221494,13.680123
Rv3102c,ftsE,cell wall and cell processes,D,2.156812,-6.2018704,13.59991
Rv3110,moaB1,intermediary metabolism and respiration,H,-3.6211963,-0.51386434,21.58809
Rv3111,moaC,intermediary metabolism and respiration,H,10.599668,-4.144997,12.881286
Rv3113,-,intermediary metabolism and respiration,R,-2.7049222,-0.24004002,17.894203
Rv3117,cysA3,intermediary metabolism and respiration,P,10.494098,-4.2104425,12.7582655
Rv3118,sseC1,intermediary metabolism and respiration,S,-3.5976267,-3.6836765,-4.8600883
Rv3122,-,conserved hypotheticals,S,-1.4260006,-1.924626,13.735455
Rv3127,-,conserved hypotheticals,S,-3.527849,-3.7580292,-5.0018687
Rv3130c,-,lipid metabolism,S,3.1267738,-4.128443,7.53933
Rv3132c,devS,regulatory proteins,T,4.266539,-3.1017601,12.325298
Rv3133c,devR,regulatory proteins,TK,3.8083715,-2.6559722,10.825363
Rv3134c,-,"virulence, detoxification, adaptation",T,-3.007159,-0.52735126,19.602846
Rv3135,PPE50,PE/PPE,S,-3.2840707,-0.6211811,21.39111
Rv3136,PPE51,PE/PPE,S,7.150296,-2.613805,12.225884
Rv3137,-,intermediary metabolism and respiration,G,10.750391,1.5920583,13.149008
Rv3138,pflA,intermediary metabolism and respiration,O,-3.5620635,-3.836671,-5.2086945
Rv3139,fadE24,lipid metabolism,I,1.5811048,-4.9981103,13.912219
Rv3140,fadE23,lipid metabolism,I,-2.830389,-0.6880955,19.428072
Rv3141,fadB4,lipid metabolism,CR,3.0533721,-4.17369,7.5199256
Rv3144c,PPE52,PE/PPE,S,-3.3662016,-0.65832543,21.341066
Rv3146,nuoB,intermediary metabolism and respiration,C,3.3446004,-5.8978477,10.464667
Rv3147,nuoC,intermediary metabolism and respiration,C,-2.5977142,-0.3670508,17.796087
Rv3148,nuoD,intermediary metabolism and respiration,C,10.559428,-4.1256523,12.774198
Rv3149,nuoE,intermediary metabolism and respiration,C,2.6299512,2.316841,8.52998
Rv3150,nuoF,intermediary metabolism and respiration,C,10.6310425,-4.12059,12.796006
Rv3152,nuoH,intermediary metabolism and respiration,C,0.032922998,3.7940667,10.927376
Rv3154,nuoJ,intermediary metabolism and respiration,C,-3.7954538,-3.2132666,-5.4203486
Rv3155,nuoK,intermediary metabolism and respiration,C,-3.2975872,-3.7558508,-5.2694983
Rv3157,nuoM,intermediary metabolism and respiration,C,2.6245584,2.2984736,8.544875
Rv3158,nuoN,intermediary metabolism and respiration,C,-0.027646787,3.7706704,10.998511
Rv3159c,PPE53,PE/PPE,S,7.25507,-0.4472111,14.8065195
Rv3160c,-,regulatory proteins,K,4.551169,-3.00588,12.308528
Rv3168,-,"virulence, detoxification, adaptation",R,7.7922525,-2.2292233,14.384639
Rv3170,aofH,intermediary metabolism and respiration,E,-0.29726318,4.0355725,10.672176
Rv3171c,hpx,"virulence, detoxification, adaptation",R,3.3392272,-6.3498187,10.435005
Rv3172c,-,conserved hypotheticals,S,3.4145222,-6.397783,10.385609
Rv3173c,-,regulatory proteins,K,-1.288736,-1.9169236,14.131571
Rv3175,-,intermediary metabolism and respiration,J,7.2306404,-0.43425417,14.807265
Rv3176c,mesT,"virulence, detoxification, adaptation",R,-3.3936405,-3.339717,-4.5910134
Rv3177,-,"virulence, detoxification, adaptation",R,-3.6217468,-3.674352,-4.7716384
Rv3178,-,conserved hypotheticals,S,-3.537133,-3.852666,-5.283767
Rv3180c,-,conserved hypotheticals,R,-3.386377,-3.842907,-5.295046
Rv3185,-,insertion seqs and phages,L,10.935771,3.5249841,8.750898
Rv3187,-,insertion seqs and phages,L,10.893573,3.4825883,8.713678
Rv3190c,-,conserved hypotheticals,S,7.2432094,-0.44135058,14.81271
Rv3191c,-,insertion seqs and phages,L,-3.4073358,-3.8337858,-5.3352056
Rv3192,-,conserved hypotheticals,C,-3.5204427,-0.42795518,21.368217
Rv3193c,-,cell wall and cell processes,S,10.642808,1.6486003,13.120679
Rv3194c,-,cell wall and cell processes,T,7.417899,-2.7918713,12.289171
Rv3196,-,conserved hypotheticals,S,7.4265895,-0.81705254,14.758233
Rv3197,-,cell wall and cell processes,R,3.3761222,-3.4275265,10.547741
Rv3198c,uvrD2,information pathways,L,10.80544,1.610989,13.084452
Rv3200c,-,cell wall and cell processes,P,4.834455,-3.1741052,12.638415
Rv3201c,-,information pathways,L,10.77919,1.5195667,13.172613
Rv3202c,-,information pathways,L,10.09759,1.2787299,13.377726
Rv3203,lipV,intermediary metabolism and respiration,R,-3.2607234,-3.7180114,-5.363617
Rv3204,-,information pathways,L,-2.7287445,-0.22844805,17.918385
Rv3205c,-,conserved hypotheticals,S,9.658646,-4.1979012,12.698118
Rv3206c,moeB1,intermediary metabolism and respiration,H,10.8465605,1.5607548,13.128786
Rv3207c,-,conserved hypotheticals,S,10.860677,1.5289813,13.1703415
Rv3208,-,regulatory proteins,K,7.8545895,0.02088464,14.327061
Rv3208A,TB9.4,conserved hypotheticals,S,3.24231,-6.1169353,10.557578
Rv3210c,-,conserved hypotheticals,S,10.233965,1.3164876,13.312906
Rv3211,rhlE,information pathways,LKJ,10.862464,1.5519712,13.169201
Rv3212,-,conserved hypotheticals,S,10.921012,1.4960091,13.051897
Rv3214,gpm2,intermediary metabolism and respiration,G,-2.751683,-0.3649484,18.281548
Rv3215,entC,intermediary metabolism and respiration,HQ,10.404582,2.1018825,13.376371
Rv3217c,-,cell wall and cell processes,S,-3.229728,-2.951931,-5.024842
Rv3218,-,conserved hypotheticals,IR,7.852979,0.013430522,14.333339
Rv3219,whiB1,regulatory proteins,S,7.3161764,-0.48344153,14.815126
Rv3220c,-,regulatory proteins,T,6.6056705,-2.4380953,12.247208
Rv3222c,-,conserved hypotheticals,S,10.878252,1.552374,13.123864
Rv3223c,sigH,information pathways,K,2.9367883,-5.0016108,13.881122
Rv3224,-,intermediary metabolism and respiration,IQR,3.5105782,-4.378823,10.081805
Rv3224B,-,conserved hypotheticals,S,5.403149,-4.107666,10.640588
Rv3225c,-,intermediary metabolism and respiration,J,7.5086303,-0.6642586,14.896992
Rv3227,aroA,intermediary metabolism and respiration,E,10.872621,1.6478535,13.096028
Rv3228,-,conserved hypotheticals,R,7.611153,-3.1863678,12.332494
Rv3229c,-,lipid metabolism,I,10.004248,1.235654,13.399809
Rv3230c,-,intermediary metabolism and respiration,C,10.283169,-3.9763172,12.92517
Rv3231c,-,conserved hypotheticals,S,0.92746186,-6.8142185,13.616842
Rv3232c,pvdS,intermediary metabolism and respiration,S,-0.22251026,4.0513077,10.703776
Rv3236c,-,cell wall and cell processes,P,10.386522,-4.001584,12.642684
Rv3239c,-,cell wall and cell processes,GEPR,7.476892,-0.6550641,14.901679
Rv3240c,secA1,cell wall and cell processes,U,10.817469,1.5886285,13.134356
Rv3244c,lpqB,cell wall and cell processes,S,10.718627,1.8304324,13.172484
Rv3245c,mtrB,regulatory proteins,T,10.475609,2.0404325,13.30466
Rv3246c,mtrA,regulatory proteins,TK,10.518626,2.026135,13.298026
Rv3247c,tmk,intermediary metabolism and respiration,F,10.675483,1.8738403,13.19758
Rv3248c,sahH,intermediary metabolism and respiration,H,10.85548,1.6530137,13.082185
Rv3249c,-,regulatory proteins,K,10.822735,1.5529737,13.138606
Rv3252c,alkB,lipid metabolism,S,7.5257645,-0.6799244,14.858987
Rv3255c,manA,intermediary metabolism and respiration,G,10.716063,1.8132838,13.171296
Rv3256c,-,conserved hypotheticals,S,10.77811,1.607621,13.225391
Rv3257c,manB,intermediary metabolism and respiration,G,10.541709,1.9930447,13.276043
Rv3258c,-,conserved hypotheticals,S,10.867185,1.5644873,13.10207
Rv3259,-,conserved hypotheticals,L,6.6629066,-4.3574815,10.525024
Rv3260c,whiB2,regulatory proteins,S,7.475226,-0.6632011,14.918395
Rv3261,fbiA,intermediary metabolism and respiration,S,5.0190496,-2.9297693,12.410972
Rv3262,fbiB,intermediary metabolism and respiration,C,7.3860784,-2.125322,12.2026615
Rv3263,-,information pathways,L,-2.9669025,-0.6779064,19.906641
Rv3264c,manB,cell wall and cell processes,MJ,10.724309,1.7948478,13.171103
Rv3265c,wbbL1,cell wall and cell processes,R,10.796952,1.64046,13.12444
Rv3266c,rmlD,intermediary metabolism and respiration,M,10.7096405,1.8047147,13.17682
Rv3267,-,conserved hypotheticals,K,2.9402275,-5.7431045,13.69075
Rv3268,-,conserved hypotheticals,S,1.0118712,-6.8361406,13.659219
Rv3269,-,"virulence, detoxification, adaptation",S,8.04202,-2.3908265,12.605752
Rv3270,ctpC,cell wall and cell processes,P,5.192881,-2.8313088,12.304227
Rv3271c,-,cell wall and cell processes,S,10.825971,1.5353044,13.123729
Rv3272,-,conserved hypotheticals,C,10.5675535,-4.104136,12.917749
Rv3273,-,intermediary metabolism and respiration,P,10.592511,-4.143999,12.806986
Rv3274c,fadE25,lipid metabolism,I,10.865808,1.5282547,13.149455
Rv3275c,purE,intermediary metabolism and respiration,F,10.844915,1.5706055,13.138392
Rv3276c,purK,intermediary metabolism and respiration,F,10.838133,1.571958,13.136408
Rv3277,-,cell wall and cell processes,S,10.788035,1.5829283,13.151761
Rv3278c,-,cell wall and cell processes,S,2.6148493,2.3277042,8.557602
Rv3279c,birA,intermediary metabolism and respiration,H,10.787693,1.6147791,13.132111
Rv3280,accD5,lipid metabolism,I,10.560086,2.0008106,13.269136
Rv3281,-,lipid metabolism,S,7.2412887,-0.43590483,14.80494
Rv3283,sseA,intermediary metabolism and respiration,P,9.428447,2.4660375,13.562296
Rv3284,-,conserved hypotheticals,R,7.8684735,0.007168862,14.340738
Rv3285,accA3,lipid metabolism,I,10.568486,1.9865689,13.2538805
Rv3288c,usfY,conserved hypotheticals,S,5.4613028,-4.2405357,10.564536
Rv3291c,-,regulatory proteins,K,-3.0390332,-0.6307599,19.80874
Rv3292,-,conserved hypotheticals,S,9.921797,1.1868382,13.469164
Rv3294c,-,conserved hypotheticals,R,7.456332,-0.6277174,14.907932
Rv3295,-,regulatory proteins,K,-0.0029931623,3.8093362,10.888636
Rv3296,lhr,information pathways,R,10.043699,1.27288,13.4090805
Rv3301c,phoY1,cell wall and cell processes,P,3.4443245,-6.337784,10.38743
Rv3302c,glpD2,intermediary metabolism and respiration,C,10.53981,2.0069664,13.279486
Rv3303c,lpdA,intermediary metabolism and respiration,C,10.80853,1.6516798,13.072847
Rv3304,-,conserved hypotheticals,S,7.963563,-2.2876918,12.306561
Rv3305c,amiA1,intermediary metabolism and respiration,R,7.87758,0.016202511,14.343574
Rv3307,deoD,intermediary metabolism and respiration,F,7.87026,0.03070667,14.319725
Rv3310,-,cell wall and cell processes,S,-1.3983866,-1.9728224,13.724961
Rv3311,-,conserved hypotheticals,S,2.6826315,-5.9787655,13.74724
Rv3313c,add,intermediary metabolism and respiration,F,-1.3611423,-2.034343,13.866856
Rv3316,sdhC,intermediary metabolism and respiration,C,-0.27403045,3.9024172,10.812093
Rv3318,sdhA,intermediary metabolism and respiration,C,-3.009252,-0.7032679,19.900932
Rv3319,sdhB,intermediary metabolism and respiration,C,-0.2581791,4.0031424,10.721579
Rv3320c,-,"virulence, detoxification, adaptation",R,-3.7522128,-2.978499,-5.0369067
Rv3326,-,insertion seqs and phages,L,10.912542,3.5017242,8.730557
Rv3327,-,insertion seqs and phages,S,3.441493,-4.9276385,10.23013
Rv3329,-,intermediary metabolism and respiration,H,3.4630177,-4.916556,10.221217
Rv3330,dacB1,cell wall and cell processes,M,6.6805305,-4.2819977,10.565051
Rv3331,sugI,cell wall and cell processes,GEPR,-3.1135733,-0.7211932,20.416473
Rv3332,nagA,cell wall and cell processes,G,-3.3705845,-3.7109294,-5.453454
Rv3334,-,regulatory proteins,K,3.140079,-4.125197,7.565712
Rv3335c,-,cell wall and cell processes,S,-1.3745636,-1.9378539,13.757541
Rv3336c,trpS,information pathways,J,10.838819,1.6118362,13.122845
Rv3337,-,conserved hypotheticals,R,3.5396795,-4.3428364,10.115065
Rv3340,metC,intermediary metabolism and respiration,E,10.35558,-4.1772933,13.0419855
Rv3341,metX,intermediary metabolism and respiration,E,1.3831252,-6.626378,13.6738615
Rv3345c,PE_PGRS50,PE/PPE,S,10.293513,1.3431647,13.297976
Rv3347c,PPE55,PE/PPE,S,7.3035035,-0.4890776,14.830949
Rv3349c,-,insertion seqs and phages,L,-3.7875195,-2.7978477,-4.972251
Rv3350c,PPE56,PE/PPE,S,7.2489057,-0.4483817,14.815156
Rv3351c,-,conserved hypotheticals,C,-3.5435498,-0.5335798,21.47515
Rv3356c,folD,intermediary metabolism and respiration,H,10.789401,1.6320019,13.143573
Rv3358,-,"virulence, detoxification, adaptation",S,3.39469,-6.3761544,10.409089
Rv3359,-,intermediary metabolism and respiration,C,7.4997263,-0.65547323,14.879223
Rv3362c,-,conserved hypotheticals,R,-3.2930484,-3.624377,-5.0719023
Rv3365c,-,conserved hypotheticals,T,7.8650894,0.0063581984,14.338974
Rv3367,PE_PGRS51,PE/PPE,S,7.475019,-0.6700198,14.895627
Rv3370c,dnaE2,information pathways,L,7.4776726,-0.6591165,14.882638
Rv3371,-,lipid metabolism,S,-0.15790498,3.9323058,10.792452
Rv3372,otsB2,"virulence, detoxification, adaptation",R,10.294422,1.3432627,13.2930355
Rv3375,amiD,intermediary metabolism and respiration,J,7.614887,-0.5111949,14.778961
Rv3378c,-,intermediary metabolism and respiration,S,-3.386208,-3.3385534,-4.656434
Rv3380c,-,insertion seqs and phages,L,10.912065,3.5012467,8.730495
Rv3382c,lytB1,cell wall and cell processes,IM,-3.3486881,-3.8168707,-5.559579
Rv3383c,idsB,lipid metabolism,H,0.8733465,-6.870534,13.736928
Rv3386,-,insertion seqs and phages,L,7.8303742,-2.1911247,14.337223
Rv3387,-,insertion seqs and phages,L,7.8278904,-2.2622714,14.340028
Rv3388,PE_PGRS52,PE/PPE,S,7.56806,-1.7372043,13.606783
Rv3389c,-,intermediary metabolism and respiration,I,7.4731593,-0.6568053,14.881637
Rv3391,acrA1,lipid metabolism,IQR,7.465696,-0.66912633,14.910107
Rv3394c,-,conserved hypotheticals,L,7.4236135,-0.62623036,14.936339
Rv3396c,guaA,intermediary metabolism and respiration,F,10.826125,1.5977676,13.119378
Rv3399,-,lipid metabolism,Q,3.224053,-4.17641,7.7978644
Rv3400,-,intermediary metabolism and respiration,R,1.8756269,-5.009367,13.762786
Rv3402c,-,cell wall and cell processes,M,7.3270364,-0.5037927,14.837209
Rv3403c,-,conserved hypotheticals,S,7.466824,-0.632845,14.862519
Rv3405c,-,regulatory proteins,K,-1.4238902,-1.9420013,13.724575
Rv3406,-,intermediary metabolism and respiration,Q,3.3993242,-6.3707576,10.40487
Rv3410c,guaB3,intermediary metabolism and respiration,F,10.747124,1.5003147,13.164056
Rv3411c,guaB2,intermediary metabolism and respiration,F,10.818882,1.6569345,13.171923
Rv3413c,-,conserved hypotheticals,S,-1.0206165,-2.1218357,14.006936
Rv3414c,sigD,information pathways,K,-3.4526746,-3.991832,-5.4516845
Rv3416,whiB3,regulatory proteins,S,0.9255838,-6.7343388,13.659339
Rv3417c,groEL,"virulence, detoxification, adaptation",O,-3.3549762,-3.2956579,-4.5804796
Rv3418c,groES,"virulence, detoxification, adaptation",O,10.798814,1.6255964,13.116334
Rv3419c,gcp,intermediary metabolism and respiration,O,10.212264,1.3751423,13.248863
Rv3420c,rimI,information pathways,R,7.529049,-0.8519894,14.841213
Rv3421c,-,conserved hypotheticals,O,7.759547,-0.27768162,14.539532
Rv3423c,alr,intermediary metabolism and respiration,M,10.56288,1.9761645,13.264582
Rv3425,PPE57,PE/PPE,S,7.878054,-1.9972947,13.702697
Rv3427c,-,insertion seqs and phages,L,7.66751,-0.5630054,14.536649
Rv3433c,-,conserved hypotheticals,S,4.6490307,-3.022852,12.344328
Rv3434c,-,cell wall and cell processes,S,-3.0470283,-0.72454846,20.033321
Rv3438,-,conserved hypotheticals,S,10.575668,-4.164874,12.851179
Rv3450c,-,cell wall and cell processes,S,-0.3379165,3.882445,10.793163
Rv3453,-,cell wall and cell processes,S,-3.6544616,-0.59988225,21.566277
Rv3455c,truA,information pathways,J,7.61286,-2.1327596,12.398493
Rv3460c,rpsM,information pathways,J,5.900005,-4.143022,10.612597
