#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv3387	-	POSSIBLE TRANSPOSASE 	7	5	357.0	168.1	-188.9	-1.09	0.41070	0.79453
Rv3388	PE_PGRS52	PE-PGRS FAMILY PROTEIN 	19	8	73.7	231.5	157.8	1.65	0.07120	0.34603
Rv3389c	-	POSSIBLE DEHYDROGENASE 	9	8	571.8	622.1	50.3	0.12	0.89190	1.00000
Rv3390	lpqD	PROBABLE CONSERVED LIPOPROTEIN LPQD 	12	10	485.1	1088.9	603.9	1.17	0.06990	0.34137
Rv3391	acrA1	short chain dehydrogenase 	35	22	840.4	802.3	-38.1	-0.07	0.92950	1.00000
Rv3392c	cmaA1	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1) 	13	7	575.0	111.8	-463.2	-2.36	0.11660	0.42750
Rv3393	iunH	PROBABLE NUCLEOSIDE HYDROLASE IUNH (PURINE NUCLEOSIDASE) 	10	4	315.6	133.4	-182.2	-1.24	0.21160	0.58026
Rv3394c	-	hypothetical protein Rv3394c 	16	8	479.2	325.1	-154.1	-0.56	0.59370	0.94152
Rv3395A	-	PROBABLE MEMBRANE PROTEIN 	10	7	440.3	132.1	-308.2	-1.74	0.25170	0.62793
Rv3395c	-	hypothetical protein Rv3395c 	4	1	9.2	43.1	34.0	2.23	0.40500	0.79349
Rv3396c	guaA	bifunctional GMP synthase/glutamine amidotransferase protein 	16	1	0.0	0.2	0.2	-3.68	1.00000	1.00000
Rv3397c	phyA	PROBABLE PHYTOENE SYNTHASE PHYA 	19	11	522.5	387.1	-135.4	-0.43	0.66340	1.00000
Rv3398c	idsA1	PROBABLE MULTIFUNCTIONAL GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA1 (GGPP SYNTHETASE) (GGPPSASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE): DIMETHYLALLYLTRANSFERASE (PRENYLTRANSFERASE) (GERANYL-DIPHOSPHATE SYNTHASE) + GERANYLTRANSTRANSFERASE (FARNESYL-DIPHOSPHATE SYNTHASE) (FARNESYL-PYROPHOSPHATE SYNTHETASE) (FARNESYL DIPHOSPHATE SYNTHETASE) (FPP SYNTHETASE) + FARNESYLTRANSTRANSFERASE (GERANYLGERANYL-DIPHOSPHATE SYNTHASE) 	11	4	72.3	197.2	124.9	1.45	0.46760	0.82774
Rv3399	-	hypothetical protein Rv3399 	18	9	22.7	377.1	354.4	4.05	0.00040	0.01663
Rv3400	-	PROBABLE HYDROLASE 	14	5	9.8	2.4	-7.4	-2.01	0.27090	0.65509
Rv3401	-	hypothetical protein Rv3401 	36	26	777.9	1231.7	453.7	0.66	0.32290	0.71559
Rv3402c	-	hypothetical protein Rv3402c 	27	20	1770.6	1223.5	-547.1	-0.53	0.41700	0.79915
Rv3403c	-	hypothetical protein Rv3403c 	25	18	3144.1	1530.9	-1613.2	-1.04	0.02900	0.21628
Rv3404c	-	hypothetical protein Rv3404c 	10	9	1176.5	698.0	-478.5	-0.75	0.36000	0.76081
Rv3405c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	4	9.7	51.9	42.3	2.43	0.11130	0.41658
Rv3406	-	PROBABLE DIOXYGENASE 	17	15	532.6	1157.6	625.0	1.12	0.05360	0.30861
Rv3407	-	hypothetical protein Rv3407 	3	3	406.5	34.0	-372.5	-3.58	0.14090	0.47085
Rv3408	-	hypothetical protein Rv3408 	9	8	1426.4	1787.3	360.8	0.33	0.58930	0.93859
Rv3409c	choD	PROBABLE CHOLESTEROL OXIDASE PRECURSOR CHOD (CHOLESTEROL-O2 OXIDOREDUCTASE) 	22	18	1467.6	1524.0	56.4	0.05	0.93810	1.00000
Rv3410c	guaB3	inositol-5-monophosphate dehydrogenase 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3411c	guaB2	inositol-5-monophosphate dehydrogenase 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3412	-	hypothetical protein Rv3412 	9	9	255.6	20.1	-235.5	-3.67	0.21320	0.58173
Rv3413c	-	HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	5	1	0.0	83.7	83.7	4.80	0.10010	0.39939
Rv3414c	sigD	RNA polymerase sigma factor SigD 	9	4	39.4	0.8	-38.5	-5.57	0.46950	0.82981
Rv3415c	-	hypothetical protein Rv3415c 	10	5	302.1	159.9	-142.2	-0.92	0.24080	0.61314
Rv3416	whiB3	TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB3 	4	4	6.9	179.3	172.5	4.71	0.19130	0.55512
Rv3417c	groEL	chaperonin GroEL 	16	7	119.3	12.4	-106.9	-3.27	0.12940	0.45153
Rv3418c	groES	co-chaperonin GroES 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3419c	gcp	O-sialoglycoprotein endopeptidase 	12	5	708.7	161.9	-546.7	-2.13	0.11820	0.42992
Rv3420c	rimI	PROBABLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMI (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S18) 	11	8	38.7	105.1	66.5	1.44	0.37740	0.77941
Rv3421c	-	hypothetical protein Rv3421c 	12	5	657.2	14.0	-643.2	-5.55	0.04260	0.26788
Rv3422c	-	hypothetical protein Rv3422c 	6	1	4.3	0.0	-4.3	-0.52	1.00000	1.00000
Rv3423c	alr	alanine racemase 	21	1	0.2	0.0	-0.2	3.83	1.00000	1.00000
Rv3424c	-	hypothetical protein Rv3424c 	10	5	57.8	64.1	6.3	0.15	0.91340	1.00000
Rv3425	PPE57	PPE FAMILY PROTEIN 	22	18	1033.7	559.6	-474.2	-0.89	0.14210	0.47269
Rv3426	PPE58	PPE FAMILY PROTEIN 	25	9	125.5	268.3	142.9	1.10	0.31630	0.70844
Rv3427c	-	POSSIBLE TRANSPOSASE 	11	10	406.0	434.1	28.1	0.10	0.90670	1.00000
Rv3428c	-	POSSIBLE TRANSPOSASE 	17	8	249.1	108.9	-140.2	-1.19	0.48210	0.83631
Rv3429	PPE59	PPE FAMILY PROTEIN 	29	20	1007.2	810.7	-196.5	-0.31	0.58840	0.93775
Rv3430c	-	POSSIBLE TRANSPOSASE 	23	17	1464.1	1631.8	167.7	0.16	0.77370	1.00000
Rv3431c	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	9	7	574.4	129.4	-445.1	-2.15	0.03350	0.23287
Rv3432c	gadB	PROBABLE GLUTAMATE DECARBOXYLASE GADB 	22	15	1187.1	1776.1	589.1	0.58	0.33450	0.72892
Rv3433c	-	hypothetical protein Rv3433c 	9	6	7.7	23.4	15.7	1.60	0.05600	0.31406
Rv3434c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	8	33.7	351.9	318.2	3.38	0.00020	0.01124
Rv3435c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	9	411.6	1286.1	874.5	1.64	0.23460	0.60494
Rv3436c	glmS	D-fructose-6-phosphate amidotransferase 	30	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3437	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	7	589.4	474.3	-115.0	-0.31	0.69770	1.00000
Rv3438	-	hypothetical protein Rv3438 	12	7	114.4	16.2	-98.1	-2.82	0.48220	0.83631
Rv3439c	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	10	9	699.2	914.4	215.3	0.39	0.69430	1.00000
Rv3440c	-	hypothetical protein Rv3440c 	8	7	527.7	659.5	131.7	0.32	0.67570	1.00000
Rv3441c	mrsA	PROBABLE PHOSPHO-SUGAR MUTASE / MRSA PROTEIN HOMOLOG 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3442c	rpsI	30S ribosomal protein S9 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3443c	rplM	50S ribosomal protein L13 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3444c	esxT	PUTATIVE ESAT-6 LIKE PROTEIN ESXT 	3	2	112.3	0.2	-112.0	-8.91	0.46250	0.82530
Rv3445c	esxU	ESAT-6 LIKE PROTEIN ESXU 	4	3	735.5	354.5	-381.0	-1.05	0.24780	0.62262
Rv3446c	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	15	11	492.0	689.3	197.3	0.49	0.45140	0.82413
Rv3447c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	46	20	724.2	978.1	253.9	0.43	0.57220	0.92294
Rv3448	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	12	315.6	1584.1	1268.5	2.33	0.12470	0.44148
Rv3449	mycP4	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP4 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-4) 	21	11	1617.6	87.1	-1530.5	-4.21	0.00120	0.03129
Rv3450c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	15	11	590.1	593.0	2.9	0.01	0.99170	1.00000
Rv3451	cut3	PROBABLE CUTINASE PRECURSOR CUT3 	15	10	219.7	326.0	106.3	0.57	0.45100	0.82413
Rv3452	cut4	PROBABLE CUTINASE PRECURSOR CUT4 	7	6	157.0	401.5	244.5	1.35	0.15160	0.49378
Rv3453	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	9	76.5	429.6	353.1	2.49	0.18460	0.54641
Rv3454	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	28	17	721.1	1233.2	512.0	0.77	0.28930	0.67860
Rv3455c	truA	tRNA pseudouridine synthase A 	12	1	0.3	1.4	1.1	2.19	1.00000	1.00000
Rv3456c	rplQ	50S ribosomal protein L17 	7	1	0.0	17.0	17.0	2.50	0.10470	0.40479
Rv3457c	rpoA	DNA-directed RNA polymerase subunit alpha 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3458c	rpsD	30S ribosomal protein S4 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3459c	rpsK	30S ribosomal protein S11 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3460c	rpsM	30S ribosomal protein S13 	9	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3461c	rpmJ	50S ribosomal protein L36 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3462c	infA	translation initiation factor IF-1 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3463	-	hypothetical protein Rv3463 	18	12	1020.2	1088.1	67.8	0.09	0.87540	1.00000
Rv3464	rmlB	dTDP-GLUCOSE 4,6-DEHYDRATASE RMLB 	23	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3465	rmlC	dTDP-4-DEHYDRORHAMNOSE 3,5-EPIMERASE RMLC (dTDP-4-KETO-6-DEOXYGLUCOSE 3,5-EPIMERASE) (dTDP-L-RHAMNOSE SYNTHETASE) (THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE) 	8	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3466	-	hypothetical protein Rv3466 	10	4	276.7	232.4	-44.3	-0.25	0.80660	1.00000
Rv3467	-	hypothetical protein Rv3467 	14	11	346.3	254.3	-92.0	-0.45	0.65210	0.99506
Rv3468c	-	POSSIBLE DTDP-GLUCOSE 4,6-DEHYDRATASE 	18	11	585.9	275.1	-310.8	-1.09	0.08320	0.37300
Rv3469c	mhpE	4-hydroxy-2-ketovalerate aldolase 	12	7	515.9	733.6	217.7	0.51	0.62910	0.97625
Rv3470c	ilvB2	PROBABLE ACETOLACTATE SYNTHASE (LARGE SUBUNIT) ILVB2 (AHAS) (ACETOHYDROXY-ACID SYNTHASE LARGE SUBUNIT) (ALS) 	19	10	288.8	47.9	-240.9	-2.59	0.20900	0.57551
Rv3471c	-	hypothetical protein Rv3471c 	6	5	27.2	155.1	127.9	2.51	0.20600	0.57360
Rv3472	-	hypothetical protein Rv3472 	11	6	17.6	177.3	159.6	3.33	0.10810	0.40959
Rv3473c	bpoA	POSSIBLE PEROXIDASE BPOA (NON-HAEM PEROXIDASE) 	9	6	1379.7	166.6	-1213.1	-3.05	0.08180	0.37089
Rv3474	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	4	4	211.3	329.9	118.6	0.64	0.62570	0.97369
Rv3475	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	26	24	1046.7	1620.8	574.0	0.63	0.22830	0.59576
Rv3476c	kgtP	PROBABLE DICARBOXYLIC ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN KGTP (DICARBOXYLATE TRANSPORTER) 	38	35	2400.1	2547.8	147.7	0.09	0.85840	1.00000
Rv3477	PE31	PE FAMILY PROTEIN 	5	4	203.0	1.9	-201.0	-6.71	0.03120	0.22502
Rv3478	PPE60	PE FAMILY PROTEIN 	18	11	872.7	1465.0	592.3	0.75	0.27840	0.66620
Rv3479	-	POSSIBLE TRANSMEMBRANE PROTEIN 	39	24	1102.4	3491.6	2389.2	1.66	0.01550	0.15429
Rv3480c	-	hypothetical protein Rv3480c 	30	20	579.5	484.9	-94.6	-0.26	0.96080	1.00000
Rv3481c	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	10	8	84.4	851.6	767.1	3.33	0.00200	0.04385
Rv3482c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	10	9	525.8	319.2	-206.6	-0.72	0.37010	0.77112
Rv3483c	-	hypothetical protein Rv3483c 	10	7	117.0	260.2	143.1	1.15	0.31160	0.70566
Rv3484	cpsA	POSSIBLE CONSERVED PROTEIN CPSA 	27	19	28.5	7.0	-21.5	-2.04	0.14810	0.48516
Rv3485c	-	short chain dehydrogenase 	10	7	412.3	948.8	536.5	1.20	0.20020	0.56814
Rv3486	-	hypothetical protein Rv3486 	6	6	510.9	785.7	274.8	0.62	0.45550	0.82413
Rv3487c	lipF	PROBABLE ESTERASE/LIPASE LIPF 	14	12	973.6	915.2	-58.4	-0.09	0.87200	1.00000
Rv3488	-	hypothetical protein Rv3488 	5	3	213.2	135.7	-77.5	-0.65	0.75330	1.00000
Rv3489	-	hypothetical protein Rv3489 	3	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3490	otsA	PROBABLE ALPHA, ALPHA-TREHALOSE-PHOSPHATE SYNTHASE 	30	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3491	-	hypothetical protein Rv3491 	11	9	594.5	134.9	-459.6	-2.14	0.00690	0.09694
Rv3492c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED PROTEIN 	10	7	315.1	165.0	-150.1	-0.93	0.50180	0.85410
Rv3493c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED ALANINE AND VALINE RICH PROTEIN 	13	7	10.1	38.5	28.4	1.93	0.15680	0.50536
Rv3494c	mce4F	MCE-FAMILY PROTEIN MCE4F 	25	15	366.8	331.3	-35.4	-0.15	0.86290	1.00000
Rv3495c	lprN	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRN (MCE-FAMILY LIPOPROTEIN MCE4E) 	13	10	1193.1	82.5	-1110.6	-3.85	0.01780	0.16555
Rv3496c	mce4D	MCE-FAMILY PROTEIN MCE4D 	26	14	214.9	439.4	224.4	1.03	0.94430	1.00000
Rv3497c	mce4C	MCE-FAMILY PROTEIN MCE4C 	18	14	414.9	61.6	-353.3	-2.75	0.01830	0.16671
Rv3498c	mce4B	MCE-FAMILY PROTEIN MCE4B 	12	8	324.3	145.1	-179.2	-1.16	0.41500	0.79723
Rv3499c	mce4A	MCE-FAMILY PROTEIN MCE4A 	31	22	157.0	258.9	101.8	0.72	0.29300	0.68327
Rv3500c	yrbE4B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4B 	22	18	851.7	434.7	-417.1	-0.97	0.33840	0.73461
Rv3501c	yrbE4A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4A 	10	8	272.9	27.2	-245.7	-3.33	0.00360	0.06191
Rv3502c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	5	2.2	1.1	-1.2	-1.08	0.42740	0.80745
Rv3503c	fdxD	PROBABLE FERREDOXIN FDXD 	2	2	179.1	2.5	-176.5	-6.15	0.00220	0.04644
Rv3504	fadE26	PROBABLE ACYL-CoA DEHYDROGENASE FADE26 	20	15	312.7	1084.8	772.1	1.79	0.02410	0.19624
Rv3505	fadE27	PROBABLE ACYL-CoA DEHYDROGENASE FADE27 	12	8	64.2	169.5	105.3	1.40	0.24340	0.61583
Rv3506	fadD17	acyl-CoA synthetase 	25	18	511.7	754.9	243.3	0.56	0.44400	0.82322
Rv3507	PE_PGRS53	PE-PGRS FAMILY PROTEIN 	41	15	511.8	357.5	-154.2	-0.52	0.54090	0.89108
Rv3508	PE_PGRS54	PE-PGRS FAMILY PROTEIN 	37	15	131.3	312.4	181.1	1.25	0.23050	0.59837
Rv3509c	ilvX	hypothetical protein Rv3509c 	22	18	3981.3	1242.6	-2738.7	-1.68	0.23720	0.60707
Rv3510c	-	hypothetical protein Rv3510c 	16	14	882.4	249.9	-632.5	-1.82	0.02150	0.18291
Rv3511	PE_PGRS55	PE-PGRS FAMILY PROTEIN 	24	12	1042.2	1241.2	199.0	0.25	0.72620	1.00000
Rv3512	PE_PGRS56	PE-PGRS FAMILY PROTEIN 	27	8	30.0	35.8	5.7	0.25	0.84200	1.00000
Rv3513c	fadD18	PROBABLE FATTY-ACID-CoA LIGASE FADD18 (FRAGMENT) (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	15	15	873.5	279.0	-594.4	-1.65	0.06430	0.33061
Rv3514	PE_PGRS57	PE-PGRS FAMILY PROTEIN 	33	19	258.7	623.0	364.2	1.27	0.08280	0.37288
Rv3515c	fadD19	acyl-CoA synthetase 	30	24	876.0	742.1	-133.9	-0.24	0.70320	1.00000
Rv3516	echA19	enoyl-CoA hydratase 	7	4	0.2	508.4	508.2	11.24	0.00240	0.04812
Rv3517	-	hypothetical protein Rv3517 	15	9	373.9	228.9	-145.0	-0.71	0.46520	0.82731
Rv3518c	cyp142	PROBABLE CYTOCHROME P450 MONOOXYGENASE 142 CYP142 	13	6	476.5	2.4	-474.0	-7.61	0.00000	0.00000
Rv3519	-	hypothetical protein Rv3519 	11	8	172.7	28.8	-143.9	-2.59	0.04250	0.26788
Rv3520c	-	POSSIBLE COENZYME F420-DEPENDENT OXIDOREDUCTASE 	16	14	845.8	784.8	-60.9	-0.11	0.87970	1.00000
Rv3521	-	hypothetical protein Rv3521 	15	11	364.5	1037.0	672.6	1.51	0.03930	0.25791
Rv3522	ltp4	lipid-transfer protein 	18	10	991.5	71.5	-920.0	-3.79	0.00020	0.01124
Rv3523	ltp3	acetyl-CoA acetyltransferase 	18	14	900.9	389.4	-511.5	-1.21	0.06350	0.32734
Rv3524	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	20	16	1699.4	767.7	-931.7	-1.15	0.04800	0.29018
Rv3525c	-	POSSIBLE SIDEROPHORE-BINDING PROTEIN 	8	4	251.8	97.2	-154.6	-1.37	0.33370	0.72797
Rv3526	-	POSSIBLE OXIDOREDUCTASE 	22	15	101.9	169.5	67.6	0.73	0.51480	0.86596
Rv3527	-	hypothetical protein Rv3527 	6	6	47.0	154.4	107.4	1.71	0.47590	0.83262
Rv3528c	-	hypothetical protein Rv3528c 	36	11	663.9	158.7	-505.2	-2.06	0.17750	0.54052
Rv3529c	-	hypothetical protein Rv3529c 	26	12	412.0	63.6	-348.4	-2.70	0.06920	0.33962
Rv3530c	-	short chain dehydrogenase 	17	7	132.7	74.1	-58.6	-0.84	0.30350	0.69659
Rv3531c	-	hypothetical protein Rv3531c 	24	16	378.9	527.2	148.3	0.48	0.49750	0.85194
Rv3532	PPE61	PPE FAMILY PROTEIN 	21	17	1672.7	2768.3	1095.6	0.73	0.44100	0.82051
Rv3533c	PPE62	PPE FAMILY PROTEIN 	20	18	720.6	745.8	25.2	0.05	0.94920	1.00000
Rv3534c	-	4-hydroxy-2-ketovalerate aldolase 	10	5	755.3	40.1	-715.2	-4.24	0.01740	0.16336
Rv3535c	-	acetaldehyde dehydrogenase 	12	10	491.0	162.4	-328.6	-1.60	0.35330	0.75343
Rv3536c	-	PROBABLE HYDRATASE 	8	2	7.4	14.2	6.7	0.93	0.68510	1.00000
Rv3537	-	3-ketosteroid-delta-1-dehydrogenase 	37	10	464.0	492.2	28.3	0.09	0.96170	1.00000
Rv3538	-	PROBABLE DEHYDROGENASE 	13	5	33.3	72.7	39.5	1.13	0.48100	0.83631
Rv3539	PPE63	PPE FAMILY PROTEIN 	30	14	245.9	377.5	131.6	0.62	0.53030	0.87979
Rv3540c	ltp2	lipid-transfer protein 	18	3	0.3	1.8	1.5	2.55	0.46040	0.82413
Rv3541c	-	hypothetical protein Rv3541c 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3542c	-	hypothetical protein Rv3542c 	14	8	1.8	18.7	16.8	3.34	0.14690	0.48321
Rv3543c	fadE29	PROBABLE ACYL-CoA DEHYDROGENASE FADE29 	17	4	0.2	2.3	2.1	3.43	0.09200	0.39176
Rv3544c	fadE28	PROBABLE ACYL-CoA DEHYDROGENASE FADE28 	16	7	1.2	25.3	24.1	4.39	0.00150	0.03649
Rv3545c	cyp125	PROBABLE CYTOCHROME P450 125 CYP125 	24	15	419.8	165.0	-254.8	-1.35	0.14420	0.47708
Rv3546	fadA5	acetyl-CoA acetyltransferase 	5	2	0.0	14.5	14.5	2.27	0.01770	0.16539
Rv3547	-	hypothetical protein Rv3547 	12	12	860.9	616.6	-244.3	-0.48	0.59070	0.93910
Rv3548c	-	short chain dehydrogenase 	8	5	256.7	218.2	-38.5	-0.23	0.79260	1.00000
Rv3549c	-	short chain dehydrogenase 	11	4	4.7	0.4	-4.3	-3.56	0.04270	0.26788
Rv3550	echA20	enoyl-CoA hydratase 	5	1	0.6	0.6	0.0	0.01	1.00000	1.00000
Rv3551	-	POSSIBLE COA-TRANSFERASE (ALPHA SUBUNIT) 	16	7	1.2	17.4	16.3	3.92	0.01260	0.13888
Rv3552	-	POSSIBLE COA-TRANSFERASE (BETA SUBUNIT) 	10	4	1.2	11.6	10.4	3.26	0.09410	0.39564
Rv3553	-	POSSIBLE OXIDOREDUCTASE 	9	3	7.7	2.8	-4.9	-1.46	0.59820	0.94602
Rv3554	fdxB	POSSIBLE ELECTRON TRANSFER PROTEIN FDXB 	30	20	875.9	1406.9	531.0	0.68	0.21880	0.58687
Rv3555c	-	hypothetical protein Rv3555c 	12	5	53.0	1.7	-51.3	-4.96	0.42410	0.80483
Rv3556c	fadA6	acetyl-CoA acetyltransferase 	15	3	11.3	12.3	1.0	0.13	0.88160	1.00000
Rv3557c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	16	9	33.0	87.5	54.5	1.41	0.19290	0.55733
Rv3558	PPE64	PPE FAMILY PROTEIN 	17	12	188.1	695.7	507.6	1.89	0.04640	0.28395
Rv3559c	-	short chain dehydrogenase 	8	2	58.8	0.4	-58.4	-7.19	0.30910	0.70325
Rv3560c	fadE30	PROBABLE ACYL-CoA DEHYDROGENASE FADE30 	13	7	148.8	31.3	-117.4	-2.25	0.12910	0.45153
Rv3561	fadD3	acyl-CoA synthetase 	14	5	68.0	0.9	-67.1	-6.25	0.00030	0.01425
Rv3562	fadE31	PROBABLE ACYL-CoA DEHYDROGENASE FADE31 	12	2	10.7	0.0	-10.7	-1.83	0.05620	0.31406
Rv3563	fadE32	PROBABLE ACYL-CoA DEHYDROGENASE FADE32 	11	6	0.2	5.6	5.4	4.73	0.00990	0.11898
Rv3564	fadE33	PROBABLE ACYL-CoA DEHYDROGENASE FADE33 	11	6	45.2	18.8	-26.4	-1.26	0.39890	0.79349
Rv3565	aspB	aspartate aminotransferase 	18	5	126.9	0.2	-126.6	-9.08	0.01860	0.16829
Rv3566A	-	hypothetical protein Rv3566A 	3	2	7.0	165.4	158.4	4.57	0.09160	0.39131
Rv3566c	nat	ARYLAMINE N-ACETYLTRANSFERASE NAT (ARYLAMINE ACETYLASE) 	15	8	341.4	201.8	-139.6	-0.76	0.44040	0.82035
Rv3567c	-	POSSIBLE OXIDOREDUCTASE 	8	6	137.6	158.3	20.6	0.20	0.82780	1.00000
Rv3568c	bphC	PROBABLE BIPHENYL-2,3-DIOL 1,2-DIOXYGENASE BPHC (23OHBP OXYGENASE) (2,3-DIHYDROXYBIPHENYL DIOXYGENASE) (2,3-DIHYDROXYBIPHENYL 1,2-DIOXYGENASE) (DHBD) 	15	5	31.5	1.3	-30.2	-4.56	0.33270	0.72698
Rv3569c	bphD	2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOATE HYDROLASE BPHD 	14	8	6.8	7.8	1.0	0.20	0.89990	1.00000
Rv3570c	-	POSSIBLE OXIDOREDUCTASE 	18	10	154.1	165.9	11.8	0.11	0.90320	1.00000
Rv3571	hmp	POSSIBLE HEMOGLOBINE-RELATED PROTEIN HMP 	12	7	24.1	90.1	66.0	1.90	0.05730	0.31710
Rv3572	-	hypothetical protein Rv3572 	8	6	64.5	284.4	219.9	2.14	0.15370	0.49859
Rv3573c	fadE34	PROBABLE ACYL-CoA DEHYDROGENASE FADE34 	24	11	164.1	34.9	-129.2	-2.23	0.02640	0.20533
Rv3574	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	3	0.3	0.5	0.2	0.60	1.00000	1.00000
Rv3575c	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LACI-FAMILY) 	18	14	5810.2	2331.5	-3478.6	-1.32	0.07060	0.34402
Rv3576	lppH	POSSIBLE CONSERVED LIPOPROTEIN LPPH 	13	7	319.6	139.0	-180.6	-1.20	0.44110	0.82051
Rv3577	-	hypothetical protein Rv3577 	14	2	93.2	0.5	-92.8	-7.64	0.45680	0.82413
Rv3578	arsB2	POSSIBLE ARSENICAL PUMP INTEGRAL MEMBRANE PROTEIN ARSB2 	15	13	279.9	207.3	-72.6	-0.43	0.61720	0.96551
Rv3579c	-	POSSIBLE TRNA/RRNA METHYLTRANSFERASE 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3580c	cysS	cysteinyl-tRNA synthetase 	27	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3581c	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase 	5	1	0.3	0.0	-0.3	3.29	1.00000	1.00000
Rv3582c	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3583c	-	POSSIBLE TRANSCRIPTION FACTOR 	8	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv3584	lpqE	POSSIBLE CONSERVED LIPOPROTEIN LPQE 	6	6	862.8	295.8	-567.0	-1.54	0.19660	0.56260
Rv3585	radA	DNA repair protein RadA 	21	13	707.8	706.1	-1.7	-0.00	0.99620	1.00000
Rv3586	-	hypothetical protein Rv3586 	14	5	7.1	25.7	18.6	1.86	0.14610	0.48137
Rv3587c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
