#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv2802c	-	HYPOTHETICAL ARGININE AND ALANINE RICH PROTEIN 	8	44.3	37.7	-0.23	1416.1	1205.31	-210.8	0.60280	1.00000
Rv2803	-	hypothetical protein Rv2803 	7	143.4	195.6	0.45	4013.9	5477.38	1463.4	0.45260	0.97453
Rv2804c	-	hypothetical protein Rv2804c 	7	46.9	58.7	0.32	1313.0	1643.93	331.0	0.39220	0.96168
Rv2805	-	hypothetical protein Rv2805 	3	60.0	66.5	0.15	719.7	798.27	78.6	0.72700	1.00000
Rv2806	-	POSSIBLE MEMBRANE PROTEIN 	7	65.4	66.3	0.02	1570.8	1590.31	19.5	0.96950	1.00000
Rv2807	-	hypothetical protein Rv2807 	11	24.3	30.7	0.34	1067.7	1352.82	285.2	0.39840	0.96168
Rv2808	-	hypothetical protein Rv2808 	9	21.8	20.3	-0.10	783.9	730.56	-53.3	0.88130	1.00000
Rv2809	-	hypothetical protein Rv2809 	8	54.1	42.1	-0.36	1731.2	1345.80	-385.4	0.30700	0.89804
Rv2810c	-	PROBABLE TRANSPOSASE 	12	31.1	27.4	-0.18	1367.1	1206.43	-160.6	0.57510	1.00000
Rv2811	-	hypothetical protein Rv2811 	3	31.2	29.2	-0.09	249.2	233.38	-15.8	0.88640	1.00000
Rv2812	-	PROBABLE TRANSPOSASE 	19	9.1	10.7	0.24	545.5	644.08	98.6	0.63380	1.00000
Rv2813	-	hypothetical protein Rv2813 	11	4.7	8.4	0.86	205.1	371.52	166.4	0.16600	0.71109
Rv2814c	-	PROBABLE TRANSPOSASE 	25	85.4	74.1	-0.20	8539.9	7409.19	-1130.7	0.48120	0.97660
Rv2815c	-	PROBABLE TRANSPOSASE 	4	78.3	69.6	-0.17	1252.3	1113.27	-139.1	0.75930	1.00000
Rv2816c	-	hypothetical protein Rv2816c 	14	13.8	9.6	-0.53	771.3	535.06	-236.2	0.23440	0.81678
Rv2817c	-	hypothetical protein Rv2817c 	21	12.4	9.2	-0.43	840.9	622.75	-218.2	0.39500	0.96168
Rv2818c	-	hypothetical protein Rv2818c 	27	19.7	15.5	-0.35	1969.2	1546.42	-422.8	0.36430	0.94264
Rv2819c	-	hypothetical protein Rv2819c 	23	14.7	12.7	-0.21	1296.2	1116.83	-179.4	0.61220	1.00000
Rv2820c	-	hypothetical protein Rv2820c 	19	39.3	30.4	-0.37	2988.1	2310.66	-677.4	0.21350	0.79175
Rv2821c	-	hypothetical protein Rv2821c 	13	33.5	32.1	-0.06	1743.5	1668.93	-74.5	0.85950	1.00000
Rv2822c	-	hypothetical protein Rv2822c 	13	36.6	33.1	-0.15	1757.9	1588.44	-169.4	0.69980	1.00000
Rv2823c	-	hypothetical protein Rv2823c 	48	32.5	34.1	0.07	6235.0	6546.72	311.7	0.75690	1.00000
Rv2824c	-	hypothetical protein Rv2824c 	18	38.1	47.0	0.30	2746.2	3383.54	637.4	0.27990	0.87868
Rv2825c	-	hypothetical protein Rv2825c 	5	8.3	9.9	0.26	165.3	198.22	32.9	0.70750	1.00000
Rv2826c	-	hypothetical protein Rv2826c 	11	32.9	27.0	-0.29	1317.2	1078.89	-238.3	0.57150	1.00000
Rv2827c	-	hypothetical protein Rv2827c 	14	4.4	1.5	-1.56	88.9	30.18	-58.8	0.28130	0.87886
Rv2828c	-	hypothetical protein Rv2828c 	5	8.4	13.9	0.74	100.4	167.16	66.8	0.35570	0.94128
Rv2829c	-	hypothetical protein Rv2829c 	4	19.6	19.4	-0.01	313.8	311.07	-2.7	0.98200	1.00000
Rv2830c	-	hypothetical protein Rv2830c 	1	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2831	echA16	enoyl-CoA hydratase 	6	26.0	24.8	-0.07	520.6	496.08	-24.5	0.89770	1.00000
Rv2832c	ugpC	PROBABLE Sn-GLYCEROL-3-PHOSPHATE TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER UGPC 	10	9.0	7.9	-0.19	288.9	253.81	-35.1	0.78790	1.00000
Rv2833c	ugpB	PROBABLE Sn-GLYCEROL-3-PHOSPHATE-BINDING LIPOPROTEIN UGPB 	19	10.6	9.2	-0.22	638.9	549.16	-89.7	0.71740	1.00000
Rv2834c	ugpE	PROBABLE Sn-GLYCEROL-3-PHOSPHATE TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER UGPE 	9	11.2	19.9	0.83	401.8	714.90	313.1	0.17140	0.72216
Rv2835c	ugpA	PROBABLE Sn-GLYCEROL-3-PHOSPHATE TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER UGPA 	16	25.2	14.3	-0.82	1512.8	855.59	-657.2	0.08070	0.49461
Rv2836c	dinF	POSSIBLE DNA-DAMAGE-INDUCIBLE PROTEIN F DINF 	23	21.1	17.1	-0.31	1772.9	1432.55	-340.4	0.37700	0.95196
Rv2837c	-	hypothetical protein Rv2837c 	13	24.9	0.5	-5.74	1194.5	22.28	-1172.2	0.00000	0.00000
Rv2838c	rbfA	ribosome-binding factor A 	8	6.8	0.8	-3.15	218.8	24.66	-194.2	0.00040	0.00682
Rv2839c	infB	translation initiation factor IF-2 	30	0.2	0.1	-0.55	2.0	1.36	-0.6	1.00000	1.00000
Rv2840c	-	hypothetical protein Rv2840c 	7	43.7	50.6	0.21	1224.5	1415.51	191.0	0.71920	1.00000
Rv2841c	nusA	transcription elongation factor NusA 	14	2.3	2.1	-0.12	46.2	42.55	-3.7	0.91740	1.00000
Rv2842c	-	hypothetical protein Rv2842c 	7	4.4	6.6	0.58	123.8	184.63	60.8	0.48340	0.97957
Rv2843	-	PROBABLE CONSERVED TRANSMEMBRANE ALANINE RICH PROTEIN 	8	50.3	10.9	-2.21	1408.1	304.27	-1103.9	0.00840	0.09916
Rv2844	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	4	28.3	3.1	-3.19	452.8	49.51	-403.3	0.01750	0.17996
Rv2845c	proS	prolyl-tRNA synthetase 	30	0.4	0.4	0.17	7.1	8.02	0.9	0.90700	1.00000
Rv2846c	efpA	POSSIBLE INTEGRAL MEMBRANE EFFLUX PROTEIN EFPA 	33	0.1	0.3	0.99	3.4	6.81	3.4	0.51370	0.99721
Rv2847c	cysG	POSSIBLE MULTIFUNCTIONAL ENZYME SIROHEME SYNTHASE CYSG: UROPORPHYRIN-III C-METHYLTRANSFERASE (UROGEN III METHYLASE) (SUMT) (UROPORPHYRINOGEN III METHYLASE) (UROM) + PRECORRIN-2 OXIDASE + FERROCHELATASE 	18	2.1	0.5	-1.94	83.0	21.57	-61.4	0.06240	0.42271
Rv2848c	cobB	cobyrinic acid a,c-diamide synthase 	25	24.7	22.7	-0.13	2375.6	2175.96	-199.7	0.65370	1.00000
Rv2849c	cobO	cob(I)yrinic acid a,c-diamide adenosyltransferase 	6	40.4	44.4	0.14	969.6	1066.54	97.0	0.81500	1.00000
Rv2850c	-	POSSIBLE MAGNESIUM CHELATASE 	17	17.9	18.0	0.01	1217.1	1222.66	5.6	0.98790	1.00000
Rv2851c	-	hypothetical protein Rv2851c 	9	47.1	63.3	0.42	1697.2	2277.85	580.7	0.47790	0.97660
Rv2852c	mqo	malate:quinone oxidoreductase 	21	54.7	65.4	0.26	4155.1	4968.60	813.5	0.34220	0.93009
Rv2853	PE_PGRS48	PE-PGRS FAMILY PROTEIN 	35	46.9	41.8	-0.17	5999.6	5347.20	-652.4	0.64520	1.00000
Rv2854	-	hypothetical protein Rv2854 	18	31.4	24.5	-0.36	2012.5	1568.70	-443.8	0.30480	0.89724
Rv2855	mtr	mycothione/glutathione reductase 	30	6.3	8.8	0.50	650.4	917.54	267.1	0.27810	0.87578
Rv2856	nicT	POSSIBLE NICKEL-TRANSPORT INTEGRAL MEMBRANE PROTEIN NICT 	15	29.7	24.8	-0.26	1784.9	1489.11	-295.8	0.59490	1.00000
Rv2857c	-	short chain dehydrogenase 	12	8.6	26.6	1.63	376.9	1169.38	792.5	0.06270	0.42330
Rv2858c	aldC	PROBABLE ALDEHYDE DEHYDROGENASE ALDC 	14	10.0	12.2	0.28	481.3	586.11	104.8	0.63950	1.00000
Rv2859c	-	POSSIBLE AMIDOTRANSFERASE 	17	19.6	22.0	0.17	1331.5	1493.55	162.0	0.60520	1.00000
Rv2860c	glnA4	PROBABLE GLUTAMINE SYNTHETASE GLNA4 (GLUTAMINE SYNTHASE) (GS-II) 	31	29.9	27.2	-0.14	3345.6	3040.91	-304.7	0.61970	1.00000
Rv2861c	mapB	methionine aminopeptidase 	15	22.8	6.2	-1.88	1094.9	296.68	-798.2	0.00050	0.00835
Rv2862c	-	hypothetical protein Rv2862c 	5	52.6	57.4	0.13	1051.1	1147.26	96.1	0.82710	1.00000
Rv2863	-	hypothetical protein Rv2863 	4	133.7	107.0	-0.32	2139.6	1712.39	-427.2	0.53400	1.00000
Rv2864c	-	POSSIBLE PENICILLIN-BINDING LIPOPROTEIN 	24	58.2	11.2	-2.38	5352.0	1029.56	-4322.4	0.00000	0.00000
Rv2865	-	hypothetical protein Rv2865 	3	43.5	62.5	0.52	522.0	750.21	228.2	0.33730	0.92763
Rv2866	-	hypothetical protein Rv2866 	5	100.8	83.6	-0.27	2015.3	1671.28	-344.1	0.29490	0.88690
Rv2867c	-	hypothetical protein Rv2867c 	12	28.9	36.5	0.34	1272.4	1605.70	333.3	0.43550	0.97293
Rv2868c	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase 	14	10.1	14.9	0.56	121.8	179.27	57.5	0.50670	0.99554
Rv2869c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	21	35.4	1.8	-4.26	2692.1	140.12	-2552.0	0.00000	0.00000
Rv2870c	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase 	16	25.8	18.9	-0.45	413.0	302.59	-110.4	0.55660	1.00000
Rv2871	-	hypothetical protein Rv2871 	7	18.4	34.4	0.90	441.3	825.42	384.2	0.30300	0.89509
Rv2872	-	hypothetical protein Rv2872 	11	53.5	69.9	0.39	2352.4	3076.10	723.7	0.39680	0.96168
Rv2873	mpt83	CELL SURFACE LIPOPROTEIN MPT83 (LIPOPROTEIN P23) 	13	32.4	34.3	0.09	1683.0	1785.28	102.3	0.81270	1.00000
Rv2874	dipZ	POSSIBLE INTEGRAL MEMBRANE C-TYPE CYTOCHROME BIOGENESIS PROTEIN DIPZ 	46	23.1	27.3	0.24	3876.3	4592.91	716.6	0.31670	0.90914
Rv2875	mpt70	MAJOR SECRETED IMMUNOGENIC PROTEIN MPT70 	12	67.0	64.0	-0.07	3218.3	3072.80	-145.5	0.82400	1.00000
Rv2876	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	1	58.0	66.9	0.21	232.0	267.58	35.6	0.88260	1.00000
Rv2877c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	74.8	78.6	0.07	5685.6	5976.06	290.4	0.80700	1.00000
Rv2878c	mpt53	SOLUBLE SECRETED ANTIGEN MPT53 PRECURSOR 	7	43.7	51.4	0.23	1224.8	1439.96	215.1	0.54210	1.00000
Rv2879c	-	hypothetical protein Rv2879c 	11	70.7	75.4	0.09	3111.4	3318.95	207.6	0.83250	1.00000
Rv2880c	-	hypothetical protein Rv2880c 	15	81.6	84.3	0.05	4893.2	5059.64	166.4	0.88390	1.00000
Rv2881c	cdsA	PROBABLE INTEGRAL MEMBRANE PHOSPHATIDATE CYTIDYLYLTRANSFERASE CDSA (CDP-DIGLYCERIDE SYNTHETASE) (CDP-DIGLYCERIDE PYROPHOSPHORYLASE) (CDP-DIACYLGLYCEROL SYNTHASE) (CDS) (CTP:PHOSPHATIDATE CYTIDYLYLTRANSFERASE) (CDP-DAG SYNTHASE) (CDP-DG SYNTHETASE) 	12	7.9	5.3	-0.57	95.2	64.16	-31.1	0.57520	1.00000
Rv2882c	frr	ribosome recycling factor 	16	0.5	3.9	3.10	5.4	46.49	41.1	0.32570	0.91840
Rv2883c	pyrH	uridylate kinase 	10	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2884	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	15	43.7	30.6	-0.51	2445.6	1715.14	-730.5	0.06900	0.45198
Rv2885c	-	PROBABLE TRANSPOSASE 	17	28.9	20.9	-0.47	1963.2	1421.15	-542.0	0.15530	0.68950
Rv2886c	-	PROBABLE RESOLVASE 	21	32.7	23.4	-0.48	2614.6	1875.49	-739.1	0.08560	0.51360
Rv2887	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	15.4	14.0	-0.14	430.2	391.02	-39.2	0.77700	1.00000
Rv2888c	amiC	amidase 	33	51.0	54.6	0.10	6733.2	7208.18	475.0	0.66890	1.00000
Rv2889c	tsf	elongation factor Ts 	10	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2890c	rpsB	30S ribosomal protein S2 	9	1.5	0.0	-1.35	6.2	0.00	-6.2	1.00000	1.00000
Rv2891	-	hypothetical protein Rv2891 	13	48.7	51.7	0.09	2534.7	2689.80	155.1	0.81680	1.00000
Rv2892c	PPE45	PPE FAMILY PROTEIN 	21	85.2	74.0	-0.20	7153.0	6212.17	-940.8	0.56210	1.00000
Rv2893	-	POSSIBLE OXIDOREDUCTASE 	10	62.5	53.6	-0.22	2249.8	1930.93	-318.9	0.48980	0.98503
Rv2894c	xerC	site-specific tyrosine recombinase XerC 	12	14.2	14.2	0.00	567.9	569.66	1.7	0.99040	1.00000
Rv2895c	viuB	POSSIBLE MYCOBACTIN UTILIZATION PROTEIN VIUB 	12	62.2	62.0	-0.00	2983.9	2974.29	-9.6	0.99130	1.00000
Rv2896c	-	hypothetical protein Rv2896c 	20	42.0	41.2	-0.03	3023.3	2962.89	-60.4	0.92060	1.00000
Rv2897c	-	hypothetical protein Rv2897c 	11	10.5	7.9	-0.42	379.7	284.26	-95.4	0.50790	0.99554
Rv2898c	-	hypothetical protein Rv2898c 	4	10.8	15.7	0.55	172.4	251.58	79.2	0.51300	0.99721
Rv2899c	fdhD	formate dehydrogenase accessory protein 	13	14.7	15.9	0.12	647.4	701.55	54.1	0.82250	1.00000
Rv2900c	fdhF	POSSIBLE FORMATE DEHYDROGENASE H FDHF (FORMATE-HYDROGEN-LYASE-LINKED, SELENOCYSTEINE-CONTAINING POLYPEPTIDE) (FORMATE DEHYDROGENASE-H ALPHA SUBUNIT) (FDH-H) 	33	28.2	31.0	0.14	3610.7	3967.67	357.0	0.64460	1.00000
Rv2901c	-	hypothetical protein Rv2901c 	9	50.4	17.4	-1.53	1815.5	627.25	-1188.2	0.00060	0.00993
Rv2902c	rnhB	ribonuclease HII 	12	53.7	35.1	-0.61	2577.4	1686.35	-891.0	0.10830	0.57568
Rv2903c	lepB	PROBABLE SIGNAL PEPTIDASE I LEPB (SPASE I) (LEADER PEPTIDASE I). 	12	0.0	0.5	0.54	0.0	5.45	5.4	0.21190	0.79175
Rv2904c	rplS	50S ribosomal protein L19 	4	6.9	3.7	-0.88	54.8	29.84	-25.0	0.23790	0.82255
Rv2905	lppW	PROBABLE CONSERVED ALANINE RICH LIPOPROTEIN LPPW 	16	63.4	86.4	0.45	3801.1	5185.66	1384.6	0.13050	0.63422
Rv2906c	trmD	tRNA (guanine-N(1)-)-methyltransferase 	10	0.9	0.0	-0.89	3.4	0.00	-3.4	1.00000	1.00000
Rv2907c	rimM	16S rRNA-processing protein 	7	3.0	5.4	0.87	83.2	151.64	68.4	0.16930	0.71862
Rv2908c	-	hypothetical protein Rv2908c 	6	0.5	16.6	4.94	6.5	199.62	193.1	0.01190	0.13263
Rv2909c	rpsP	30S ribosomal protein S16 	7	5.0	39.4	2.98	20.0	157.66	137.7	0.02910	0.25688
Rv2910c	-	hypothetical protein Rv2910c 	10	44.5	83.7	0.91	1781.7	3349.87	1568.1	0.05130	0.37352
Rv2911	dacB2	PROBABLE D-ALANYL-D-ALANINE CARBOXYPEPTIDASE DACB2 (PENICILLIN-BINDING PROTEIN) (DD-PEPTIDASE) (DD-CARBOXYPEPTIDASE) (PBP) (DD-TRANSPEPTIDASE) (SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE) (D-AMINO ACID HYDROLASE) 	10	47.5	49.6	0.06	1901.2	1983.66	82.5	0.89760	1.00000
Rv2912c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	51.3	49.1	-0.06	1847.1	1766.30	-80.8	0.85030	1.00000
Rv2913c	-	POSSIBLE D-AMINO ACID AMINOHYDROLASE (D-AMINO ACID HYDROLASE) 	30	22.2	25.9	0.22	2400.6	2795.75	395.1	0.44320	0.97453
Rv2914c	pknI	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE I PKNI (PROTEIN KINASE I) (STPK I) (PHOSPHORYLASE B KINASE KINASE) (HYDROXYALKYL-PROTEIN KINASE) 	27	42.0	40.9	-0.04	4535.8	4419.47	-116.4	0.89220	1.00000
Rv2915c	-	hypothetical protein Rv2915c 	13	37.0	38.6	0.06	1775.7	1850.40	74.7	0.87380	1.00000
Rv2916c	ffh	PROBABLE SIGNAL RECOGNITION PARTICLE PROTEIN FFH (FIFTY-FOUR HOMOLOG) (SRP PROTEIN) 	10	1.2	1.2	-0.07	15.0	14.22	-0.7	0.96210	1.00000
Rv2917	-	CONSERVED HYPOTHETICAL ALANINE AND ARGININE RICH PROTEIN 	25	53.4	54.9	0.04	5128.4	5270.49	142.1	0.89840	1.00000
Rv2918c	glnD	PII uridylyl-transferase 	26	23.4	30.1	0.36	2247.0	2892.26	645.2	0.26890	0.86654
Rv2919c	glnB	PROBABLE NITROGEN REGULATORY PROTEIN P-II GLNB 	6	11.1	2.5	-2.14	265.5	60.11	-205.4	0.02730	0.24813
Rv2920c	amt	PROBABLE AMMONIUM-TRANSPORT INTEGRAL MEMBRANE PROTEIN AMT 	20	27.2	29.3	0.11	2172.0	2340.53	168.5	0.83030	1.00000
Rv2921c	ftsY	PROBABLE CELL DIVISION PROTEIN FTSY (SRP RECEPTOR) (SIGNAL RECOGNITION PARTICLE RECEPTOR) 	13	0.0	1.6	1.38	0.0	6.43	6.4	1.00000	1.00000
Rv2922A	acyP	PROBABLE ACYLPHOSPHATASE ACYP (ACYLPHOSPHATE PHOSPHOHYDROLASE) 	1	11.8	1.9	-2.65	47.2	7.54	-39.6	0.71470	1.00000
Rv2922c	smc	PROBABLE CHROMOSOME PARTITION PROTEIN SMC 	41	25.6	16.7	-0.62	3885.1	2533.42	-1351.7	0.00920	0.10671
Rv2923c	-	hypothetical protein Rv2923c 	5	26.6	23.9	-0.16	532.3	478.06	-54.3	0.72320	1.00000
Rv2924c	fpg	formamidopyrimidine-DNA glycosylase 	14	61.8	102.6	0.73	3459.8	5748.32	2288.6	0.44610	0.97453
Rv2925c	rnc	ribonuclease III 	11	0.2	0.3	0.67	3.4	5.45	2.0	0.73520	1.00000
Rv2926c	-	hypothetical protein Rv2926c 	6	47.7	96.9	1.02	763.4	1550.48	787.1	0.14900	0.67694
Rv2927c	-	hypothetical protein Rv2927c 	12	11.6	26.3	1.18	139.4	315.14	175.7	0.38270	0.95800
Rv2928	tesA	PROBABLE THIOESTERASE TESA 	26	15.7	17.3	0.13	1448.4	1588.10	139.7	0.83590	1.00000
Rv2929	-	hypothetical protein Rv2929 	7	65.8	54.3	-0.28	1842.3	1519.68	-322.7	0.49980	0.99286
Rv2930	fadD26	acyl-CoA synthetase 	40	46.7	26.4	-0.82	6917.8	3912.00	-3005.8	0.01380	0.14882
Rv2931	ppsA	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSA 	81	24.5	17.7	-0.47	7257.4	5234.43	-2023.0	0.04870	0.36401
Rv2932	ppsB	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSB 	71	18.4	22.1	0.27	4994.0	6006.63	1012.6	0.64160	1.00000
Rv2933	ppsC	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSC 	84	23.2	16.5	-0.49	7243.1	5149.59	-2093.5	0.05890	0.40659
Rv2934	ppsD	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSD 	67	23.2	16.7	-0.47	5663.2	4077.04	-1586.2	0.02570	0.23682
Rv2935	ppsE	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSE 	68	24.0	18.8	-0.35	6324.4	4965.11	-1359.3	0.06460	0.43393
Rv2936	drrA	PROBABLE DAUNORUBICIN-DIM-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER DRRA 	19	109.9	27.8	-1.98	8349.2	2113.08	-6236.1	0.00000	0.00000
Rv2937	drrB	PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRB 	23	67.4	15.6	-2.11	6200.7	1437.34	-4763.4	0.00000	0.00000
Rv2938	drrC	PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRC 	26	86.6	16.9	-2.36	8315.0	1618.10	-6696.9	0.00000	0.00000
Rv2939	papA5	acyltransferase PapA5 	29	51.4	53.8	0.06	5757.8	6021.81	264.0	0.84540	1.00000
Rv2940c	mas	PROBABLE MULTIFUNCTIONAL MYCOCEROSIC ACID SYNTHASE MEMBRANE-ASSOCIATED MAS 	82	39.3	39.7	0.02	12734.1	12867.91	133.8	0.95870	1.00000
Rv2941	fadD28	acyl-CoA synthetase 	46	21.9	21.4	-0.03	3845.8	3761.94	-83.9	0.90190	1.00000
Rv2942	mmpL7	CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL7 	43	65.8	21.0	-1.65	11315.9	3609.56	-7706.3	0.00000	0.00000
Rv2943	-	IS1533 transposase 	11	45.3	59.4	0.39	1991.4	2611.84	620.4	0.36180	0.94128
Rv2943A	-	POSSIBLE TRANSPOSASE 	7	15.2	15.7	0.05	426.1	439.61	13.5	0.94540	1.00000
Rv2944	-	IS1533 transposase 	10	22.6	20.2	-0.16	902.8	809.25	-93.5	0.69630	1.00000
Rv2945c	lppX	PROBABLE CONSERVED LIPOPROTEIN LPPX 	10	98.9	38.1	-1.38	3957.5	1523.90	-2433.6	0.00000	0.00000
Rv2946c	pks1	PROBABLE POLYKETIDE SYNTHASE PKS1 	50	58.6	40.5	-0.53	11482.9	7932.04	-3550.9	0.00190	0.02787
Rv2947c	pks15	PROBABLE POLYKETIDE SYNTHASE PKS15 	22	96.8	82.2	-0.24	8515.7	7232.27	-1283.4	0.26190	0.85936
Rv2948c	fadD22	acyl-CoA synthetase 	48	86.9	104.6	0.27	16341.6	19665.70	3324.1	0.28560	0.88268
Rv2949c	-	hypothetical protein Rv2949c 	22	17.3	18.7	0.11	1385.4	1498.53	113.2	0.75620	1.00000
Rv2950c	fadD29	acyl-CoA synthetase 	46	59.4	53.5	-0.15	10209.5	9194.42	-1015.1	0.53870	1.00000
Rv2951c	-	POSSIBLE OXIDOREDUCTASE 	24	52.4	50.5	-0.05	5026.4	4851.88	-174.5	0.83660	1.00000
Rv2952	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	16	46.2	50.6	0.13	2955.8	3241.28	285.5	0.64630	1.00000
Rv2953	-	hypothetical protein Rv2953 	25	42.4	38.8	-0.13	4066.0	3727.04	-339.0	0.67860	1.00000
Rv2954c	-	hypothetical protein Rv2954c 	13	151.0	145.7	-0.05	7249.5	6994.91	-254.6	0.86570	1.00000
Rv2955c	-	hypothetical protein Rv2955c 	20	41.0	39.7	-0.05	3279.7	3173.87	-105.9	0.88720	1.00000
Rv2956	-	hypothetical protein Rv2956 	18	9.9	9.4	-0.08	634.6	600.22	-34.4	0.87680	1.00000
Rv2957	-	POSSIBLE GLYCOSYL TRANSFERASE 	18	86.2	110.9	0.36	6204.2	7987.35	1783.2	0.23450	0.81678
Rv2958c	-	POSSIBLE GLYCOSYL TRANSFERASE 	25	99.1	125.5	0.34	9909.1	12553.22	2644.1	0.35820	0.94128
Rv2959c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	31	15.1	17.4	0.21	1627.1	1876.03	249.0	0.54640	1.00000
Rv2960c	-	hypothetical protein Rv2960c 	7	79.8	44.7	-0.84	2234.2	1252.12	-982.1	0.11570	0.59340
Rv2961	-	PROBABLE TRANSPOSASE 	7	78.2	107.0	0.45	1877.3	2566.97	689.6	0.26560	0.86358
Rv2962c	-	POSSIBLE GLYCOSYL TRANSFERASE 	21	66.2	89.4	0.43	5559.5	7511.93	1952.4	0.11420	0.59340
Rv2963	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	24	50.9	60.7	0.25	4681.0	5585.81	904.8	0.32680	0.91902
Rv2964	purU	PROBABLE FORMYLTETRAHYDROFOLATE DEFORMYLASE PURU (FORMYL-FH(4) HYDROLASE) 	17	36.0	45.8	0.35	2449.8	3115.08	665.3	0.33790	0.92763
Rv2965c	coaD	phosphopantetheine adenylyltransferase 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2966c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	7	19.4	6.0	-1.70	542.8	166.85	-375.9	0.00200	0.02912
Rv2967c	pca	pyruvate carboxylase 	63	8.0	14.5	0.85	1803.1	3241.97	1438.9	0.00780	0.09431
Rv2968c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	39.7	2.9	-3.76	317.5	23.37	-294.1	0.11540	0.59340
Rv2969c	-	POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN 	11	0.0	0.7	0.75	0.0	2.72	2.7	1.00000	1.00000
Rv2970A	-	hypothetical protein Rv2970A 	4	42.2	69.7	0.72	675.3	1115.90	440.6	0.22790	0.80828
Rv2970c	lipN	PROBABLE LIPASE/ESTERASE LIPN 	17	60.5	76.7	0.34	4116.0	5218.23	1102.3	0.23510	0.81710
Rv2971	-	PROBABLE OXIDOREDUCTASE 	15	13.9	27.7	0.99	222.8	443.30	220.4	0.37020	0.94807
Rv2972c	-	POSSIBLE CONSERVED MEMBRANE OR EXPORTED PROTEIN 	12	70.2	87.6	0.32	3367.8	4205.23	837.5	0.56260	1.00000
Rv2973c	recG	PROBABLE ATP-DEPENDENT DNA HELICASE RECG 	30	30.0	25.6	-0.23	3360.4	2866.02	-494.4	0.50760	0.99554
Rv2974c	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	20	52.7	44.4	-0.25	4004.1	3374.76	-629.4	0.49530	0.98991
Rv2975c	-	hypothetical protein Rv2975c 	2	36.8	44.8	0.29	294.3	358.79	64.5	0.77160	1.00000
Rv2976c	ung	uracil-DNA glycosylase 	8	18.1	13.9	-0.38	579.8	444.84	-135.0	0.45150	0.97453
Rv2977c	thiL	thiamine monophosphate kinase 	9	4.2	9.0	1.09	83.9	179.16	95.3	0.33860	0.92763
Rv2978c	-	PROBABLE TRANSPOSASE 	12	37.1	40.8	0.13	1633.9	1793.35	159.4	0.81850	1.00000
Rv2979c	-	PROBABLE RESOLVASE 	8	55.1	118.2	1.10	1762.4	3782.05	2019.7	0.28220	0.87967
Rv2980	-	POSSIBLE CONSERVED SECRETED PROTEIN 	6	1.6	0.1	-3.83	19.4	1.36	-18.0	0.01120	0.12659
Rv2981c	ddl	D-alanyl-alanine synthetase A 	14	24.3	1.7	-3.86	97.3	6.70	-90.6	0.43170	0.97293
