#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv2850c	-	POSSIBLE MAGNESIUM CHELATASE 	23	30.9	30.2	-0.03	1112.0	1085.45	-26.6	0.94360	1.00000
Rv2851c	-	hypothetical protein Rv2851c 	9	10.7	32.6	1.61	106.6	326.37	219.8	0.13690	0.96678
Rv2852c	mqo	malate:quinone oxidoreductase 	30	63.3	47.4	-0.42	3165.5	2367.94	-797.6	0.25670	1.00000
Rv2853	PE_PGRS48	PE-PGRS FAMILY PROTEIN 	29	12.8	19.9	0.64	590.1	916.96	326.8	0.20280	1.00000
Rv2854	-	hypothetical protein Rv2854 	21	14.0	18.8	0.43	419.1	564.54	145.4	0.55080	1.00000
Rv2855	mtr	mycothione/glutathione reductase 	27	6.0	10.9	0.86	167.2	304.18	137.0	0.23140	1.00000
Rv2856	nicT	POSSIBLE NICKEL-TRANSPORT INTEGRAL MEMBRANE PROTEIN NICT 	17	26.3	37.6	0.52	735.7	1053.62	317.9	0.46120	1.00000
Rv2857c	-	short chain dehydrogenase 	13	1.1	21.2	4.26	13.2	253.85	240.6	0.02120	0.50052
Rv2858c	aldC	PROBABLE ALDEHYDE DEHYDROGENASE ALDC 	14	13.3	33.9	1.35	239.9	609.63	369.8	0.26270	1.00000
Rv2859c	-	POSSIBLE AMIDOTRANSFERASE 	21	15.6	15.7	0.01	594.2	596.61	2.4	0.99210	1.00000
Rv2860c	glnA4	PROBABLE GLUTAMINE SYNTHETASE GLNA4 (GLUTAMINE SYNTHASE) (GS-II) 	30	27.1	21.9	-0.31	921.6	743.30	-178.3	0.64600	1.00000
Rv2861c	mapB	methionine aminopeptidase 	13	14.6	32.7	1.16	320.9	719.28	398.4	0.33000	1.00000
Rv2862c	-	hypothetical protein Rv2862c 	9	68.2	58.6	-0.22	1228.4	1054.63	-173.8	0.79020	1.00000
Rv2863	-	hypothetical protein Rv2863 	4	3.9	18.3	2.25	15.4	73.31	57.9	0.43000	1.00000
Rv2864c	-	POSSIBLE PENICILLIN-BINDING LIPOPROTEIN 	31	49.0	53.6	0.13	3039.0	3324.71	285.7	0.76610	1.00000
Rv2865	-	hypothetical protein Rv2865 	5	65.8	62.1	-0.08	658.4	621.06	-37.3	0.91140	1.00000
Rv2866	-	hypothetical protein Rv2866 	6	29.1	15.1	-0.95	232.9	120.65	-112.2	0.30450	1.00000
Rv2867c	-	hypothetical protein Rv2867c 	9	21.5	7.3	-1.56	172.3	58.30	-114.0	0.48000	1.00000
Rv2868c	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase 	17	17.8	36.4	1.03	356.3	727.82	371.5	0.22150	1.00000
Rv2869c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	21	7.7	22.4	1.54	184.8	537.37	352.6	0.11230	0.90972
Rv2870c	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase 	21	36.2	23.3	-0.63	869.0	560.34	-308.6	0.28210	1.00000
Rv2871	-	hypothetical protein Rv2871 	3	90.1	97.7	0.12	540.9	585.93	45.1	0.91900	1.00000
Rv2872	-	hypothetical protein Rv2872 	8	35.1	65.3	0.89	491.9	914.60	422.7	0.56610	1.00000
Rv2873	mpt83	CELL SURFACE LIPOPROTEIN MPT83 (LIPOPROTEIN P23) 	10	13.3	27.4	1.04	267.0	548.31	281.3	0.22170	1.00000
Rv2874	dipZ	POSSIBLE INTEGRAL MEMBRANE C-TYPE CYTOCHROME BIOGENESIS PROTEIN DIPZ 	47	26.4	36.1	0.45	2005.1	2743.67	738.5	0.44150	1.00000
Rv2875	mpt70	MAJOR SECRETED IMMUNOGENIC PROTEIN MPT70 	7	76.0	41.4	-0.88	1063.5	579.74	-483.8	0.52250	1.00000
Rv2876	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	70.6	63.5	-0.15	988.5	889.13	-99.4	0.85090	1.00000
Rv2877c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	27.7	56.4	1.03	830.0	1693.36	863.4	0.01300	0.36528
Rv2878c	mpt53	SOLUBLE SECRETED ANTIGEN MPT53 PRECURSOR 	12	65.8	48.4	-0.44	1579.1	1160.69	-418.4	0.58330	1.00000
Rv2879c	-	hypothetical protein Rv2879c 	9	33.5	22.9	-0.55	536.5	367.07	-169.4	0.56560	1.00000
Rv2880c	-	hypothetical protein Rv2880c 	9	62.0	31.5	-0.98	496.4	252.26	-244.1	0.36230	1.00000
Rv2881c	cdsA	PROBABLE INTEGRAL MEMBRANE PHOSPHATIDATE CYTIDYLYLTRANSFERASE CDSA (CDP-DIGLYCERIDE SYNTHETASE) (CDP-DIGLYCERIDE PYROPHOSPHORYLASE) (CDP-DIACYLGLYCEROL SYNTHASE) (CDS) (CTP:PHOSPHATIDATE CYTIDYLYLTRANSFERASE) (CDP-DAG SYNTHASE) (CDP-DG SYNTHETASE) 	23	16.0	15.4	-0.05	63.9	61.58	-2.3	0.91430	1.00000
Rv2882c	frr	ribosome recycling factor 	8	38.3	18.8	-1.03	153.3	75.26	-78.0	0.69720	1.00000
Rv2883c	pyrH	uridylate kinase 	13	16.6	14.3	-0.22	331.9	285.15	-46.8	0.74730	1.00000
Rv2884	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	15	33.3	28.3	-0.23	731.6	622.70	-108.9	0.79050	1.00000
Rv2885c	-	PROBABLE TRANSPOSASE 	24	20.3	21.2	0.06	894.8	934.24	39.4	0.91150	1.00000
Rv2886c	-	PROBABLE RESOLVASE 	20	23.9	21.2	-0.18	765.2	677.16	-88.1	0.79410	1.00000
Rv2887	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	50.1	52.2	0.06	1001.3	1044.74	43.4	0.91790	1.00000
Rv2888c	amiC	amidase 	25	18.6	27.3	0.55	634.1	928.81	294.7	0.23890	1.00000
Rv2889c	tsf	elongation factor Ts 	9	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2890c	rpsB	30S ribosomal protein S2 	15	19.7	40.0	1.02	236.3	479.43	243.1	0.11320	0.90972
Rv2891	-	hypothetical protein Rv2891 	12	31.4	100.0	1.67	691.7	2200.65	1508.9	0.18080	1.00000
Rv2892c	PPE45	PPE FAMILY PROTEIN 	25	39.8	90.1	1.18	1593.1	3602.06	2009.0	0.06440	0.78580
Rv2893	-	POSSIBLE OXIDOREDUCTASE 	10	13.1	16.8	0.35	157.4	201.05	43.7	0.70140	1.00000
Rv2894c	xerC	site-specific tyrosine recombinase XerC 	16	30.7	25.8	-0.25	797.3	671.04	-126.2	0.69160	1.00000
Rv2895c	viuB	POSSIBLE MYCOBACTIN UTILIZATION PROTEIN VIUB 	15	60.9	36.3	-0.75	1583.4	943.02	-640.3	0.24540	1.00000
Rv2896c	-	hypothetical protein Rv2896c 	15	8.1	19.5	1.26	145.8	350.13	204.3	0.14720	0.98049
Rv2897c	-	hypothetical protein Rv2897c 	11	16.4	8.3	-0.98	229.7	116.39	-113.3	0.35100	1.00000
Rv2898c	-	hypothetical protein Rv2898c 	6	5.7	61.3	3.43	34.1	367.93	333.8	0.29980	1.00000
Rv2899c	fdhD	formate dehydrogenase accessory protein 	18	9.4	40.0	2.08	188.8	799.74	611.0	0.00930	0.29218
Rv2900c	fdhF	POSSIBLE FORMATE DEHYDROGENASE H FDHF (FORMATE-HYDROGEN-LYASE-LINKED, SELENOCYSTEINE-CONTAINING POLYPEPTIDE) (FORMATE DEHYDROGENASE-H ALPHA SUBUNIT) (FDH-H) 	32	34.0	30.9	-0.13	1765.7	1608.89	-156.8	0.83480	1.00000
Rv2901c	-	hypothetical protein Rv2901c 	7	13.5	51.0	1.92	161.7	612.25	450.6	0.00120	0.07366
Rv2902c	rnhB	ribonuclease HII 	13	10.7	12.9	0.27	85.9	103.47	17.6	0.93480	1.00000
Rv2903c	lepB	PROBABLE SIGNAL PEPTIDASE I LEPB (SPASE I) (LEADER PEPTIDASE I). 	11	11.8	2.4	-2.31	94.3	18.99	-75.3	0.23510	1.00000
Rv2904c	rplS	50S ribosomal protein L19 	7	100.4	87.2	-0.20	1405.5	1220.97	-184.6	0.75210	1.00000
Rv2905	lppW	PROBABLE CONSERVED ALANINE RICH LIPOPROTEIN LPPW 	15	49.2	42.5	-0.21	787.0	680.63	-106.4	0.73210	1.00000
Rv2906c	trmD	tRNA (guanine-N(1)-)-methyltransferase 	13	1.9	0.6	-1.55	22.6	7.74	-14.9	0.17410	1.00000
Rv2907c	rimM	16S rRNA-processing protein 	7	4.0	5.4	0.45	15.8	21.65	5.8	0.70800	1.00000
Rv2908c	-	hypothetical protein Rv2908c 	5	33.6	89.6	1.42	67.1	179.12	112.0	0.67130	1.00000
Rv2909c	rpsP	30S ribosomal protein S16 	11	46.3	52.0	0.17	833.1	935.81	102.7	0.87940	1.00000
Rv2910c	-	hypothetical protein Rv2910c 	5	41.2	48.2	0.23	329.3	385.81	56.5	0.79840	1.00000
Rv2911	dacB2	PROBABLE D-ALANYL-D-ALANINE CARBOXYPEPTIDASE DACB2 (PENICILLIN-BINDING PROTEIN) (DD-PEPTIDASE) (DD-CARBOXYPEPTIDASE) (PBP) (DD-TRANSPEPTIDASE) (SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE) (D-AMINO ACID HYDROLASE) 	15	36.2	40.8	0.17	940.5	1060.49	120.0	0.71650	1.00000
Rv2912c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	13	25.3	26.0	0.04	658.4	675.91	17.5	0.95720	1.00000
Rv2913c	-	POSSIBLE D-AMINO ACID AMINOHYDROLASE (D-AMINO ACID HYDROLASE) 	26	36.0	34.3	-0.07	1222.6	1165.74	-56.9	0.90760	1.00000
Rv2914c	pknI	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE I PKNI (PROTEIN KINASE I) (STPK I) (PHOSPHORYLASE B KINASE KINASE) (HYDROXYALKYL-PROTEIN KINASE) 	30	45.6	23.4	-0.96	2097.1	1077.14	-1019.9	0.09460	0.86664
Rv2915c	-	hypothetical protein Rv2915c 	10	22.5	16.8	-0.42	224.6	167.83	-56.8	0.68480	1.00000
Rv2916c	ffh	PROBABLE SIGNAL RECOGNITION PARTICLE PROTEIN FFH (FIFTY-FOUR HOMOLOG) (SRP PROTEIN) 	17	19.7	20.6	0.06	433.1	452.38	19.3	0.92750	1.00000
Rv2917	-	CONSERVED HYPOTHETICAL ALANINE AND ARGININE RICH PROTEIN 	22	29.0	41.9	0.53	1044.6	1507.61	463.0	0.40240	1.00000
Rv2918c	glnD	PII uridylyl-transferase 	32	17.5	25.4	0.54	769.2	1116.19	346.9	0.37420	1.00000
Rv2919c	glnB	PROBABLE NITROGEN REGULATORY PROTEIN P-II GLNB 	6	79.8	32.7	-1.29	478.6	196.22	-282.4	0.45020	1.00000
Rv2920c	amt	PROBABLE AMMONIUM-TRANSPORT INTEGRAL MEMBRANE PROTEIN AMT 	15	19.6	31.0	0.66	471.2	742.99	271.8	0.39250	1.00000
Rv2921c	ftsY	PROBABLE CELL DIVISION PROTEIN FTSY (SRP RECEPTOR) (SIGNAL RECOGNITION PARTICLE RECEPTOR) 	16	28.6	28.4	-0.01	343.7	341.06	-2.6	0.98850	1.00000
Rv2922A	acyP	PROBABLE ACYLPHOSPHATASE ACYP (ACYLPHOSPHATE PHOSPHOHYDROLASE) 	6	61.7	41.4	-0.58	617.4	413.91	-203.4	0.69600	1.00000
Rv2922c	smc	PROBABLE CHROMOSOME PARTITION PROTEIN SMC 	40	17.4	7.9	-1.15	907.1	409.46	-497.6	0.02900	0.55364
Rv2923c	-	hypothetical protein Rv2923c 	8	94.2	95.9	0.03	942.5	958.94	16.5	0.97400	1.00000
Rv2924c	fpg	formamidopyrimidine-DNA glycosylase 	7	25.3	89.2	1.82	202.7	713.51	510.8	0.11150	0.90874
Rv2925c	rnc	ribonuclease III 	8	57.8	25.6	-1.17	346.5	153.76	-192.8	0.42560	1.00000
Rv2926c	-	hypothetical protein Rv2926c 	11	28.0	18.3	-0.61	111.8	73.05	-38.8	0.65280	1.00000
Rv2927c	-	hypothetical protein Rv2927c 	19	45.4	82.4	0.86	1360.5	2473.34	1112.8	0.34290	1.00000
Rv2928	tesA	PROBABLE THIOESTERASE TESA 	26	44.2	53.6	0.28	2034.2	2466.22	432.1	0.51450	1.00000
Rv2929	-	hypothetical protein Rv2929 	9	115.9	130.5	0.17	1622.6	1826.42	203.8	0.76040	1.00000
Rv2930	fadD26	acyl-CoA synthetase 	29	54.7	79.9	0.55	2627.1	3833.55	1206.5	0.28400	1.00000
Rv2931	ppsA	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSA 	82	24.7	36.9	0.58	3060.3	4577.33	1517.0	0.03420	0.61097
Rv2932	ppsB	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSB 	69	20.1	31.5	0.64	2215.2	3462.67	1247.5	0.03260	0.59395
Rv2933	ppsC	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSC 	82	24.7	29.4	0.25	3012.9	3587.53	574.6	0.56960	1.00000
Rv2934	ppsD	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSD 	67	23.9	29.6	0.31	2489.9	3077.07	587.2	0.32480	1.00000
Rv2935	ppsE	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSE 	70	27.5	31.5	0.19	3243.9	3711.25	467.3	0.58090	1.00000
Rv2936	drrA	PROBABLE DAUNORUBICIN-DIM-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER DRRA 	29	55.3	64.7	0.23	3094.9	3620.60	525.7	0.59080	1.00000
Rv2937	drrB	PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRB 	23	59.5	53.6	-0.15	2617.3	2358.00	-259.3	0.75130	1.00000
Rv2938	drrC	PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRC 	18	52.6	56.4	0.10	1578.4	1690.82	112.4	0.87500	1.00000
Rv2939	papA5	acyltransferase PapA5 	26	21.7	31.6	0.54	996.7	1453.25	456.6	0.25370	1.00000
Rv2940c	mas	PROBABLE MULTIFUNCTIONAL MYCOCEROSIC ACID SYNTHASE MEMBRANE-ASSOCIATED MAS 	87	40.9	51.9	0.34	6050.9	7674.23	1623.3	0.20180	1.00000
Rv2941	fadD28	acyl-CoA synthetase 	40	34.8	37.6	0.11	2503.1	2704.81	201.7	0.80010	1.00000
Rv2942	mmpL7	CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL7 	41	50.3	36.8	-0.45	3822.9	2793.34	-1029.5	0.21400	1.00000
Rv2943	-	IS1533 transposase 	14	15.3	35.9	1.23	305.5	718.45	413.0	0.17340	1.00000
Rv2943A	-	POSSIBLE TRANSPOSASE 	6	55.2	31.8	-0.80	662.6	381.30	-281.3	0.75460	1.00000
Rv2944	-	IS1533 transposase 	11	74.0	59.5	-0.32	1628.6	1308.48	-320.1	0.61580	1.00000
Rv2945c	lppX	PROBABLE CONSERVED LIPOPROTEIN LPPX 	12	63.7	56.8	-0.17	1529.4	1362.31	-167.1	0.81150	1.00000
Rv2946c	pks1	PROBABLE POLYKETIDE SYNTHASE PKS1 	44	43.6	49.8	0.19	3142.5	3586.46	444.0	0.60280	1.00000
Rv2947c	pks15	PROBABLE POLYKETIDE SYNTHASE PKS15 	29	57.3	54.4	-0.08	2636.5	2502.26	-134.2	0.86020	1.00000
Rv2948c	fadD22	acyl-CoA synthetase 	61	46.3	62.1	0.42	4443.7	5959.13	1515.5	0.25050	1.00000
Rv2949c	-	hypothetical protein Rv2949c 	15	28.8	28.0	-0.04	518.1	503.44	-14.7	0.96440	1.00000
Rv2950c	fadD29	acyl-CoA synthetase 	45	48.2	75.4	0.65	3854.8	6031.42	2176.6	0.08240	0.84166
Rv2951c	-	POSSIBLE OXIDOREDUCTASE 	29	50.9	72.6	0.51	2646.8	3777.51	1130.7	0.25930	1.00000
Rv2952	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	15	23.4	40.7	0.80	513.8	894.36	380.6	0.44470	1.00000
Rv2953	-	hypothetical protein Rv2953 	30	70.2	74.6	0.09	3510.4	3731.75	221.3	0.84590	1.00000
Rv2954c	-	hypothetical protein Rv2954c 	17	18.8	36.7	0.96	564.7	1099.60	534.9	0.19760	1.00000
Rv2955c	-	hypothetical protein Rv2955c 	22	13.2	37.5	1.50	370.8	1051.18	680.4	0.18230	1.00000
Rv2956	-	hypothetical protein Rv2956 	11	50.6	62.3	0.30	910.6	1120.87	210.3	0.58720	1.00000
Rv2957	-	POSSIBLE GLYCOSYL TRANSFERASE 	17	51.7	45.0	-0.20	1549.8	1350.26	-199.5	0.65450	1.00000
Rv2958c	-	POSSIBLE GLYCOSYL TRANSFERASE 	36	40.1	48.5	0.27	2246.8	2718.10	471.3	0.54690	1.00000
Rv2959c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	24	35.2	39.4	0.16	1266.8	1419.26	152.5	0.82720	1.00000
Rv2960c	-	hypothetical protein Rv2960c 	4	38.6	63.0	0.71	308.7	504.07	195.3	0.23700	1.00000
Rv2961	-	PROBABLE TRANSPOSASE 	3	18.0	53.5	1.57	108.1	320.93	212.8	0.12000	0.93582
Rv2962c	-	POSSIBLE GLYCOSYL TRANSFERASE 	27	41.8	45.2	0.11	2005.2	2170.16	164.9	0.79250	1.00000
Rv2963	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	31	44.4	54.5	0.30	2487.6	3054.31	566.7	0.47420	1.00000
Rv2964	purU	PROBABLE FORMYLTETRAHYDROFOLATE DEFORMYLASE PURU (FORMYL-FH(4) HYDROLASE) 	11	29.5	39.5	0.42	589.1	790.38	201.3	0.49280	1.00000
Rv2965c	coaD	phosphopantetheine adenylyltransferase 	7	24.9	17.7	-0.50	299.1	212.08	-87.1	0.53910	1.00000
Rv2966c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	4	5.9	3.6	-0.71	35.3	21.54	-13.8	0.77030	1.00000
Rv2967c	pca	pyruvate carboxylase 	70	6.8	9.5	0.49	503.5	706.02	202.5	0.34090	1.00000
Rv2968c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2969c	-	POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN 	9	26.9	45.3	0.75	429.9	725.41	295.5	0.37290	1.00000
Rv2970A	-	hypothetical protein Rv2970A 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2970c	lipN	PROBABLE LIPASE/ESTERASE LIPN 	22	24.5	24.7	0.01	785.0	791.30	6.3	0.98720	1.00000
Rv2971	-	PROBABLE OXIDOREDUCTASE 	13	72.4	51.7	-0.49	1738.0	1240.36	-497.7	0.51590	1.00000
Rv2972c	-	POSSIBLE CONSERVED MEMBRANE OR EXPORTED PROTEIN 	10	34.1	15.6	-1.13	682.3	312.35	-369.9	0.05720	0.77140
Rv2973c	recG	PROBABLE ATP-DEPENDENT DNA HELICASE RECG 	34	50.3	17.3	-1.54	2414.4	830.17	-1584.2	0.03430	0.61097
Rv2974c	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	20	51.8	42.5	-0.29	1347.0	1103.70	-243.3	0.65300	1.00000
Rv2975c	-	hypothetical protein Rv2975c 	2	6.1	11.9	0.97	24.3	47.54	23.3	0.41550	1.00000
Rv2976c	ung	uracil-DNA glycosylase 	7	5.5	3.6	-0.60	11.0	7.26	-3.8	1.00000	1.00000
Rv2977c	thiL	thiamine monophosphate kinase 	8	0.7	7.9	3.54	5.4	62.90	57.5	0.13690	0.96678
Rv2978c	-	PROBABLE TRANSPOSASE 	16	26.1	44.1	0.76	678.4	1147.73	469.3	0.28060	1.00000
Rv2979c	-	PROBABLE RESOLVASE 	5	164.5	53.0	-1.63	987.1	318.22	-668.9	0.23120	1.00000
Rv2980	-	POSSIBLE CONSERVED SECRETED PROTEIN 	11	52.4	22.6	-1.21	734.0	316.76	-417.2	0.20310	1.00000
Rv2981c	ddl	D-alanyl-alanine synthetase A 	12	36.9	39.9	0.11	443.3	478.83	35.5	0.89870	1.00000
Rv2982c	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase 	13	29.1	37.2	0.36	640.1	819.42	179.3	0.50200	1.00000
Rv2983	-	CONSERVED HYPOTHETICAL ALANINE RICH PROTEIN 	11	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2984	ppk	polyphosphate kinase 	30	5.1	12.2	1.25	61.6	146.27	84.7	0.25350	1.00000
Rv2985	mutT1	POSSIBLE HYDROLASE MUTT1 	16	12.6	29.2	1.22	201.2	467.81	266.6	0.39500	1.00000
Rv2986c	hupB	PROBABLE DNA-BINDING PROTEIN HU HOMOLOG HUPB (HISTONE-LIKE PROTEIN) (HLP) (21-KDA LAMININ-2-BINDING PROTEIN) 	12	3.0	1.8	-0.74	24.1	14.39	-9.7	0.64870	1.00000
Rv2987c	leuD	isopropylmalate isomerase small subunit 	6	0.0	7.3	3.05	0.0	14.51	14.5	0.33370	1.00000
Rv2988c	leuC	isopropylmalate isomerase large subunit 	19	7.5	8.5	0.18	135.7	153.74	18.0	0.86040	1.00000
Rv2989	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	14	36.5	55.6	0.61	875.3	1335.34	460.1	0.29380	1.00000
Rv2990c	-	hypothetical protein Rv2990c 	18	57.1	55.3	-0.05	1484.9	1437.01	-47.9	0.94130	1.00000
Rv2991	-	hypothetical protein Rv2991 	12	79.0	31.1	-1.34	474.0	186.85	-287.1	0.45960	1.00000
Rv2992c	gltX	glutamyl-tRNA synthetase 	21	21.6	10.7	-1.02	173.0	85.30	-87.7	0.56920	1.00000
Rv2993c	-	POSSIBLE 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) 	7	17.8	6.6	-1.44	142.3	52.52	-89.8	0.40230	1.00000
Rv2994	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	22	27.2	33.7	0.31	599.3	742.45	143.1	0.61000	1.00000
Rv2995c	leuB	3-isopropylmalate dehydrogenase 	9	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2996c	serA1	PROBABLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA1 (PGDH) 	14	4.1	8.8	1.11	57.4	123.43	66.1	0.30330	1.00000
Rv2997	-	POSSIBLE ALANINE RICH DEHYDROGENASE 	19	29.2	20.5	-0.51	758.5	533.40	-225.1	0.48500	1.00000
Rv2998	-	hypothetical protein Rv2998 	8	8.1	18.1	1.16	113.8	253.76	139.9	0.42040	1.00000
Rv2998A	-	hypothetical protein Rv2998A 	4	15.1	14.5	-0.06	60.4	58.09	-2.4	1.00000	1.00000
Rv2999	lppY	PROBABLE CONSERVED LIPOPROTEIN LPPY 	12	46.7	32.2	-0.54	841.1	579.76	-261.4	0.52980	1.00000
Rv3000	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	14.6	14.7	0.01	117.0	117.87	0.9	0.98620	1.00000
Rv3001c	ilvC	ketol-acid reductoisomerase 	12	23.8	4.7	-2.36	190.6	37.26	-153.3	0.35050	1.00000
Rv3002c	ilvH	acetolactate synthase 3 regulatory subunit 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3003c	ilvB1	acetolactate synthase 1 catalytic subunit 	20	18.6	15.7	-0.24	335.5	283.22	-52.3	0.78910	1.00000
Rv3004	cfp6	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 6 (CFP-6) 	7	52.4	16.8	-1.64	733.5	235.04	-498.4	0.11070	0.90779
Rv3005c	-	hypothetical protein Rv3005c 	15	75.2	41.2	-0.87	1202.6	658.90	-543.7	0.59910	1.00000
Rv3006	lppZ	PROBABLE CONSERVED LIPOPROTEIN LPPZ 	19	71.4	54.1	-0.40	1284.9	974.01	-310.9	0.53870	1.00000
Rv3007c	-	POSSIBLE OXIDOREDUCTASE 	14	60.2	53.7	-0.17	1685.2	1502.91	-182.3	0.74430	1.00000
Rv3008	-	hypothetical protein Rv3008 	4	95.3	86.0	-0.15	381.2	344.19	-37.0	0.91990	1.00000
Rv3009c	gatB	aspartyl/glutamyl-tRNA amidotransferase subunit B 	25	24.7	47.7	0.95	394.5	762.84	368.3	0.21790	1.00000
Rv3010c	pfkA	6-phosphofructokinase 	19	21.9	61.5	1.49	350.0	984.10	634.1	0.02280	0.50822
Rv3011c	gatA	aspartyl/glutamyl-tRNA amidotransferase subunit A 	15	91.8	72.4	-0.34	1285.5	1013.52	-272.0	0.59420	1.00000
Rv3012c	gatC	aspartyl/glutamyl-tRNA amidotransferase subunit C 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv3013	-	hypothetical protein Rv3013 	6	41.4	28.2	-0.56	331.4	225.35	-106.0	0.56700	1.00000
Rv3014c	ligA	NAD-dependent DNA ligase LigA 	17	5.8	11.4	0.98	23.0	45.48	22.4	0.88380	1.00000
Rv3015c	-	hypothetical protein Rv3015c 	15	57.6	47.2	-0.29	1496.6	1226.23	-270.4	0.45430	1.00000
Rv3016	lpqA	PROBABLE LIPOPROTEIN LPQA 	14	55.9	59.5	0.09	1342.2	1428.14	86.0	0.90370	1.00000
Rv3017c	esxQ	ESAT-6 LIKE PROTEIN ESXQ (TB12.9) (ESAT-6 LIKE PROTEIN 8) 	8	10.0	17.3	0.79	80.3	138.77	58.5	0.46040	1.00000
Rv3018A	PE27A	PE FAMILY PROTEIN 	4	66.4	127.1	0.94	531.1	1017.20	486.1	0.40990	1.00000
Rv3018c	PPE46	PPE FAMILY PROTEIN 	27	52.4	60.9	0.22	2408.7	2800.73	392.0	0.62050	1.00000
Rv3019c	esxR	SECRETED ESAT-6 LIKE PROTEIN ESXR (TB10.3) (ESAT-6 LIKE PROTEIN 9) 	1	0.0	33.0	5.09	0.0	66.04	66.0	0.33520	1.00000
Rv3020c	esxS	ESAT-6 LIKE PROTEIN ESXS 	11	0.0	8.2	3.20	0.0	16.34	16.3	1.00000	1.00000
Rv3021c	PPE47	PPE FAMILY PROTEIN 	21	46.6	37.7	-0.31	1678.5	1358.02	-320.4	0.57070	1.00000
Rv3022A	PE29	PE FAMILY PROTEIN 	5	40.8	48.6	0.25	326.7	388.74	62.0	0.76460	1.00000
Rv3022c	PPE48	PPE FAMILY PROTEIN 	13	7.0	14.8	1.08	98.0	207.72	109.7	0.21020	1.00000
Rv3023c	-	PROBABLE TRANSPOSASE 	21	31.0	28.4	-0.13	1116.4	1022.59	-93.8	0.74340	1.00000
Rv3024c	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase 	15	7.4	3.2	-1.20	59.6	25.89	-33.7	1.00000	1.00000
Rv3025c	iscS	PROBABLE CYSTEINE DESULFURASE ISCS (NIFS PROTEIN HOMOLOG) (NITROGENASE METALLOCLUSTERS BIOSYNTHESIS PROTEIN NIFS) 	15	21.1	26.8	0.35	421.1	536.32	115.3	0.68620	1.00000
Rv3026c	-	hypothetical protein Rv3026c 	18	39.7	44.7	0.17	1111.9	1252.49	140.5	0.79630	1.00000
Rv3027c	-	hypothetical protein Rv3027c 	15	53.4	46.6	-0.20	1068.1	932.11	-136.0	0.81040	1.00000
