Rv_ID,gene_name,Annotation,func_tuberculist,COG,u1,u2,cluster_labels
Rv2498c,citE,4.0,intermediary metabolism and respiration,G,-9.734613,31.970194,11
Rv2499c,-,1.0,intermediary metabolism and respiration,I,-22.107662,25.81045,17
Rv2500c,fadE19,1.0,lipid metabolism,I,-13.993227,26.427927,9
Rv2501c,accA1,4.0,lipid metabolism,I,-9.557784,32.02407,11
Rv2502c,accD1,1.0,lipid metabolism,I,-13.247994,31.596064,16
Rv2504c,scoA,2.0,lipid metabolism,I,-14.108324,26.507124,9
Rv2506,-,1.0,regulatory proteins,K,-12.521919,28.460161,14
Rv2507,-,1.0,cell wall and cell processes,S,-25.17564,27.76082,4
Rv2508c,-,1.0,cell wall and cell processes,R,-11.614847,30.111639,16
Rv2509,-,1.0,intermediary metabolism and respiration,R,-13.831235,29.104568,14
Rv2511,orn,2.0,intermediary metabolism and respiration,A,-15.42298,31.113869,13
Rv2512c,-,,insertion seqs and phages,L,-12.947459,30.679472,16
Rv2515c,-,1.0,conserved hypotheticals,K,-9.501513,44.837616,19
Rv2518c,lppS,5.0,cell wall and cell processes,S,-24.80867,27.380598,4
Rv2521,bcp,4.0,"virulence, detoxification, adaptation",O,-8.570569,45.854195,5
Rv2525c,-,4.0,conserved hypotheticals,S,-13.7788725,31.940239,7
Rv2529,-,2.0,conserved hypotheticals,L,-8.515375,45.894268,5
Rv2531c,-,1.0,intermediary metabolism and respiration,E,-18.088818,12.5823,3
Rv2532c,-,1.0,conserved hypotheticals,R,-14.125484,26.526625,9
Rv2534c,efp,2.0,information pathways,J,-9.600419,-1.0965624,2
Rv2535c,pepQ,1.0,intermediary metabolism and respiration,E,-16.25393,30.60381,13
Rv2536,-,2.0,cell wall and cell processes,S,-27.699184,27.730135,10
Rv2543,lppA,2.0,cell wall and cell processes,S,-8.869575,46.14873,5
Rv2553c,-,3.0,cell wall and cell processes,R,-24.633703,27.526747,4
Rv2556c,-,1.0,conserved hypotheticals,S,-27.695034,27.671343,10
Rv2563,-,2.0,cell wall and cell processes,V,-18.46599,13.8882475,3
Rv2564,glnQ,2.0,cell wall and cell processes,V,-14.023626,28.036167,14
Rv2567,-,1.0,conserved hypotheticals,S,-15.924046,30.827826,13
Rv2568c,-,1.0,conserved hypotheticals,S,-8.608169,46.025696,5
Rv2569c,-,1.0,conserved hypotheticals,E,-15.882783,30.825037,13
Rv2573,-,3.0,conserved hypotheticals,H,-11.70977,30.025848,16
Rv2575,-,1.0,cell wall and cell processes,R,-8.720116,46.064457,5
Rv2579,dhaA,3.0,intermediary metabolism and respiration,R,-18.319221,13.759644,3
Rv2582,ppiB,3.0,information pathways,O,-24.897446,27.359182,4
Rv2583c,relA,5.0,intermediary metabolism and respiration,TK,-15.562127,30.951578,13
Rv2584c,apt,3.0,intermediary metabolism and respiration,F,-27.685535,27.697563,10
Rv2585c,-,2.0,cell wall and cell processes,E,-13.857963,38.180367,0
Rv2593c,ruvA,3.0,information pathways,L,-27.684778,27.627192,10
Rv2601,speE,4.0,intermediary metabolism and respiration,R,-17.44734,15.058636,15
Rv2603c,-,1.0,conserved hypotheticals,S,-15.539812,33.659786,7
Rv2605c,tesB2,1.0,lipid metabolism,I,-8.836712,45.192265,19
Rv2606c,-,4.0,intermediary metabolism and respiration,H,-10.113233,18.781883,6
Rv2609c,-,1.0,cell wall and cell processes,S,-27.278238,27.276972,10
Rv2613c,-,5.0,lipid metabolism,FGR,-17.523294,29.031757,18
Rv2618,-,1.0,conserved hypotheticals,K,-17.535364,29.05314,18
Rv2621c,-,1.0,regulatory proteins,K,-14.092801,26.4573,9
Rv2622,-,1.0,intermediary metabolism and respiration,QR,-9.484102,26.351568,12
Rv2623,TB31.7,5.0,"virulence, detoxification, adaptation",T,-17.478357,29.034615,18
Rv2625c,-,3.0,cell wall and cell processes,R,-8.652143,46.026257,5
Rv2628,-,1.0,conserved hypotheticals,S,-27.61681,27.687876,10
Rv2632c,-,1.0,conserved hypotheticals,S,-11.639768,30.080868,16
Rv2633c,-,1.0,conserved hypotheticals,S,-27.628345,27.69986,10
Rv2636,-,1.0,conserved hypotheticals,V,-22.104765,25.806946,17
Rv2638,-,1.0,conserved hypotheticals,T,-27.706888,27.803848,10
Rv2640c,-,1.0,regulatory proteins,K,-15.918865,27.001978,1
Rv2642,-,1.0,regulatory proteins,K,-10.646723,27.368113,20
Rv2643,arsC,2.0,cell wall and cell processes,T,-8.594663,46.02722,5
Rv2646,-,1.0,insertion seqs and phages,L,-12.702863,26.35843,9
Rv2647,-,1.0,insertion seqs and phages,S,-8.466757,45.98932,5
Rv2649,-,,insertion seqs and phages,L,7.494524,7.480093,8
Rv2651c,-,1.0,insertion seqs and phages,R,-22.109516,25.810003,17
Rv2655c,-,1.0,insertion seqs and phages,S,-14.866086,30.557318,13
Rv2656c,-,1.0,insertion seqs and phages,S,-13.467146,32.37267,7
Rv2661c,-,1.0,conserved hypotheticals,S,-15.921574,26.94331,1
Rv2666,-,1.0,insertion seqs and phages,L,-12.974953,30.761711,16
Rv2669,-,2.0,intermediary metabolism and respiration,KR,-22.107288,25.80837,17
Rv2671,ribD,2.0,intermediary metabolism and respiration,H,-16.03217,27.861813,1
Rv2672,-,1.0,intermediary metabolism and respiration,R,-16.714273,28.484438,18
Rv2674,-,2.0,intermediary metabolism and respiration,O,-14.806627,30.87075,13
Rv2680,-,1.0,conserved hypotheticals,P,-18.456532,14.394995,15
Rv2681,-,1.0,conserved hypotheticals,J,-25.593498,27.39318,4
Rv2683,-,1.0,conserved hypotheticals,R,-14.127307,32.439472,7
Rv2684,arsA,2.0,cell wall and cell processes,P,-17.054907,28.601994,18
Rv2686c,-,2.0,cell wall and cell processes,S,-8.558142,45.8714,5
Rv2687c,-,2.0,cell wall and cell processes,S,-27.750172,27.71089,10
Rv2690c,-,1.0,cell wall and cell processes,E,-24.511297,27.529732,4
Rv2691,ceoB,1.0,cell wall and cell processes,P,-16.506678,28.861284,18
Rv2692,ceoC,2.0,cell wall and cell processes,P,-17.499054,29.035177,18
Rv2694c,-,1.0,conserved hypotheticals,S,-16.829334,29.0041,18
Rv2695,-,1.0,conserved hypotheticals,S,-13.239263,32.516182,7
Rv2696c,-,1.0,conserved hypotheticals,J,-26.221113,27.536213,4
Rv2700,-,1.0,cell wall and cell processes,S,-27.73605,27.614407,10
Rv2702,ppgK,3.0,intermediary metabolism and respiration,KG,-15.045692,30.700323,13
Rv2707,-,1.0,conserved hypotheticals,S,-16.982357,15.10199,15
Rv2709,-,1.0,cell wall and cell processes,S,-13.509048,26.429848,9
Rv2710,sigB,5.0,information pathways,K,-25.000788,27.783346,4
Rv2714,-,1.0,conserved hypotheticals,S,-11.548706,30.193996,16
Rv2719c,-,1.0,cell wall and cell processes,M,-27.635487,27.72829,10
Rv2721c,-,1.0,cell wall and cell processes,M,-15.422848,30.937471,13
Rv2722,-,1.0,conserved hypotheticals,S,-17.516495,29.04372,18
Rv2723,-,1.0,cell wall and cell processes,P,-13.753128,38.221897,0
Rv2725c,hflX,2.0,intermediary metabolism and respiration,R,-10.636523,27.362068,20
Rv2727c,miaA,3.0,intermediary metabolism and respiration,J,-15.308427,31.027794,13
Rv2728c,-,1.0,conserved hypotheticals,S,-14.180197,33.063625,7
Rv2731,-,1.0,conserved hypotheticals,S,-15.489102,31.054155,13
Rv2732c,-,1.0,cell wall and cell processes,S,-9.287459,44.33132,19
Rv2733c,-,3.0,conserved hypotheticals,J,-13.872304,28.352633,14
Rv2735c,-,1.0,conserved hypotheticals,S,-9.494541,26.375366,12
Rv2737c,recA,5.0,information pathways,L,-18.370424,14.444323,15
Rv2742c,-,1.0,conserved hypotheticals,S,-10.628975,27.350206,20
Rv2744c,35kd_ag,1.0,conserved hypotheticals,KT,-14.186258,28.916153,14
Rv2745c,-,4.0,regulatory proteins,K,-8.483152,45.934315,5
Rv2747,-,5.0,intermediary metabolism and respiration,E,-13.916366,38.146107,0
Rv2752c,-,5.0,conserved hypotheticals,R,-16.144257,30.735794,13
Rv2754c,thyX,5.0,intermediary metabolism and respiration,F,-9.675997,-1.5263982,2
Rv2756c,hsdM,1.0,information pathways,V,-8.553566,45.150852,5
Rv2760c,-,1.0,"virulence, detoxification, adaptation",S,-14.504632,31.386253,13
Rv2766c,fabG,1.0,intermediary metabolism and respiration,IQR,-27.637917,27.770308,10
Rv2777c,-,1.0,conserved hypotheticals,R,-18.02715,12.540926,3
Rv2780,ald,5.0,intermediary metabolism and respiration,E,-13.628782,25.136963,9
Rv2781c,-,1.0,intermediary metabolism and respiration,R,-13.851769,32.41636,7
Rv2782c,pepR,2.0,intermediary metabolism and respiration,R,-8.42922,45.72965,5
Rv2788,sirR,2.0,regulatory proteins,K,-15.874194,27.72817,1
Rv2790c,ltp1,1.0,cell wall and cell processes,I,-8.602042,45.98519,5
Rv2792c,-,1.0,insertion seqs and phages,L,-14.649888,35.68,0
Rv2793c,truB,3.0,information pathways,J,-13.683857,31.915745,7
Rv2795c,-,1.0,conserved hypotheticals,R,-18.261276,13.579861,3
Rv2799,-,1.0,cell wall and cell processes,S,-8.75678,44.59341,19
Rv2800,-,1.0,intermediary metabolism and respiration,R,-15.943423,26.961697,1
Rv2801c,-,4.0,"virulence, detoxification, adaptation",T,-9.467246,26.343187,12
Rv2802c,-,1.0,conserved hypotheticals,S,-8.762377,44.56296,19
Rv2803,-,1.0,conserved hypotheticals,S,-10.606323,27.374134,20
Rv2805,-,1.0,conserved hypotheticals,S,-11.644438,30.075241,16
Rv2809,-,1.0,conserved hypotheticals,S,-8.529583,44.87098,19
Rv2813,-,1.0,conserved hypotheticals,U,-17.517704,29.04135,18
Rv2814c,-,,insertion seqs and phages,L,7.4844832,7.4900827,8
Rv2816c,-,3.0,conserved hypotheticals,L,-9.11918,45.660122,5
Rv2818c,-,3.0,unknown,S,-10.4501705,-1.5070105,2
Rv2819c,-,3.0,conserved hypotheticals,L,-9.145207,45.66359,5
Rv2820c,-,3.0,conserved hypotheticals,L,-14.373893,33.2852,7
Rv2825c,-,1.0,conserved hypotheticals,S,-27.73349,27.699697,10
Rv2826c,-,1.0,conserved hypotheticals,S,-18.024096,12.65823,3
Rv2828c,-,1.0,conserved hypotheticals,S,-17.52799,29.073208,18
Rv2829c,-,3.0,"virulence, detoxification, adaptation",S,-9.484611,44.86863,19
Rv2831,echA16,1.0,lipid metabolism,I,-27.68425,27.684326,10
Rv2832c,ugpC,1.0,cell wall and cell processes,G,-8.733526,46.23046,5
Rv2833c,ugpB,1.0,cell wall and cell processes,G,-9.74576,26.309532,12
Rv2835c,ugpA,1.0,cell wall and cell processes,G,-14.112178,26.504425,9
Rv2837c,-,3.0,conserved hypotheticals,R,-24.606398,27.53084,4
Rv2838c,rbfA,2.0,information pathways,J,-14.131375,28.887426,14
Rv2840c,-,1.0,conserved hypotheticals,K,-14.040565,32.94906,7
Rv2842c,-,2.0,conserved hypotheticals,S,-13.725728,32.640697,7
Rv2843,-,1.0,cell wall and cell processes,S,-27.556171,27.96148,10
Rv2846c,efpA,2.0,cell wall and cell processes,GEPR,-13.819006,29.108862,14
Rv2847c,cysG,2.0,intermediary metabolism and respiration,H,-15.941846,31.058006,13
Rv2851c,-,1.0,intermediary metabolism and respiration,R,-18.339796,13.752974,3
Rv2852c,mqo,3.0,intermediary metabolism and respiration,R,-18.098267,13.096888,3
Rv2855,mtr,5.0,intermediary metabolism and respiration,C,-12.021699,26.342924,20
Rv2857c,-,1.0,intermediary metabolism and respiration,IQR,-14.169741,32.464745,7
Rv2859c,-,2.0,intermediary metabolism and respiration,R,-17.519949,29.020891,18
Rv2860c,glnA4,1.0,intermediary metabolism and respiration,E,-10.618344,27.358543,20
Rv2861c,mapB,5.0,intermediary metabolism and respiration,J,-25.459211,27.234665,4
Rv2864c,-,1.0,cell wall and cell processes,M,-9.620504,26.56818,12
Rv2867c,-,1.0,intermediary metabolism and respiration,R,-8.49286,45.471794,5
Rv2869c,-,5.0,cell wall and cell processes,M,-24.25075,27.62044,4
Rv2871,-,2.0,"virulence, detoxification, adaptation",S,-14.090921,26.531033,9
Rv2873,mpt83,4.0,cell wall and cell processes,M,-12.720653,26.357424,9
Rv2878c,mpt53,4.0,cell wall and cell processes,OC,-9.487807,26.354599,12
Rv2879c,-,,conserved hypotheticals,R,-8.818868,46.11367,5
Rv2884,-,1.0,regulatory proteins,TK,-9.485044,26.35619,12
Rv2885c,-,2.0,insertion seqs and phages,L,-13.946864,32.96786,7
Rv2886c,-,2.0,insertion seqs and phages,L,-12.030638,26.333786,20
Rv2887,-,1.0,regulatory proteins,K,-8.750235,44.569878,19
Rv2893,-,1.0,intermediary metabolism and respiration,C,-14.079622,26.506224,9
Rv2894c,xerC,3.0,insertion seqs and phages,L,-24.862717,27.360546,4
Rv2896c,-,2.0,conserved hypotheticals,LU,-10.5827265,27.300291,20
Rv2897c,-,1.0,conserved hypotheticals,O,-8.6480875,46.161373,5
Rv2901c,-,1.0,conserved hypotheticals,S,-17.036606,15.00957,15
Rv2905,lppW,2.0,cell wall and cell processes,S,-17.020199,15.029158,15
Rv2907c,rimM,2.0,information pathways,J,-14.895448,30.585068,13
Rv2914c,pknI,5.0,regulatory proteins,RTKL,-13.736421,38.287003,0
Rv2917,-,2.0,conserved hypotheticals,KL,-18.273386,12.896454,3
Rv2919c,glnB,3.0,regulatory proteins,E,-27.677456,27.714605,10
Rv2922c,smc,3.0,cell wall and cell processes,D,-18.360981,13.784541,3
Rv2928,tesA,3.0,lipid metabolism,Q,-9.506603,44.848526,19
Rv2929,-,1.0,conserved hypotheticals,S,-13.607218,25.143456,9
Rv2930,fadD26,5.0,lipid metabolism,IQ,-9.68229,17.753326,6
Rv2931,ppsA,5.0,lipid metabolism,Q,-9.679564,17.743988,6
Rv2932,ppsB,4.0,lipid metabolism,Q,-9.670337,17.732347,6
Rv2933,ppsC,5.0,lipid metabolism,Q,-9.711537,17.722788,6
Rv2934,ppsD,4.0,lipid metabolism,Q,-9.681703,17.744041,6
Rv2935,ppsE,5.0,lipid metabolism,Q,-9.67656,17.742853,6
Rv2936,drrA,5.0,cell wall and cell processes,V,-18.1442,14.719634,15
Rv2937,drrB,4.0,cell wall and cell processes,V,-18.12227,14.740649,15
Rv2938,drrC,3.0,cell wall and cell processes,V,-18.141624,14.747162,15
Rv2939,papA5,5.0,lipid metabolism,Q,-9.683458,17.764282,6
Rv2940c,mas,1.0,lipid metabolism,Q,-9.680887,17.744024,6
Rv2941,fadD28,5.0,lipid metabolism,IQ,-9.680899,17.762358,6
Rv2942,mmpL7,4.0,cell wall and cell processes,R,-9.070633,18.402327,6
Rv2945c,lppX,5.0,cell wall and cell processes,S,-18.121735,14.7943125,15
Rv2946c,pks1,4.0,lipid metabolism,Q,-15.881557,27.738766,1
Rv2947c,pks15,2.0,lipid metabolism,Q,-16.995663,15.052822,15
Rv2949c,-,4.0,intermediary metabolism and respiration,H,-8.745741,46.01461,5
Rv2950c,fadD29,5.0,lipid metabolism,IQ,-13.590784,25.761938,9
Rv2952,-,2.0,intermediary metabolism and respiration,QR,-13.475292,32.582024,7
Rv2953,-,3.0,lipid metabolism,S,-8.291454,45.722374,5
Rv2955c,-,1.0,conserved hypotheticals,QR,-13.272499,32.61828,7
Rv2958c,-,3.0,intermediary metabolism and respiration,GC,-13.520769,32.428772,7
Rv2959c,-,3.0,intermediary metabolism and respiration,V,-8.559247,45.76035,5
Rv2960c,-,1.0,conserved hypotheticals,S,-12.016462,26.342697,20
Rv2961,-,1.0,insertion seqs and phages,L,-8.487341,45.939663,5
Rv2962c,-,3.0,intermediary metabolism and respiration,GC,-14.505648,33.41502,7
Rv2966c,-,1.0,intermediary metabolism and respiration,L,-18.526836,14.230014,3
Rv2967c,pca,2.0,intermediary metabolism and respiration,C,-17.145811,28.54768,18
Rv2970A,-,1.0,conserved hypotheticals,R,-9.112323,45.467957,5
Rv2973c,recG,3.0,information pathways,LK,-27.75538,27.644613,10
Rv2983,-,3.0,conserved hypotheticals,S,-27.673433,27.642124,10
Rv2984,ppk,5.0,intermediary metabolism and respiration,P,-13.921089,38.132477,0
Rv2985,mutT1,4.0,information pathways,G,-18.11656,12.543183,3
Rv2988c,leuC,3.0,intermediary metabolism and respiration,E,-13.739564,38.264923,0
Rv2989,-,1.0,regulatory proteins,K,-10.101256,18.762869,6
Rv2991,-,1.0,conserved hypotheticals,P,-8.523772,44.850388,19
Rv2995c,leuB,4.0,intermediary metabolism and respiration,CE,-13.810202,38.216927,0
Rv2996c,serA1,4.0,intermediary metabolism and respiration,HE,-14.396623,33.299286,7
Rv2997,-,1.0,intermediary metabolism and respiration,Q,-8.340527,46.02849,5
Rv2998,-,1.0,conserved hypotheticals,S,-15.880404,27.7352,1
Rv3000,-,1.0,cell wall and cell processes,R,-27.740211,27.550566,10
Rv3003c,ilvB1,5.0,intermediary metabolism and respiration,EH,-13.76854,38.00486,0
Rv3005c,-,1.0,conserved hypotheticals,S,-16.400846,29.218588,18
Rv3010c,pfkA,5.0,intermediary metabolism and respiration,G,-15.506824,31.11801,13
Rv3014c,ligA,5.0,information pathways,L,-15.567321,33.682816,7
Rv3019c,esxR,2.0,cell wall and cell processes,S,-14.375476,33.28693,7
Rv3023c,-,,insertion seqs and phages,L,-12.919605,30.683182,16
Rv3024c,trmU,3.0,information pathways,J,-25.78029,27.615406,4
Rv3025c,iscS,5.0,intermediary metabolism and respiration,E,-15.798268,31.093773,13
Rv3027c,-,1.0,intermediary metabolism and respiration,R,-8.785192,45.88716,5
Rv3031,-,3.0,conserved hypotheticals,S,-13.783669,38.26195,0
Rv3032,-,3.0,intermediary metabolism and respiration,M,-24.832113,27.307997,4
Rv3035,-,1.0,conserved hypotheticals,S,-25.563837,27.674818,4
Rv3036c,TB22.2,1.0,cell wall and cell processes,S,-25.341843,27.057098,4
Rv3037c,-,1.0,conserved hypotheticals,QR,-27.459166,27.999586,10
Rv3040c,-,1.0,conserved hypotheticals,LR,-9.546443,32.015465,11
Rv3041c,-,1.0,cell wall and cell processes,P,-17.4715,28.99722,18
Rv3042c,serB2,5.0,intermediary metabolism and respiration,E,-9.643436,-1.3040401,2
Rv3044,fecB,1.0,cell wall and cell processes,P,-24.67078,27.660978,4
Rv3045,adhC,3.0,intermediary metabolism and respiration,R,-17.448557,28.688616,18
Rv3051c,nrdE,5.0,information pathways,F,-14.401602,33.845478,7
Rv3052c,nrdI,2.0,information pathways,F,-10.031222,32.472263,11
Rv3057c,-,1.0,intermediary metabolism and respiration,IQR,-9.078157,18.390358,6
Rv3058c,-,1.0,regulatory proteins,K,-14.320861,29.10576,14
Rv3059,cyp136,2.0,intermediary metabolism and respiration,Q,-13.745234,38.18487,0
Rv3062,ligB,5.0,information pathways,L,-27.60859,27.688673,10
Rv3064c,-,1.0,cell wall and cell processes,S,-8.637486,46.12566,5
Rv3066,-,1.0,regulatory proteins,S,-18.276505,12.80556,3
Rv3067,-,1.0,conserved hypotheticals,CE,-14.170872,28.917738,14
Rv3068c,pgmA,1.0,intermediary metabolism and respiration,G,-17.50434,29.049654,18
Rv3069,ccrB,2.0,cell wall and cell processes,D,-27.75172,27.726814,10
Rv3073c,-,1.0,conserved hypotheticals,S,-27.799511,27.571459,10
Rv3078,hab,1.0,intermediary metabolism and respiration,S,-27.455442,27.679344,10
Rv3081,-,1.0,conserved hypotheticals,S,-11.617092,30.091614,16
Rv3084,lipR,3.0,intermediary metabolism and respiration,I,-9.322282,45.204815,19
Rv3089,fadD13,5.0,lipid metabolism,IQ,-14.401703,33.31272,7
Rv3098c,-,1.0,conserved hypotheticals,E,-8.817469,46.16167,5
Rv3101c,ftsX,3.0,cell wall and cell processes,D,-24.79959,27.4402,4
Rv3102c,ftsE,4.0,cell wall and cell processes,D,-25.503359,27.379507,4
Rv3110,moaB1,2.0,intermediary metabolism and respiration,H,-18.161692,12.758023,3
Rv3111,moaC,4.0,intermediary metabolism and respiration,H,-13.730218,38.261524,0
Rv3113,-,1.0,intermediary metabolism and respiration,R,-9.278061,44.308014,19
Rv3115,-,,insertion seqs and phages,L,-12.937963,30.69037,16
Rv3117,cysA3,3.0,intermediary metabolism and respiration,P,-13.754589,38.290577,0
Rv3118,sseC1,1.0,intermediary metabolism and respiration,S,-8.9611845,45.920425,5
Rv3122,-,1.0,conserved hypotheticals,S,-14.070589,26.418036,9
Rv3127,-,1.0,conserved hypotheticals,S,-9.065909,46.03375,5
Rv3129,-,1.0,conserved hypotheticals,S,-27.635359,27.642763,10
Rv3130c,-,5.0,lipid metabolism,S,-13.602075,25.123621,9
Rv3131,-,3.0,conserved hypotheticals,S,-27.565073,27.554844,10
Rv3132c,devS,5.0,regulatory proteins,T,-10.039615,18.713446,6
Rv3133c,devR,5.0,regulatory proteins,TK,-17.566572,28.912142,18
Rv3134c,-,2.0,"virulence, detoxification, adaptation",T,-18.356195,13.635383,3
Rv3135,PPE50,1.0,PE/PPE,S,-12.841131,30.179665,16
Rv3136,PPE51,2.0,PE/PPE,S,-12.828176,30.192513,16
Rv3137,-,4.0,intermediary metabolism and respiration,G,-9.626203,-1.0830058,2
Rv3138,pflA,1.0,intermediary metabolism and respiration,O,-8.61965,45.833435,5
Rv3139,fadE24,2.0,lipid metabolism,I,-18.565165,14.2739725,3
Rv3140,fadE23,1.0,lipid metabolism,I,-18.525768,14.209008,3
Rv3141,fadB4,1.0,lipid metabolism,CR,-13.587518,25.18831,9
Rv3144c,PPE52,1.0,PE/PPE,S,-18.01587,13.045331,3
Rv3145,nuoA,3.0,intermediary metabolism and respiration,C,-14.001482,32.97316,7
Rv3146,nuoB,3.0,intermediary metabolism and respiration,C,-9.804169,26.335247,12
Rv3147,nuoC,2.0,intermediary metabolism and respiration,C,-9.264097,44.28853,19
Rv3148,nuoD,3.0,intermediary metabolism and respiration,C,-26.022102,27.769196,4
Rv3149,nuoE,3.0,intermediary metabolism and respiration,C,-17.074305,14.989564,15
Rv3150,nuoF,3.0,intermediary metabolism and respiration,C,-26.075974,27.804243,4
Rv3151,nuoG,5.0,intermediary metabolism and respiration,C,-27.7789,27.836628,10
Rv3152,nuoH,3.0,intermediary metabolism and respiration,C,-22.32043,25.84468,17
Rv3154,nuoJ,2.0,intermediary metabolism and respiration,C,-9.152236,45.73227,5
Rv3155,nuoK,3.0,intermediary metabolism and respiration,C,-8.371844,45.969524,5
Rv3156,nuoL,3.0,intermediary metabolism and respiration,CP,-27.755411,27.650047,10
Rv3157,nuoM,3.0,intermediary metabolism and respiration,C,-17.071676,14.990899,15
Rv3158,nuoN,3.0,intermediary metabolism and respiration,C,-18.133398,12.836906,3
Rv3159c,PPE53,1.0,PE/PPE,S,-14.505373,33.412872,7
Rv3160c,-,1.0,regulatory proteins,K,-14.37765,26.79248,9
Rv3168,-,4.0,"virulence, detoxification, adaptation",R,-14.156857,32.46723,7
Rv3170,aofH,2.0,intermediary metabolism and respiration,E,-22.11752,25.843176,17
Rv3171c,hpx,1.0,"virulence, detoxification, adaptation",R,-9.544496,26.301577,12
Rv3172c,-,1.0,conserved hypotheticals,S,-9.541381,26.391264,12
Rv3173c,-,1.0,regulatory proteins,K,-13.772212,26.10239,9
Rv3175,-,1.0,intermediary metabolism and respiration,J,-14.521701,33.42507,7
Rv3176c,mesT,1.0,"virulence, detoxification, adaptation",R,-8.819754,45.18269,19
Rv3177,-,1.0,"virulence, detoxification, adaptation",R,-8.329559,46.040142,5
Rv3178,-,2.0,conserved hypotheticals,S,-8.592074,45.893753,5
Rv3180c,-,2.0,conserved hypotheticals,R,-8.891008,46.189083,5
Rv3185,-,,insertion seqs and phages,L,7.4984794,7.476138,8
Rv3187,-,,insertion seqs and phages,L,7.4984207,7.4761963,8
Rv3190c,-,1.0,conserved hypotheticals,S,-14.509555,33.422474,7
Rv3191c,-,2.0,insertion seqs and phages,L,-8.900447,46.007683,5
Rv3192,-,1.0,conserved hypotheticals,C,-18.058985,12.562884,3
Rv3193c,-,2.0,cell wall and cell processes,S,-10.010589,-1.5695916,2
Rv3194c,-,2.0,cell wall and cell processes,T,-16.281982,30.71917,13
Rv3196,-,1.0,conserved hypotheticals,S,-14.480376,33.232025,7
Rv3197,-,1.0,cell wall and cell processes,R,-15.900472,27.762049,1
Rv3198c,uvrD2,5.0,information pathways,L,-9.592187,-1.0774758,2
Rv3200c,-,1.0,cell wall and cell processes,P,-16.451874,28.855253,18
Rv3201c,-,2.0,information pathways,L,-9.785389,-1.2002186,2
Rv3202c,-,2.0,information pathways,L,-9.723423,-1.142443,2
Rv3203,lipV,5.0,intermediary metabolism and respiration,R,-9.498432,44.85869,19
Rv3204,-,1.0,information pathways,L,-9.227784,44.36099,19
Rv3205c,-,1.0,conserved hypotheticals,S,-14.215171,37.690247,0
Rv3206c,moeB1,5.0,intermediary metabolism and respiration,H,-9.573092,-1.1236299,2
Rv3207c,-,1.0,conserved hypotheticals,S,-9.843048,-1.2713004,2
Rv3208,-,1.0,regulatory proteins,K,-14.366058,33.895107,7
Rv3208A,TB9.4,1.0,conserved hypotheticals,S,-13.795386,26.674826,9
Rv3209,-,1.0,conserved hypotheticals,S,-13.447273,32.56059,7
Rv3210c,-,1.0,conserved hypotheticals,S,-10.125442,18.787533,6
Rv3211,rhlE,2.0,information pathways,LKJ,-9.6963,-1.0941944,2
Rv3212,-,1.0,conserved hypotheticals,S,-9.590896,-1.0904884,2
Rv3214,gpm2,5.0,intermediary metabolism and respiration,G,-9.410874,43.98934,19
Rv3215,entC,3.0,intermediary metabolism and respiration,HQ,-9.67364,-1.6203123,2
Rv3217c,-,1.0,cell wall and cell processes,S,-8.460518,45.45206,5
Rv3218,-,1.0,conserved hypotheticals,IR,-27.739502,27.609097,10
Rv3219,whiB1,5.0,regulatory proteins,S,-14.448861,33.35592,7
Rv3220c,-,4.0,regulatory proteins,T,-15.793063,30.639698,13
Rv3222c,-,1.0,conserved hypotheticals,S,-9.572066,-1.0916063,2
Rv3223c,sigH,5.0,information pathways,K,-13.00621,30.133886,16
Rv3224,-,1.0,intermediary metabolism and respiration,IQR,-12.697825,26.374556,9
Rv3224B,-,1.0,conserved hypotheticals,S,-13.732164,31.93027,7
Rv3225c,-,1.0,intermediary metabolism and respiration,J,-14.298476,33.20155,7
Rv3227,aroA,5.0,intermediary metabolism and respiration,E,-9.5692625,-1.0677449,2
Rv3228,-,2.0,conserved hypotheticals,R,-25.367996,27.835344,4
Rv3229c,-,5.0,lipid metabolism,I,-10.022783,-1.3257313,2
Rv3230c,-,4.0,intermediary metabolism and respiration,C,-13.82983,37.906303,0
Rv3231c,-,1.0,conserved hypotheticals,S,-9.520387,32.108902,11
Rv3232c,pvdS,5.0,intermediary metabolism and respiration,S,-10.651051,27.383617,20
Rv3236c,-,1.0,cell wall and cell processes,P,-17.418108,29.067612,18
Rv3239c,-,1.0,cell wall and cell processes,GEPR,-14.342093,33.251442,7
Rv3240c,secA1,4.0,cell wall and cell processes,U,-9.574302,-1.0680624,2
Rv3244c,lpqB,3.0,cell wall and cell processes,S,-9.551757,-1.2620691,2
Rv3245c,mtrB,5.0,regulatory proteins,T,-9.7756605,-1.6215512,2
Rv3246c,mtrA,5.0,regulatory proteins,TK,-9.568516,-1.4964453,2
Rv3247c,tmk,5.0,intermediary metabolism and respiration,F,-9.557021,-1.2924321,2
Rv3248c,sahH,5.0,intermediary metabolism and respiration,H,-9.56084,-1.0902935,2
Rv3249c,-,1.0,regulatory proteins,K,-9.558623,-1.0791813,2
Rv3252c,alkB,2.0,lipid metabolism,S,-14.296692,33.204227,7
Rv3255c,manA,2.0,intermediary metabolism and respiration,G,-9.540637,-1.2561816,2
Rv3256c,-,1.0,conserved hypotheticals,S,-9.6851635,-1.0044755,2
